verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse
2007779,CWB[,4Q51,2_Samuel,16,8,HCJB,HCJB <LJK,0000 0111,hif,perf,None,None,,,,,,,,,,,,,,,,,,,,HCJB <[LJK]
169985,<BR[,MT,2_Samuel,16,9,><BRH,W J>MR >BJCJ BN YRWJH >L H MLK LMH JQLL H KLB H MT H ZH >T >DNJ H MLK ><BRH N> W >SJRH >T R>CW,,qal,impf,><BRH N>,,no complement,no complement,,,,,,,,,,,,,,,,,,
169988,SWR[,MT,2_Samuel,16,9,>SJRH,W J>MR >BJCJ BN YRWJH >L H MLK LMH JQLL H KLB H MT H ZH >T >DNJ H MLK ><BRH N> W >SJRH >T R>CW,,hif,impf,W >SJRH >T R>CW,,no complement,no complement,,,,,,,,,,,,,,,,,,
170041,NWX[,MT,2_Samuel,16,11,HNXW,W J>MR DWD >L >BJCJ W >L KL <BDJW HNH BNJ >CR JY> M M<J MBQC >T NPCJ W >P KJ <TH BN H JMJNJ HNXW LW W JQLL KJ >MR LW JHWH,,hif,impv,HNXW LW,,LW,L,,0,prep,,,det,,simple,,,L,,,,,,,
2007808,JY>[,4Q51,2_Samuel,16,11,JY>,W J>MR DWJD >L >BJCJ W >L KWL <BDJW HNH BNJ >CR JY> M M<J MBQC >T NPCJ W >P KJ <TH BN H JMJNJ HNJXW LW W JQLL KJ >MR LW JHWH,1 1111 1111 11 11111 1 11 111 11111 110 000 011 111 1 111 1111 11 1111 1 11 11 111 11 1 11111 11111 11 1 1000 00 001 11 1111,qal,perf,>CR JY> M M<J,,M M<J,,,0,,,,,,,,,M,,,,,,,[W J>MR DWJD >L >BJCJ W >L KWL <BDJW HN]H BNJ >[CR JY> M M<J MBQC >T NPCJ W >P KJ <TH BN H JMJNJ HNJXW LW W J]QLL KJ >M[R LW JHWH]
2007821,NWX[,4Q51,2_Samuel,16,11,HNJXW,W J>MR DWJD >L >BJCJ W >L KWL <BDJW HNH BNJ >CR JY> M M<J MBQC >T NPCJ W >P KJ <TH BN H JMJNJ HNJXW LW W JQLL KJ >MR LW JHWH,1 1111 1111 11 11111 1 11 111 11111 110 000 011 111 1 111 1111 11 1111 1 11 11 111 11 1 11111 11111 11 1 1000 00 001 11 1111,hif,impv,HNJXW LW,,LW,,,0,,,,,,,,,LW,,,,,,,[W J>MR DWJD >L >BJCJ W >L KWL <BDJW HN]H BNJ >[CR JY> M M<J MBQC >T NPCJ W >P KJ <TH BN H JMJNJ HNJXW LW W J]QLL KJ >M[R LW JHWH]
170055,CWB[,MT,2_Samuel,16,12,HCJB,>WLJ JR>H JHWH B <WNJ W HCJB JHWH LJ VWBH TXT QLLTW H JWM H ZH,,hif,perf,W HCJB JHWH LJ VWBH TXT QLLTW H JWM H ZH,JHWH,LJ,L,,0,prep,,,det,,simple,,,L,,,,,,,
2007836,CWB[,4Q51,2_Samuel,16,12,HCJB,>WLJ JR>H JHWH B <NJJ W HCJB LJ VWBH TXT QLLTW H JWM H ZH,1111 1111 1111 1 1111 1 1111 11 1111 111 11110 0 000 0 00,hif,perf,None,None,,,,,,,,,,,,,,,,,,,,[>WLJ JR>H JHWH B <NJJ W HCJB LJ VWBH TXT QLLT]W H JWM H ZH
170066,HLK[,MT,2_Samuel,16,13,JLK,W JLK DWD W >NCJW B DRK W CM<J HLK B YL< H HR L <MTW HLWK W JQLL W JSQL B >BNJM L <MTW W <PR B <PR,,qal,wayq,W JLK DWD W >NCJW B DRK,DWD W >NCJW,B DRK,B H DRK/,,0,prep,,,det,subs,simple,,,B,,,,,,,
170075,HLK[,MT,2_Samuel,16,13,HLK,W JLK DWD W >NCJW B DRK W CM<J HLK B YL< H HR L <MTW HLWK W JQLL W JSQL B >BNJM L <MTW W <PR B <PR,,qal,ptca,W CM<J HLK B YL< H HR L <MTW,CM<J,B YL< H HR L <MTW,B YL</ H HR/ L <MH/,,0,prep + prep,,,det,subs,complex,,,B,L,,,,,,
170082,HLK[,MT,2_Samuel,16,13,HLWK,W JLK DWD W >NCJW B DRK W CM<J HLK B YL< H HR L <MTW HLWK W JQLL W JSQL B >BNJM L <MTW W <PR B <PR,,qal,infa,HLWK,,no complement,no complement,,,,,,,,,,,,,,,,,,
2007847,HLK[,4Q51,2_Samuel,16,13,JLK,W JLK DWJD W KWL >NCJW <MW B DRK W CM<J HWLK B YL< H HR L <MTW HLWK W QLL W SQL B >BNJM <LJW W <PR B <PR,0 011 1111 1 111 11111 111 1 111 1 1111 1111 1 111 1 11 1 1111 1011 1 100 1 111 1 11111 1111 1 111 1 111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,,W J[LK DWJD W KWL >NCJW <MW B DRK W CM<J HWLK B YL< H HR L <MTW H]L[WK W Q]LL [W SQL B >BNJM <LJW W <PR B <PR]
