verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
296958,BW>[,MT,Amos,6,1,B>W,HWJ H C>NNJM B YJWN W H BVXJM B HR CMRWN NQBJ R>CJT H GWJM W B>W LHM BJT JFR>L,W B>W LHM BJT JFR>L,BJT JFR>L,LHM,L,,0,prep,prsf,,det,prsf,simple,,,qal,perf,,,L,,,,,,
2044653,BW>[,4Q82,Amos,6,1,B>W,R>CJT H GWJM W B>W LHM BJT JFR>L,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
296962,<BR[,MT,Amos,6,2,<BRW,<BRW KLNH W R>W W LKW M CM XMT RBH W RDW GT PLCTJM H VWBJM MN H MMLKWT H >LH >M RB GBWLM M GBLKM,<BRW KLNH,,KLNH,KLNH/,,0,vc,topo,inanim,det,nmpr,simple,,,qal,impv,,,,,,,,,
296967,HLK[,MT,Amos,6,2,LKW,<BRW KLNH W R>W W LKW M CM XMT RBH W RDW GT PLCTJM H VWBJM MN H MMLKWT H >LH >M RB GBWLM M GBLKM,W LKW M CM XMT RBH,,XMT RBH,XMT=/ RB/,,0,vc,topo,inanim,det,nmpr,complex,,,qal,impv,,,,,,,,,
296973,JRD[,MT,Amos,6,2,RDW,<BRW KLNH W R>W W LKW M CM XMT RBH W RDW GT PLCTJM H VWBJM MN H MMLKWT H >LH >M RB GBWLM M GBLKM,W RDW GT PLCTJM,,GT PLCTJM,GT=/ PLCTJ/,,0,vc,topo,inanim,det,nmpr,complex,,,qal,impv,,,,,,,,,
2044658,<BR[,4Q82,Amos,6,2,<BRW,<BRW KLNH W R>W XMT RBH W RDW GT PLCTJM H VWBJM MN H MMLKWT H >LH >M RB GBWLM M GBLKM,None,None,,,,,,,,,,,0,,qal,impv,,,,,,,,,
2044667,JRD[,4Q82,Amos,6,2,RDW,<BRW KLNH W R>W XMT RBH W RDW GT PLCTJM H VWBJM MN H MMLKWT H >LH >M RB GBWLM M GBLKM,None,None,,,,,,,,,,,0,,qal,impv,,,,,,,,,
296994,NGC[,MT,Amos,6,3,TGJCWN,H MNDJM L JWM R< W TGJCWN CBT XMS,W TGJCWN CBT XMS,,no complement,no complement,,,,,,,,,,,hif,wayq,,,,,,,,,
2044689,NGC[,4Q82,Amos,6,3,TGJCWN,H MNDJM L JWM R< W TGJCWN,None,None,,,,,,,,,,,0,,hif,wayq,,,,,,,,,
297045,GLH[,MT,Amos,6,7,JGLW,LKN <TH JGLW B R>C GLJM W SR MRZX SRWXJM,<TH JGLW B R>C GLJM,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
297050,SWR[,MT,Amos,6,7,SR,LKN <TH JGLW B R>C GLJM W SR MRZX SRWXJM,W SR MRZX SRWXJM,MRZX SRWXJM,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
2044746,GLH[,4Q82,Amos,6,7,JGLW,L KN <TH JGLW B R>C GLJM W SR MRZX SRWXJM,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
2044749,GLH[,4Q82,Amos,6,7,GLJM,L KN <TH JGLW B R>C GLJM W SR MRZX SRWXJM,None,None,,,,,,,,,,,0,,qal,ptca,,,,,,,,,
2044751,SWR[,4Q82,Amos,6,7,SR,L KN <TH JGLW B R>C GLJM W SR MRZX SRWXJM,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
297139,RWY[,MT,Amos,6,12,JRYWN,H JRYWN B SL< SWSJM >M JXRWC B BQRJM KJ HPKTM L R>C MCPV W PRJ YDQH L L<NH,H JRYWN B SL< SWSJM,SWSJM,B SL<,B H SL</,,0,prep,,,det,subs,simple,,,qal,impf,,,B,,,,,,
2044847,RWY[,4Q82,Amos,6,12,JRYWN,H JRYWN B SL< SWSJM >M JXRWC B BQRJM KJ HPKTM L R>C MCPV W PRJ YDQH L L<NH,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
297189,BW>[,MT,Amos,6,14,BW>,KJ HNNJ MQJM <LJKM BJT JFR>L N>M JHWH >LHJ H YB>WT GWJ W LXYW >TKM M L BW> XMT <D NXL H <RBH,M L BW> XMT,,XMT,XMT=/,,0,vc,topo,inanim,det,nmpr,simple,,,qal,infc,,,,,,,,,
