verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
1982968,HLK[,4Q32,4Q32,f7,1,no_g_cons,,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
1982969,HLK[,4Q32,4Q32,f7,1,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982971,HLK[,4Q32,4Q32,f8,1,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982972,HLK[,4Q32,4Q32,f8,1,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982973,HLK[,4Q32,4Q32,f8,1,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982974,HLK[,4Q32,4Q32,f8,1,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982975,HLK[,4Q32,4Q32,f8,2,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982976,HLK[,4Q32,4Q32,f8,2,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982977,HLK[,4Q32,4Q32,f8,2,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
1982978,HLK[,4Q32,4Q32,f8,2,no_g_cons,,None,None,,,,,,,,,,,0,,,,,,,,,,,,
