word	book	chapter	verse	scroll_name	stem	verbal_tense	consonant_rep	language
328491	Psalms	104	26	MT	piel	impf	JHLKWN	Hebrew
328686	Psalms	105	13	MT	hit	wayq	JTHLKW	Hebrew
328934	Psalms	105	41	MT	qal	perf	HLKW	Hebrew
329061	Psalms	106	9	MT	hif	wayq	JWLJKM	Hebrew
329525	Psalms	107	7	MT	qal	infc	LKT	Hebrew
330208	Psalms	109	23	MT	nif	perf	NHLKTJ	Hebrew
330786	Psalms	115	7	MT	piel	impf	JHLKW	Hebrew
330961	Psalms	116	9	MT	hit	impf	>THLK	Hebrew
331331	Psalms	119	1	MT	qal	ptca	HLKJM	Hebrew
331348	Psalms	119	3	MT	qal	perf	HLKW	Hebrew
331652	Psalms	119	45	MT	hit	impf	>THLKH	Hebrew
332804	Psalms	122	1	MT	qal	impf	NLK	Hebrew
333059	Psalms	125	5	MT	hif	impf	JWLJKM	Hebrew
333121	Psalms	126	6	MT	qal	infa	HLWK	Hebrew
333122	Psalms	126	6	MT	qal	impf	JLK	Hebrew
333214	Psalms	128	1	MT	qal	ptca	HLK	Hebrew
333418	Psalms	131	1	MT	piel	perf	HLKTJ	Hebrew
334065	Psalms	136	16	MT	hif	ptca	MWLJK	Hebrew
334326	Psalms	138	7	MT	qal	impf	>LK	Hebrew
334403	Psalms	139	7	MT	qal	impf	>LK	Hebrew
334866	Psalms	142	4	MT	piel	impf	>HLK	Hebrew
335019	Psalms	143	8	MT	qal	impf	>LK	Hebrew
336091	Job	1	4	MT	qal	perf	HLKW	Hebrew
336195	Job	1	7	MT	hit	infc	HTHLK	Hebrew
336578	Job	2	2	MT	hit	infc	HTHLK	Hebrew
337939	Job	7	9	MT	qal	wayq	JLK	Hebrew
338794	Job	10	21	MT	qal	impf	>LK	Hebrew
339181	Job	12	17	MT	hif	ptca	MWLJK	Hebrew
339195	Job	12	19	MT	hif	ptca	MWLJK	Hebrew
339722	Job	14	20	MT	qal	wayq	JHLK	Hebrew
340145	Job	16	6	MT	qal	impf	JHLK	Hebrew
340306	Job	16	22	MT	qal	impf	>HLK	Hebrew
340521	Job	18	8	MT	hit	impf	JTHLK	Hebrew
340715	Job	19	10	MT	qal	wayq	>LK	Hebrew
341139	Job	20	25	MT	qal	impf	JHLK	Hebrew
341623	Job	22	14	MT	hit	impf	JTHLK	Hebrew
341829	Job	23	8	MT	qal	impf	>HLK	Hebrew
342012	Job	24	10	MT	piel	perf	HLKW	Hebrew
342566	Job	27	21	MT	qal	impf	JLK	Hebrew
342895	Job	29	3	MT	qal	impf	>LK	Hebrew
343368	Job	30	28	MT	piel	perf	HLKTJ	Hebrew
343445	Job	31	5	MT	qal	perf	HLKTJ	Hebrew
343470	Job	31	7	MT	qal	perf	HLK	Hebrew
343662	Job	31	26	MT	qal	ptca	HLK	Hebrew
344429	Job	34	8	MT	qal	infc	LKT	Hebrew
344588	Job	34	23	MT	qal	infc	HLK	Hebrew
345591	Job	38	16	MT	hit	perf	HTHLKT	Hebrew
345770	Job	38	35	MT	qal	impf	JLKW	Hebrew
346490	Job	41	11	MT	qal	impf	JHLKW	Hebrew
346722	Job	42	8	MT	qal	impv	LKW	Hebrew
346753	Job	42	9	MT	qal	wayq	JLKW	Hebrew
347025	Proverbs	1	11	MT	qal	impv	LKH	Hebrew
347061	Proverbs	1	15	MT	qal	impf	TLK	Hebrew
347311	Proverbs	2	7	MT	qal	ptca	HLKJ	Hebrew
347360	Proverbs	2	13	MT	qal	infc	LKT	Hebrew
347417	Proverbs	2	20	MT	qal	impf	TLK	Hebrew
347652	Proverbs	3	23	MT	qal	impf	TLK	Hebrew
347706	Proverbs	3	28	MT	qal	impv	LK	Hebrew
347883	Proverbs	4	12	MT	qal	infc	LKTK	Hebrew
347948	Proverbs	4	18	MT	qal	ptca	HWLK	Hebrew
348279	Proverbs	6	3	MT	qal	impv	LK	Hebrew
348304	Proverbs	6	6	MT	qal	impv	LK	Hebrew
348349	Proverbs	6	11	MT	piel	ptca	MHLK	Hebrew
348360	Proverbs	6	12	MT	qal	ptca	HWLK	Hebrew
348446	Proverbs	6	22	MT	hit	infc	HTHLKK	Hebrew
348511	Proverbs	6	28	MT	piel	impf	JHLK	Hebrew
348745	Proverbs	7	18	MT	qal	impv	LKH	Hebrew
348760	Proverbs	7	19	MT	qal	perf	HLK	Hebrew
348785	Proverbs	7	22	MT	qal	ptca	HWLK	Hebrew
349020	Proverbs	8	20	MT	piel	impf	>HLK	Hebrew
349209	Proverbs	9	5	MT	qal	impv	LKW	Hebrew
349411	Proverbs	10	9	MT	qal	ptca	HWLK	Hebrew
349415	Proverbs	10	9	MT	qal	impf	JLK	Hebrew
349744	Proverbs	11	13	MT	qal	ptca	HWLK	Hebrew
350342	Proverbs	13	20	MT	qal	ptca	HLWK	Hebrew
350405	Proverbs	14	2	MT	qal	ptca	HWLK	Hebrew
350453	Proverbs	14	7	MT	qal	impv	LK	Hebrew
350819	Proverbs	15	12	MT	qal	impf	JLK	Hebrew
350907	Proverbs	15	21	MT	qal	infc	LKT	Hebrew
351292	Proverbs	16	29	MT	hif	perf	HWLJKW	Hebrew
351846	Proverbs	19	1	MT	qal	ptca	HWLK	Hebrew
352191	Proverbs	20	7	MT	hit	ptca	MTHLK	Hebrew
352305	Proverbs	20	19	MT	qal	ptca	HWLK	Hebrew
353317	Proverbs	23	31	MT	hit	impf	JTHLK	Hebrew
353706	Proverbs	24	34	MT	hit	ptca	MTHLK	Hebrew
354637	Proverbs	28	6	MT	qal	ptca	HWLK	Hebrew
354756	Proverbs	28	18	MT	qal	ptca	HWLK	Hebrew
354843	Proverbs	28	26	MT	qal	ptca	HWLK	Hebrew
355455	Proverbs	30	29	MT	qal	infc	LKT	Hebrew
355810	Ruth	1	1	MT	qal	wayq	JLK	Hebrew
355938	Ruth	1	7	MT	qal	wayq	TLKNH	Hebrew
355953	Ruth	1	8	MT	qal	impv	LKNH	Hebrew
356002	Ruth	1	11	MT	qal	impf	TLKNH	Hebrew
356017	Ruth	1	12	MT	qal	impv	LKN	Hebrew
356108	Ruth	1	16	MT	qal	impf	TLKJ	Hebrew
356109	Ruth	1	16	MT	qal	impf	>LK	Hebrew
356147	Ruth	1	18	MT	qal	infc	LKT	Hebrew
356155	Ruth	1	19	MT	qal	wayq	TLKNH	Hebrew
356193	Ruth	1	21	MT	qal	perf	HLKTJ	Hebrew
356254	Ruth	2	2	MT	qal	impf	>LKH	Hebrew
356272	Ruth	2	2	MT	qal	impv	LKJ	Hebrew
356275	Ruth	2	3	MT	qal	wayq	TLK	Hebrew
356391	Ruth	2	8	MT	qal	impf	TLKJ	Hebrew
356415	Ruth	2	9	MT	qal	perf	HLKT	Hebrew
356429	Ruth	2	9	MT	qal	perf	HLKT	Hebrew
356486	Ruth	2	11	MT	qal	wayq	TLKJ	Hebrew
356951	Ruth	3	10	MT	qal	infc	LKT	Hebrew
357921	Song_of_songs	2	10	MT	qal	impv	LKJ	Hebrew
357931	Song_of_songs	2	11	MT	qal	perf	HLK	Hebrew
357965	Song_of_songs	2	13	MT	qal	impv	LKJ	Hebrew
358311	Song_of_songs	4	6	MT	qal	impf	>LK	Hebrew
358688	Song_of_songs	6	1	MT	qal	perf	HLK	Hebrew
358995	Song_of_songs	7	10	MT	qal	ptca	HWLK	Hebrew
359009	Song_of_songs	7	12	MT	qal	impv	LKH	Hebrew
359310	Ecclesiastes	1	4	MT	qal	ptca	HLK	Hebrew
359335	Ecclesiastes	1	6	MT	qal	ptca	HWLK	Hebrew
359344	Ecclesiastes	1	6	MT	qal	ptca	HWLK	Hebrew
359356	Ecclesiastes	1	7	MT	qal	ptca	HLKJM	Hebrew
359370	Ecclesiastes	1	7	MT	qal	ptca	HLKJM	Hebrew
359375	Ecclesiastes	1	7	MT	qal	infc	LKT	Hebrew
359583	Ecclesiastes	2	1	MT	qal	impv	LKH	Hebrew
359853	Ecclesiastes	2	14	MT	qal	ptca	HWLK	Hebrew
360486	Ecclesiastes	3	20	MT	qal	ptca	HWLK	Hebrew
360813	Ecclesiastes	4	15	MT	piel	ptca	MHLKJM	Hebrew
360854	Ecclesiastes	4	17	MT	qal	impf	TLK	Hebrew
361119	Ecclesiastes	5	14	MT	qal	infc	LKT	Hebrew
361130	Ecclesiastes	5	14	MT	hif	impf	JLK	Hebrew
361143	Ecclesiastes	5	15	MT	qal	impf	JLK	Hebrew
361339	Ecclesiastes	6	4	MT	qal	impf	JLK	Hebrew
361375	Ecclesiastes	6	6	MT	qal	ptca	HWLK	Hebrew
361403	Ecclesiastes	6	8	MT	qal	infc	HLK	Hebrew
361411	Ecclesiastes	6	9	MT	qal	infc	HLK	Hebrew
361496	Ecclesiastes	7	2	MT	qal	infc	LKT	Hebrew
361501	Ecclesiastes	7	2	MT	qal	infc	LKT	Hebrew
361949	Ecclesiastes	8	3	MT	qal	impf	TLK	Hebrew
362079	Ecclesiastes	8	10	MT	piel	impf	JHLKW	Hebrew
362488	Ecclesiastes	9	7	MT	qal	impv	LK	Hebrew
362574	Ecclesiastes	9	10	MT	qal	ptca	HLK	Hebrew
362785	Ecclesiastes	10	3	MT	qal	ptca	HLK	Hebrew
362843	Ecclesiastes	10	7	MT	qal	ptca	HLKJM	Hebrew
362941	Ecclesiastes	10	15	MT	qal	infc	LKT	Hebrew
363019	Ecclesiastes	10	20	MT	hif	impf	JWLJK	Hebrew
363199	Ecclesiastes	11	9	MT	piel	impv	HLK	Hebrew
363352	Ecclesiastes	12	5	MT	qal	ptca	HLK	Hebrew
363610	Lamentations	1	5	MT	qal	perf	HLKW	Hebrew
363630	Lamentations	1	6	MT	qal	wayq	JLKW	Hebrew
363877	Lamentations	1	18	MT	qal	perf	HLKW	Hebrew
364473	Lamentations	3	2	MT	hif	wayq	JLK	Hebrew
365208	Lamentations	4	18	MT	qal	infc	LKT	Hebrew
365421	Lamentations	5	18	MT	piel	perf	HLKW	Hebrew
366294	Esther	2	11	MT	hit	ptca	MTHLK	Hebrew
367486	Esther	4	16	MT	qal	impv	LK	Hebrew
369292	Esther	9	4	MT	qal	ptca	HWLK	Hebrew
369301	Esther	9	4	MT	qal	ptca	HWLK	Hebrew
372172	Daniel	3	25	MT	haf	ptca	MHLKJN	Aramaic
372941	Daniel	4	26	MT	pael	ptca	MHLK	Aramaic
373161	Daniel	4	34	MT	haf	ptca	MHLKJN	Aramaic
375969	Daniel	9	10	MT	qal	infc	LKT	Hebrew
378077	Daniel	12	9	MT	qal	impv	LK	Hebrew
378137	Daniel	12	13	MT	qal	impv	LK	Hebrew
380128	Ezra	5	5	MT	peal	impf	JHK	Aramaic
380536	Ezra	6	5	MT	peal	impf	JHK	Aramaic
381177	Ezra	7	13	MT	peal	infc	MHK	Aramaic
381181	Ezra	7	13	MT	peal	impf	JHK	Aramaic
382123	Ezra	8	31	MT	qal	infc	LKT	Hebrew
382850	Ezra	10	6	MT	qal	wayq	JLK	Hebrew
382857	Ezra	10	6	MT	qal	wayq	JLK	Hebrew
384110	Nehemiah	2	16	MT	qal	perf	HLKTJ	Hebrew
384160	Nehemiah	2	17	MT	qal	impv	LKW	Hebrew
385599	Nehemiah	5	9	MT	qal	impf	TLKW	Hebrew
385947	Nehemiah	6	2	MT	qal	impv	LKH	Hebrew
386085	Nehemiah	6	7	MT	qal	impv	LKH	Hebrew
386298	Nehemiah	6	17	MT	qal	ptca	HWLKWT	Hebrew
387457	Nehemiah	8	10	MT	qal	impv	LKW	Hebrew
387503	Nehemiah	8	12	MT	qal	wayq	JLKW	Hebrew
388038	Nehemiah	9	12	MT	qal	impf	JLKW	Hebrew
388225	Nehemiah	9	19	MT	qal	impf	JLKW	Hebrew
388889	Nehemiah	10	30	MT	qal	infc	LKT	Hebrew
390155	Nehemiah	12	32	MT	qal	wayq	JLK	Hebrew
390254	Nehemiah	12	38	MT	qal	ptca	HWLKT	Hebrew
393357	1_Chronicles	4	39	MT	qal	wayq	JLKW	Hebrew
393437	1_Chronicles	4	42	MT	qal	perf	HLKW	Hebrew
394090	1_Chronicles	5	41	MT	qal	perf	HLK	Hebrew
397082	1_Chronicles	11	4	MT	qal	wayq	JLK	Hebrew
397175	1_Chronicles	11	9	MT	qal	wayq	JLK	Hebrew
397177	1_Chronicles	11	9	MT	qal	infa	HLWK	Hebrew
398080	1_Chronicles	12	21	MT	qal	infc	LKTW	Hebrew
399491	1_Chronicles	15	25	MT	qal	ptca	HLKJM	Hebrew
399865	1_Chronicles	16	20	MT	hit	wayq	JTHLKW	Hebrew
400214	1_Chronicles	16	43	MT	qal	wayq	JLKW	Hebrew
400285	1_Chronicles	17	4	MT	qal	impv	LK	Hebrew
400331	1_Chronicles	17	6	MT	hit	perf	HTHLKTJ	Hebrew
400389	1_Chronicles	17	8	MT	qal	perf	HLKT	Hebrew
400465	1_Chronicles	17	11	MT	qal	infc	LKT	Hebrew
400655	1_Chronicles	17	21	MT	qal	perf	HLK	Hebrew
400836	1_Chronicles	18	3	MT	qal	infc	LKTW	Hebrew
400912	1_Chronicles	18	6	MT	qal	perf	HLK	Hebrew
401078	1_Chronicles	18	13	MT	qal	perf	HLK	Hebrew
401241	1_Chronicles	19	5	MT	qal	wayq	JLKW	Hebrew
401828	1_Chronicles	21	2	MT	qal	impv	LKW	Hebrew
401886	1_Chronicles	21	4	MT	hit	wayq	JTHLK	Hebrew
401989	1_Chronicles	21	10	MT	qal	impv	LK	Hebrew
402491	1_Chronicles	21	30	MT	qal	infc	LKT	Hebrew
406870	2_Chronicles	1	3	MT	qal	wayq	JLKW	Hebrew
409261	2_Chronicles	6	14	MT	qal	ptca	HLKJM	Hebrew
409324	2_Chronicles	6	16	MT	qal	infc	LKT	Hebrew
409329	2_Chronicles	6	16	MT	qal	perf	HLKT	Hebrew
409609	2_Chronicles	6	27	MT	qal	impf	JLKW	Hebrew
409715	2_Chronicles	6	31	MT	qal	infc	LKT	Hebrew
410453	2_Chronicles	7	17	MT	qal	impf	TLK	Hebrew
410458	2_Chronicles	7	17	MT	qal	perf	HLK	Hebrew
410507	2_Chronicles	7	19	MT	qal	perf	HLKTM	Hebrew
410646	2_Chronicles	8	3	MT	qal	wayq	JLK	Hebrew
410993	2_Chronicles	8	17	MT	qal	perf	HLK	Hebrew
411343	2_Chronicles	9	12	MT	qal	wayq	TLK	Hebrew
411531	2_Chronicles	9	21	MT	qal	ptca	HLKWT	Hebrew
411751	2_Chronicles	10	1	MT	qal	wayq	JLK	Hebrew
411834	2_Chronicles	10	5	MT	qal	wayq	JLK	Hebrew
412141	2_Chronicles	10	16	MT	qal	wayq	JLK	Hebrew
412288	2_Chronicles	11	4	MT	qal	infc	LKT	Hebrew
412417	2_Chronicles	11	14	MT	qal	wayq	JLKW	Hebrew
412488	2_Chronicles	11	17	MT	qal	perf	HLKW	Hebrew
414274	2_Chronicles	16	3	MT	qal	impv	LK	Hebrew
414610	2_Chronicles	17	3	MT	qal	perf	HLK	Hebrew
414631	2_Chronicles	17	4	MT	qal	perf	HLK	Hebrew
414805	2_Chronicles	17	12	MT	qal	ptca	HLK	Hebrew
414982	2_Chronicles	18	3	MT	qal	impf	TLK	Hebrew
415028	2_Chronicles	18	5	MT	qal	impf	NLK	Hebrew
415187	2_Chronicles	18	12	MT	qal	perf	HLK	Hebrew
415240	2_Chronicles	18	14	MT	qal	impf	NLK	Hebrew
416711	2_Chronicles	20	32	MT	qal	wayq	JLK	Hebrew
416786	2_Chronicles	20	36	MT	qal	infc	LKT	Hebrew
416819	2_Chronicles	20	37	MT	qal	infc	LKT	Hebrew
416927	2_Chronicles	21	6	MT	qal	wayq	JLK	Hebrew
417082	2_Chronicles	21	12	MT	qal	perf	HLKT	Hebrew
417094	2_Chronicles	21	13	MT	qal	wayq	TLK	Hebrew
417264	2_Chronicles	21	20	MT	qal	wayq	JLK	Hebrew
417333	2_Chronicles	22	3	MT	qal	perf	HLK	Hebrew
417368	2_Chronicles	22	5	MT	qal	perf	HLK	Hebrew
417370	2_Chronicles	22	5	MT	qal	wayq	JLK	Hebrew
418821	2_Chronicles	24	25	MT	qal	infc	LKTM	Hebrew
419133	2_Chronicles	25	10	MT	qal	infc	LKT	Hebrew
419157	2_Chronicles	25	11	MT	qal	wayq	JLK	Hebrew
419198	2_Chronicles	25	13	MT	qal	infc	LKT	Hebrew
419331	2_Chronicles	25	17	MT	qal	impv	LK	Hebrew
419738	2_Chronicles	26	8	MT	qal	wayq	JLK	Hebrew
420357	2_Chronicles	28	2	MT	qal	wayq	JLK	Hebrew
421954	2_Chronicles	30	6	MT	qal	wayq	JLKW	Hebrew
424145	2_Chronicles	33	11	MT	hif	wayq	JWLJKHW	Hebrew
424471	2_Chronicles	34	2	MT	qal	wayq	JLK	Hebrew
424976	2_Chronicles	34	21	MT	qal	impv	LKW	Hebrew
425023	2_Chronicles	34	22	MT	qal	wayq	JLK	Hebrew
425291	2_Chronicles	34	31	MT	qal	infc	LKT	Hebrew
425998	2_Chronicles	35	24	MT	hif	wayq	JWLJKHW	Hebrew
426179	2_Chronicles	36	6	MT	hif	infc	HLJKW	Hebrew
1654626	Numbers	23	7	2Q29	qal	impv	LKH	Hebrew
1654631	Numbers	23	7	2Q29	qal	impv	LKH	Hebrew
1890016	Genesis	3	14	1Q1	qal	impf	TLK	Hebrew
1890027	Genesis	22	13	1Q1	qal	wayq	JLK	Hebrew
1890740	Leviticus	20	23	1Q3	qal	impf	TLKW	Hebrew
1891333	Deuteronomy	8	19	1Q4	qal	perf	HLKTH	Hebrew
1891443	Deuteronomy	11	28	1Q4	qal	infc	LKT	Hebrew
1891568	Deuteronomy	13	3	1Q4	qal	impf	NLKH	Hebrew
1891617	Deuteronomy	13	5	1Q4	qal	impf	TLKWN	Hebrew
1891666	Deuteronomy	13	6	1Q4	qal	infc	LKT	Hebrew
1891720	Deuteronomy	13	14	1Q4	qal	impf	NLKH	Hebrew
1891802	Deuteronomy	14	25	1Q4	qal	perf	HLKT	Hebrew
1892931	Deuteronomy	29	17	1Q5	qal	infc	LKT	Hebrew
1892972	Deuteronomy	29	18	1Q5	qal	impf	>LK	Hebrew
1893219	Deuteronomy	31	6	1Q5	qal	ptca	HLK	Hebrew
1893253	Deuteronomy	31	8	1Q5	qal	ptca	HLK	Hebrew
1893938	Judges	6	21	1Q6	qal	perf	HLK	Hebrew
1893983	Judges	8	1	1Q6	qal	perf	HLKT	Hebrew
1894075	Judges	9	4	1Q6	qal	wayq	JLKW	Hebrew
1894114	Judges	9	6	1Q6	qal	wayq	JLKW	Hebrew
1894309	Judges	9	49	1Q6	qal	wayq	JLKW	Hebrew
1895149	Isaiah	1	18	1Qisaa	qal	impv	LKW	Hebrew
1895395	Isaiah	2	3	1Qisaa	qal	perf	HLKW	Hebrew
1895400	Isaiah	2	3	1Qisaa	qal	impv	LKW	Hebrew
1895412	Isaiah	2	3	1Qisaa	qal	impf	N>LKH	Hebrew
1895464	Isaiah	2	5	1Qisaa	qal	impv	LKW	Hebrew
1895466	Isaiah	2	5	1Qisaa	qal	impf	NLKH	Hebrew
1895984	Isaiah	3	16	1Qisaa	qal	wayq	TLKNH	Hebrew
1895990	Isaiah	3	16	1Qisaa	qal	infa	HLWK	Hebrew
1895993	Isaiah	3	16	1Qisaa	qal	impf	TLKNH	Hebrew
1896971	Isaiah	6	8	1Qisaa	qal	impf	JLK	Hebrew
1896980	Isaiah	6	9	1Qisaa	qal	impv	LK	Hebrew
1897699	Isaiah	8	6	1Qisaa	qal	ptca	HWLKJM	Hebrew
1897742	Isaiah	8	7	1Qisaa	qal	perf	HLK	Hebrew
1897804	Isaiah	8	11	1Qisaa	qal	infc	LKT	Hebrew
1898055	Isaiah	9	1	1Qisaa	qal	ptca	HWLKJM	Hebrew
1901031	Isaiah	18	2	1Qisaa	qal	impv	LKW	Hebrew
1901689	Isaiah	20	2	1Qisaa	qal	impv	LK	Hebrew
1901706	Isaiah	20	2	1Qisaa	qal	infa	HLWK	Hebrew
1901716	Isaiah	20	3	1Qisaa	qal	perf	HLK	Hebrew
1901883	Isaiah	21	6	1Qisaa	qal	impv	LK	Hebrew
1902318	Isaiah	22	15	1Qisaa	qal	impv	LK	Hebrew
1903650	Isaiah	26	20	1Qisaa	qal	impv	LK	Hebrew
1904186	Isaiah	28	13	1Qisaa	qal	impf	JLKW	Hebrew
1905003	Isaiah	30	2	1Qisaa	qal	ptca	HWLKJM	Hebrew
1905399	Isaiah	30	21	1Qisaa	qal	impv	LKW	Hebrew
1905582	Isaiah	30	29	1Qisaa	qal	ptca	HWLK	Hebrew
1906369	Isaiah	33	15	1Qisaa	qal	ptca	HWLWK	Hebrew
1906478	Isaiah	33	21	1Qisaa	qal	impf	TLB	Hebrew
1906957	Isaiah	35	6	1Qisaa	qal	impf	JLKW	Hebrew
1906997	Isaiah	35	8	1Qisaa	qal	ptca	HWLK	Hebrew
1907019	Isaiah	35	9	1Qisaa	qal	perf	HLKW	Hebrew
1908361	Isaiah	37	37	1Qisaa	qal	wayq	JLK	Hebrew
1908452	Isaiah	38	3	1Qisaa	hit	perf	HTHLKTJ	Hebrew
1908482	Isaiah	38	5	1Qisaa	qal	infa	HLWK	Hebrew
1908599	Isaiah	38	10	1Qisaa	qal	impf	>LKH	Hebrew
1909533	Isaiah	40	31	1Qisaa	qal	impf	JLKW	Hebrew
1910109	Isaiah	42	5	1Qisaa	qal	ptca	HWLKJM	Hebrew
1910273	Isaiah	42	16	1Qisaa	hif	perf	HWLJKTJ	Hebrew
1910431	Isaiah	42	24	1Qisaa	qal	infc	HLWK	Hebrew
1910494	Isaiah	43	2	1Qisaa	qal	impf	TLK	Hebrew
1911488	Isaiah	45	2	1Qisaa	qal	impf	>LK	Hebrew
1911712	Isaiah	45	14	1Qisaa	qal	impf	JLKW	Hebrew
1911746	Isaiah	45	16	1Qisaa	qal	impf	JLKW	Hebrew
1911961	Isaiah	46	2	1Qisaa	qal	perf	HLKW	Hebrew
1912718	Isaiah	48	17	1Qisaa	qal	impf	TLK	Hebrew
1912786	Isaiah	48	21	1Qisaa	hif	perf	HWLJKW	Hebrew
1913509	Isaiah	50	10	1Qisaa	qal	perf	HLKW	Hebrew
1913530	Isaiah	50	11	1Qisaa	qal	impv	LKW	Hebrew
1914224	Isaiah	52	12	1Qisaa	qal	impf	TLKWN	Hebrew
1914226	Isaiah	52	12	1Qisaa	qal	ptca	HWLK	Hebrew
1914832	Isaiah	55	1	1Qisaa	qal	impv	LKW	Hebrew
1914840	Isaiah	55	1	1Qisaa	qal	impv	LKW	Hebrew
1914879	Isaiah	55	3	1Qisaa	qal	impv	LKW	Hebrew
1915050	Isaiah	55	12	1Qisaa	qal	impf	TLKW	Hebrew
1915384	Isaiah	57	2	1Qisaa	qal	infa	HLWK	Hebrew
1915669	Isaiah	57	17	1Qisaa	qal	wayq	JLK	Hebrew
1915905	Isaiah	58	8	1Qisaa	qal	perf	HLK	Hebrew
1916216	Isaiah	59	9	1Qisaa	piel	impf	NHLK	Hebrew
1916494	Isaiah	60	3	1Qisaa	qal	perf	HLKW	Hebrew
1916695	Isaiah	60	14	1Qisaa	qal	perf	>HLKW	Hebrew
1917557	Isaiah	63	12	1Qisaa	hif	ptca	MWLJK	Hebrew
1917572	Isaiah	63	13	1Qisaa	hif	ptca	MWLJKM	Hebrew
1917892	Isaiah	65	2	1Qisaa	qal	ptca	HWLKJM	Hebrew
1920074	Isaiah	20	2	1Q8	qal	impv	LK	Hebrew
1920190	Isaiah	22	15	1Q8	qal	impv	LK	Hebrew
1922387	Isaiah	43	2	1Q8	qal	impf	TLK	Hebrew
1922879	Isaiah	45	2	1Q8	qal	impf	>LK	Hebrew
1923548	Isaiah	48	17	1Q8	qal	impf	TLK	Hebrew
1923615	Isaiah	48	21	1Q8	hif	perf	HWLJKM	Hebrew
1923985	Isaiah	50	10	1Q8	qal	perf	HLK	Hebrew
1924007	Isaiah	50	11	1Q8	qal	impv	LKW	Hebrew
1924322	Isaiah	52	12	1Q8	qal	impf	TLKWN	Hebrew
1924324	Isaiah	52	12	1Q8	qal	ptca	HWLK	Hebrew
1924743	Isaiah	55	3	1Q8	qal	impv	LKW	Hebrew
1925233	Isaiah	57	2	1Q8	qal	ptca	HWLK	Hebrew
1925269	Isaiah	57	17	1Q8	qal	wayq	JLK	Hebrew
1925498	Isaiah	58	8	1Q8	qal	perf	HLK	Hebrew
1925843	Isaiah	60	3	1Q8	qal	perf	HLKW	Hebrew
1926038	Isaiah	60	14	1Q8	qal	perf	HLKW	Hebrew
1926678	Isaiah	63	12	1Q8	hif	ptca	MWLJK	Hebrew
1926694	Isaiah	63	13	1Q8	hif	ptca	MWLJKM	Hebrew
1928003	Psalms	119	45	1Q10	hit	impf	>THLKH	Hebrew
1928154	Psalms	126	6	1Q11	qal	infa	HLWK	Hebrew
1928155	Psalms	126	6	1Q11	qal	impf	JLK	Hebrew
1929678	Daniel	3	25	1Q72	pael	ptca	MHLKJN	Aramaic
1929938	Genesis	36	6	2Q1	qal	wayq	JLK	Hebrew
1930339	Exodus	12	32	2Q2	qal	impv	LKW	Hebrew
1930542	Exodus	21	19	2Q2	hit	perf	HTHLK	Hebrew
1930743	Exodus	32	34	2Q2	qal	impv	LK	Hebrew
1931182	Exodus	5	3	2Q4	qal	impf	NLKH	Hebrew
1931217	Exodus	5	4	2Q4	qal	impv	LKW	Hebrew
1931337	Leviticus	11	27	2Q5	qal	ptca	HWLK	Hebrew
1931345	Leviticus	11	27	2Q5	qal	ptca	HLKT	Hebrew
1931979	Deuteronomy	10	11	2Q12	qal	impv	LK	Hebrew
1932018	Deuteronomy	10	12	2Q12	qal	infc	LKT	Hebrew
1932373	Jeremiah	44	3	2Q13	qal	infc	LKT	Hebrew
1933278	Psalms	104	10	2Q14	piel	impf	JHLKWN	Hebrew
1934205	Genesis	34	17	4Q1	qal	perf	HLKNW	Hebrew
1934373	Genesis	35	22	4Q1	qal	wayq	JLK	Hebrew
1934592	Genesis	36	6	4Q1	qal	wayq	JLK	Hebrew
1934937	Genesis	37	25	4Q1	qal	ptca	HWLKJM	Hebrew
1934958	Genesis	37	27	4Q1	qal	impv	LKW	Hebrew
1935381	Genesis	48	15	4Q1	hit	perf	HTHLKW	Hebrew
1935890	Exodus	2	1	4Q1	qal	wayq	JLK	Hebrew
1935973	Exodus	2	5	4Q1	qal	ptca	HLKT	Hebrew
1936037	Exodus	3	10	4Q1	qal	impv	LKH	Hebrew
1936060	Exodus	3	11	4Q1	qal	impf	>LK	Hebrew
1936184	Exodus	3	16	4Q1	qal	impv	LK	Hebrew
1936196	Exodus	3	18	4Q1	qal	impf	NLKH	Hebrew
1936219	Exodus	3	19	4Q1	qal	infc	HLK	Hebrew
1936261	Exodus	3	21	4Q1	qal	impf	TLKWN	Hebrew
1936263	Exodus	3	21	4Q1	qal	impf	TLKW	Hebrew
1936409	Exodus	4	27	4Q1	qal	impv	LK	Hebrew
1936416	Exodus	4	27	4Q1	qal	wayq	JLK	Hebrew
1936447	Exodus	4	29	4Q1	qal	wayq	JLK	Hebrew
1936526	Exodus	5	3	4Q1	qal	impf	NLKH	Hebrew
1936561	Exodus	5	4	4Q1	qal	impv	LKW	Hebrew
1936613	Exodus	5	7	4Q1	qal	impf	JLKW	Hebrew
1936643	Exodus	5	8	4Q1	qal	impf	NLKH	Hebrew
1936688	Exodus	5	11	4Q1	qal	impv	LKW	Hebrew
1936808	Exodus	5	17	4Q1	qal	impf	NLKH	Hebrew
1937499	Exodus	8	21	4Q1	qal	impv	LKW	Hebrew
1938320	Genesis	2	14	4Q2	qal	ptca	HLK	Hebrew
1939267	Genesis	37	27	4Q5	qal	impv	LKW	Hebrew
1939830	Genesis	42	19	4Q5	qal	impv	LKW	Hebrew
1941263	Genesis	42	19	4Q9	qal	impv	LKW	Hebrew
