verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,cmpl_complex,motion_type,comments
413380,NPL[,MT,2_Chronicles,13,17,JPLW,W JKW BHM >BJH W <MW MKH RBH W JPLW XLLJM M JFR>L XMC M>WT >LP >JC BXWR,W JPLW XLLJM M JFR>L XMC M>WT >LP >JC BXWR,XLLJM M JFR>L,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
413516,SWR[,MT,2_Chronicles,14,2,JSR,W JSR >T MZBXWT H NKR W H BMWT W JCBR >T H MYBWT W JGD< >T H >CRJM,W JSR >T MZBXWT H NKR W H BMWT,,no complement,no complement,,,,,,,,,hif,wayq,,,,,,,,,,,
413553,SWR[,MT,2_Chronicles,14,4,JSR,W JSR M KL <RJ JHWDH >T H BMWT W >T H XMNJM W TCQV H MMLKH L PNJW,W JSR M KL <RJ JHWDH >T H BMWT W >T H XMNJM,,M KL <RJ JHWDH,MN KL/ <JR/ JHWDH/,0,prep,"pers,gens,topo",,det,subs subs nmpr,,,hif,wayq,M,,,,,,,,,,
413591,NWX[,MT,2_Chronicles,14,5,HNJX,W JBN <RJ MYWRH B JHWDH KJ CQVH H >RY W >JN <MW MLXMH B CNJM H >LH KJ HNJX JHWH LW,KJ HNJX JHWH LW,JHWH,LW,L,0,prep,,,det,,,,hif,perf,LW,,,,,,,,,,
413605,SBB[,MT,2_Chronicles,14,6,NSB,W J>MR L JHWDH NBNH >T H <RJM H >LH W NSB XWMH W MGDLJM DLTJM W BRJXJM <WDNW H >RY L PNJNW KJ DRCNW >T JHWH >LHJNW DRCNW W JNX LNW M SBJB W JBNW W JYLJXW,W NSB XWMH W MGDLJM DLTJM W BRJXJM,,no complement,no complement,,,,,,,,,hif,impf,,,,,,,,,,,
413624,NWX[,MT,2_Chronicles,14,6,JNX,W J>MR L JHWDH NBNH >T H <RJM H >LH W NSB XWMH W MGDLJM DLTJM W BRJXJM <WDNW H >RY L PNJNW KJ DRCNW >T JHWH >LHJNW DRCNW W JNX LNW M SBJB W JBNW W JYLJXW,W JNX LNW M SBJB,,LNW,L,0,prep,,,det,,,,hif,wayq,LNW,,,,,,,,,,
413663,JY>[,MT,2_Chronicles,14,8,JY>,W JY> >LJHM ZRX H KWCJ B XJL >LP >LPJM W MRKBWT CLC M>WT W JB> <D MRCH,W JY> >LJHM ZRX H KWCJ B XJL >LP >LPJM W MRKBWT CLC M>WT,ZRX H KWCJ,>LJHM,>L,0,prep,,,det,,,,qal,wayq,>LJHM,,,,,,,,,,
413677,BW>[,MT,2_Chronicles,14,8,JB>,W JY> >LJHM ZRX H KWCJ B XJL >LP >LPJM W MRKBWT CLC M>WT W JB> <D MRCH,W JB> <D MRCH,,<D MRCH,<D MRCH=/,0,prep,topo,inanim,det,nmpr,,,qal,wayq,<D,,,,,,,,,,
413681,JY>[,MT,2_Chronicles,14,9,JY>,W JY> >S> L PNJW W J<RKW MLXMH B GJ> YPTH L MRCH,W JY> >S> L PNJW,>S>,L PNJW,L PNH/,0,prep,,,det,subs,,,qal,wayq,L,,,,,,,,,,
413720,BW>[,MT,2_Chronicles,14,10,B>NW,W JQR> >S> >L JHWH >LHJW W J>MR JHWH >JN <MK L <ZWR BJN RB L >JN KX <ZRNW JHWH >LHJNW KJ <LJK NC<NW W B CMK B>NW <L H HMWN H ZH JHWH >LHJNW >TH >L J<YR <MK >NWC,W B CMK B>NW <L H HMWN H ZH,,<L H HMWN H ZH,<L H HMWN/ H ZH,0,prep,,,det,subs,,,qal,perf,<L,,,,,,,,,,
