verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,motion_type,comments
347190,BW>[,MT,Proverbs,1,27,B>,B B> K C>WH PXDKM W >JDKM K SWPH J>TH B B> <LJKM YRH W YWQH,B B> <LJKM YRH W YWQH,YRH W YWQH,<LJKM,<L,0,prep,,,det,,,,,qal,infc,<L,,,,,,,,,
2055191,BW>[,4Q102,Proverbs,1,27,B>,B B> <LJKM YRH W YWQH,None,None,,,,,,,,,,0,0 00 00000 000 0 0000,qal,infc,,,,,,,,,,
349411,HLK[,MT,Proverbs,10,9,HWLK,HWLK B TM JLK BVX W M<QC DRKJW JWD<,HWLK B TM,,B TM,B H TM=/,0,prep,,,det,subs,,,,qal,ptca,B,,,,,,,,,
349415,HLK[,MT,Proverbs,10,9,JLK,HWLK B TM JLK BVX W M<QC DRKJW JWD<,JLK BVX,,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,,,,
349489,T<H[,MT,Proverbs,10,17,MT<H,>RX L XJJM CWMR MWSR W <WZB TWKXT MT<H,W <WZB TWKXT MT<H,<WZB TWKXT,no complement,no complement,,,,,,,,,,hif,ptca,,,,,,,,,,
349495,JY>[,MT,Proverbs,10,18,MWY>,MKSH FN>H FPTJ CQR W MWY> DBH HW> KSJL,W MWY> DBH,,no complement,no complement,,,,,,,,,,hif,ptca,,,,,,,,,,
349550,BW>[,MT,Proverbs,10,24,TBW>NW,MGWRT RC< HJ> TBW>NW W T>WT YDJQJM JTN,HJ> TBW>NW,HJ>,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,,,,
349556,<BR[,MT,Proverbs,10,25,<BWR,K <BWR SWPH W >JN RC< W YDJQ JSWD <WLM,K <BWR SWPH,SWPH,no complement,no complement,,,,,,,,,,qal,infc,,,,,,,,,,
349643,BW>[,MT,Proverbs,11,2,B>,B> ZDWN W JB> QLWN W >T YNW<JM XKMH,B> ZDWN,ZDWN,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,,,,
349646,BW>[,MT,Proverbs,11,2,JB>,B> ZDWN W JB> QLWN W >T YNW<JM XKMH,W JB> QLWN,QLWN,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,,,,
349677,NPL[,MT,Proverbs,11,5,JPL,YDQT TMJM TJCR DRKW W B RC<TW JPL RC<,W B RC<TW JPL RC<,RC<,B RC<TW,B RC<H/,0,prep,,,det,subs,,,,qal,impf,B,,,,,,,,,
349702,BW>[,MT,Proverbs,11,8,JB>,YDJQ M YRH NXLY W JB> RC< TXTJW,W JB> RC< TXTJW,RC<,TXTJW,TXT/,0,vc,,,det,subs,,,,qal,wayq,,,,,,,,,,
