verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,cmpl_complex,motion_type,comments
309047,BW>[,MT,Zechariah,14,5,B>,W NSTM GJ> HRJ KJ JGJ< GJ HRJM >L >YL W NSTM K >CR NSTM M PNJ H R<C B JMJ <ZJH MLK JHWDH W B> JHWH >LHJ KL QDCJM <MK,W B> JHWH >LHJ,JHWH >LHJ,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
309093,JY>[,MT,Zechariah,14,8,JY>W,W HJH B JWM H HW> JY>W MJM XJJM M JRWCLM XYJM >L H JM H QDMWNJ W XYJM >L H JM H >XRWN B QJY W B XRP JHJH,B JWM H HW> JY>W MJM XJJM M JRWCLM,MJM XJJM,M JRWCLM,MN JRWCLM/,0,prep,topo,inanim,det,nmpr,,,qal,impf,M,,,,,,,,,,
309139,SBB[,MT,Zechariah,14,10,JSWB,JSWB KL H >RY K <RBH M GB< L RMWN NGB JRWCLM W R>MH W JCBH TXTJH L M C<R BNJMN <D MQWM C<R H R>CWN <D C<R H PNJM W MGDL XNN>L <D JQBJ H MLK,JSWB KL H >RY K <RBH M GB< L RMWN NGB JRWCLM,KL H >RY,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
309241,<LH[,MT,Zechariah,14,13,<LTH,W HJH B JWM H HW> THJH MHWMT JHWH RBH BHM W HXZJQW >JC JD R<HW W <LTH JDW <L JD R<HW,W <LTH JDW <L JD R<HW,JDW,<L JD R<HW,<L JD/ R<=/,0,prep,,,det,subs subs,,,qal,perf,<L,,,,,,,,,,
309306,BW>[,MT,Zechariah,14,16,B>JM,W HJH KL H NWTR M KL H GWJM H B>JM <L JRWCLM W <LW M DJ CNH B CNH L HCTXWT L MLK JHWH YB>WT W L XG >T XG H SKWT,H B>JM <L JRWCLM,,<L JRWCLM,<L JRWCLM/,0,prep,topo,inanim,det,nmpr,,,qal,ptca,<L,,,,,,,,,,
309310,<LH[,MT,Zechariah,14,16,<LW,W HJH KL H NWTR M KL H GWJM H B>JM <L JRWCLM W <LW M DJ CNH B CNH L HCTXWT L MLK JHWH YB>WT W L XG >T XG H SKWT,W <LW M DJ CNH B CNH,,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
309333,<LH[,MT,Zechariah,14,17,J<LH,W HJH >CR L> J<LH M >T MCPXWT H >RY >L JRWCLM L HCTXWT L MLK JHWH YB>WT W L> <LJHM JHJH H GCM,>CR L> J<LH M >T MCPXWT H >RY >L JRWCLM,,>L JRWCLM,>L JRWCLM/,0,prep,topo,inanim,det,nmpr,,,qal,impf,>L,,,,,,,,,,
309358,<LH[,MT,Zechariah,14,18,T<LH,W >M MCPXT MYRJM L> T<LH W L> B>H W L> <LJHM THJH H MGPH >CR JGP JHWH >T H GWJM >CR L> J<LW L XG >T XG H SKWT,W >M MCPXT MYRJM L> T<LH,MCPXT MYRJM,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
309361,BW>[,MT,Zechariah,14,18,B>H,W >M MCPXT MYRJM L> T<LH W L> B>H W L> <LJHM THJH H MGPH >CR JGP JHWH >T H GWJM >CR L> J<LW L XG >T XG H SKWT,W L> B>H,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
309376,<LH[,MT,Zechariah,14,18,J<LW,W >M MCPXT MYRJM L> T<LH W L> B>H W L> <LJHM THJH H MGPH >CR JGP JHWH >T H GWJM >CR L> J<LW L XG >T XG H SKWT,>CR L> J<LW,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
2036526,BW>[,4Q76,Zechariah,14,18,B>H,W L> B>H W L> <LJHM THJH H MGPH >CR JGP JHWH >T H GWJM >CR L> J<LW L XG >T XG H SKWT,None,None,,,,,,,,,0,0 00 000 0 00 00000 0000 0 0000 000 000 0000 00 0 0000 000 00 0000 0 00 00 00 0 0000,qal,ptca,,,,,,,,,,,
2036541,<LH[,4Q76,Zechariah,14,18,J<LW,W L> B>H W L> <LJHM THJH H MGPH >CR JGP JHWH >T H GWJM >CR L> J<LW L XG >T XG H SKWT,None,None,,,,,,,,,0,0 00 000 0 00 00000 0000 0 0000 000 000 0000 00 0 0000 000 00 0000 0 00 00 00 0 0000,qal,impf,,,,,,,,,,,
309394,<LH[,MT,Zechariah,14,19,J<LW,Z>T THJH XV>T MYRJM W XV>T KL H GWJM >CR L> J<LW L XG >T XG H SKWT,>CR L> J<LW,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
309442,BW>[,MT,Zechariah,14,21,B>W,W HJH KL SJR B JRWCLM W B JHWDH QDC L JHWH YB>WT W B>W KL H ZBXJM W LQXW MHM W BCLW BHM W L> JHJH KN<NJ <WD B BJT JHWH YB>WT B JWM H HW>,W B>W KL H ZBXJM,KL H ZBXJM,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
305406,BW>[,MT,Zechariah,2,4,B>JM,W >MR MH >LH B>JM L <FWT W J>MR L >MR >LH H QRNWT >CR ZRW >T JHWDH K PJ >JC L> NF> R>CW W JB>W >LH L HXRJD >TM L JDWT >T QRNWT H GWJM H NF>JM QRN >L >RY JHWDH L ZRWTH,MH >LH B>JM,>LH,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
305427,BW>[,MT,Zechariah,2,4,JB>W,W >MR MH >LH B>JM L <FWT W J>MR L >MR >LH H QRNWT >CR ZRW >T JHWDH K PJ >JC L> NF> R>CW W JB>W >LH L HXRJD >TM L JDWT >T QRNWT H GWJM H NF>JM QRN >L >RY JHWDH L ZRWTH,W JB>W >LH,>LH,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
305463,HLK[,MT,Zechariah,2,6,HLK,W >MR >NH >TH HLK W J>MR >LJ L MD >T JRWCLM L R>WT K MH RXBH W K MH >RKH,>NH >TH HLK,>TH,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
305487,JY>[,MT,Zechariah,2,7,JY>,W HNH H ML>K H DBR BJ JY> W ML>K >XR JY> L QR>TW,H ML>K JY>,H ML>K,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
305491,JY>[,MT,Zechariah,2,7,JY>,W HNH H ML>K H DBR BJ JY> W ML>K >XR JY> L QR>TW,W ML>K >XR JY>,ML>K >XR,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
305497,RWY[,MT,Zechariah,2,8,RY,W J>MR >LW RY DBR >L H N<R H LZ L >MR PRZWT TCB JRWCLM M RB >DM W BHMH B TWKH,RY,,no complement,no complement,,,,,,,,,qal,impv,,,,,,,,,,,
305534,NWS[,MT,Zechariah,2,10,NSW,HWJ HWJ W NSW M >RY YPWN N>M JHWH KJ K >RB< RWXWT H CMJM PRFTJ >TKM N>M JHWH,W NSW M >RY YPWN,,M >RY YPWN,MN >RY/ YPWN/,0,prep,,,det,subs subs,,,qal,impv,M,,,,,,,,,,
305602,BW>[,MT,Zechariah,2,14,B>,RNJ W FMXJ BT YJWN KJ HNNJ B> W CKNTJ B TWKK N>M JHWH,KJ HNNJ B>,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
305732,SWR[,MT,Zechariah,3,4,HSJRW,W J<N W J>MR >L H <MDJM L PNJW L >MR HSJRW H BGDJM H Y>JM M <LJW W J>MR >LJW R>H H<BRTJ M <LJK <WNK W HLBC >TK MXLYWT,HSJRW H BGDJM H Y>JM M <LJW,,M <LJW,MN <L,0,prep + prep,,,det,,,,hif,impv,M,<LJW,,,,,,,,,
305743,<BR[,MT,Zechariah,3,4,H<BRTJ,W J<N W J>MR >L H <MDJM L PNJW L >MR HSJRW H BGDJM H Y>JM M <LJW W J>MR >LJW R>H H<BRTJ M <LJK <WNK W HLBC >TK MXLYWT,H<BRTJ M <LJK <WNK,,M <LJK,MN <L,0,prep + prep,,,det,,,,hif,perf,M,<LJK,,,,,,,,,
