verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,cmpl_complex,motion_type,comments
385623,CWB[,MT,Nehemiah,5,11,HCJBW,HCJBW N> LHM K H JWM FDTJHM KRMJHM ZJTJHM W BTJHM W M>T H KSP W H DGN H TJRWC W H JYHR >CR >TM NCJM BHM,HCJBW N> LHM K H JWM FDTJHM KRMJHM ZJTJHM W BTJHM W M>T H KSP W H DGN H TJRWC W H JYHR,,LHM,L,0,prep,,,det,,,,hif,impv,LHM,,,,,,,,,,
385652,CWB[,MT,Nehemiah,5,12,NCJB,W J>MRW NCJB W MHM L> NBQC KN N<FH K >CR >TH >WMR W >QR> >T H KHNJM W >CBJ<M L <FWT K DBR H ZH,NCJB,,no complement,no complement,,,,,,,,,hif,impf,,,,,,,,,,,
385835,BW>[,MT,Nehemiah,5,17,B>JM,W H JHWDJM W H SGNJM M>H W XMCJM >JC W H B>JM >LJNW MN H GWJM >CR SBJBTJNW <L CLXNJ,W H B>JM >LJNW MN H GWJM,,>LJNW,>L,0,prep,,,det,,,,qal,ptca,>LJNW,,,,,,,,,,
385947,HLK[,MT,Nehemiah,6,2,LKH,W JCLX SNBLV W GCM >LJ L >MR LKH W NW<DH JXDW B KPJRJM B BQ<T >WNW W HMH XCBJM L <FWT LJ R<H,LKH,,no complement,no complement,,,,,,,,,qal,impv,,,,,,,,,,,
385978,JRD[,MT,Nehemiah,6,3,RDT,W >CLXH <LJHM ML>KJM L >MR ML>KH GDWLH >NJ <FH W L> >WKL L RDT LMH TCBT H ML>KH K >CR >RPH W JRDTJ >LJKM,L RDT,,no complement,no complement,,,,,,,,,qal,infc,,,,,,,,,,,
385987,JRD[,MT,Nehemiah,6,3,JRDTJ,W >CLXH <LJHM ML>KJM L >MR ML>KH GDWLH >NJ <FH W L> >WKL L RDT LMH TCBT H ML>KH K >CR >RPH W JRDTJ >LJKM,W JRDTJ >LJKM,,>LJKM,>L,0,prep,,,det,,,,qal,perf,>LJKM,,,,,,,,,,
386000,CWB[,MT,Nehemiah,6,4,>CJB,W JCLXW >LJ K DBR H ZH >RB< P<MJM W >CJB >WTM K DBR H ZH,W >CJB >WTM K DBR H ZH,,K DBR H ZH,K H DBR/ H ZH,0,prep,,,det,subs,,,hif,wayq,K,,,,,,,,,,
386049,HWH[,MT,Nehemiah,6,6,HWH,KTWB BH B GWJM NCM< W GCMW >MR >TH W H JHWDJM XCBJM L MRWD <L KN >TH BWNH H XWMH W >TH HWH LHM L MLK K DBRJM H >LH,W >TH HWH LHM L MLK K DBRJM H >LH,>TH,LHM,L,0,prep,,,det,,,,qal,ptca,LHM,,,,,,,,,,
386085,HLK[,MT,Nehemiah,6,7,LKH,W GM NBJ>JM H<MDT L QR> <LJK B JRWCLM L >MR MLK B JHWDH W <TH JCM< L MLK K DBRJM H >LH W <TH LKH W NW<YH JXDW,LKH,,no complement,no complement,,,,,,,,,qal,impv,,,,,,,,,,,
386130,BW>[,MT,Nehemiah,6,10,B>TJ,W >NJ B>TJ BJT CM<JH BN DLJH BN MHJVB>L W HW> <YWR W J>MR NW<D >L BJT H >LHJM >L TWK H HJKL W NSGRH DLTWT H HJKL KJ B>JM L HRGK W LJLH B>JM L HRGK,W >NJ B>TJ BJT CM<JH BN DLJH BN MHJVB>L,>NJ,BJT CM<JH BN DLJH BN MHJVB>L,BJT/ CM<JH/ BN/ DLJH/ BN/ MHJVB>L/,0,vc,pers pers pers,anim anim anim,det,subs nmpr subs nmpr subs nmpr,,,qal,perf,,,,,,,,,,,
386157,BW>[,MT,Nehemiah,6,10,B>JM,W >NJ B>TJ BJT CM<JH BN DLJH BN MHJVB>L W HW> <YWR W J>MR NW<D >L BJT H >LHJM >L TWK H HJKL W NSGRH DLTWT H HJKL KJ B>JM L HRGK W LJLH B>JM L HRGK,KJ B>JM,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
386162,BW>[,MT,Nehemiah,6,10,B>JM,W >NJ B>TJ BJT CM<JH BN DLJH BN MHJVB>L W HW> <YWR W J>MR NW<D >L BJT H >LHJM >L TWK H HJKL W NSGRH DLTWT H HJKL KJ B>JM L HRGK W LJLH B>JM L HRGK,W LJLH B>JM,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
386170,BRX[,MT,Nehemiah,6,11,JBRX,W >MRH H >JC KMWNJ JBRX W MJ KMWNJ >CR JBW> >L H HJKL W XJ L> >BW>,H >JC KMWNJ JBRX,>JC KMWNJ,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
386175,BW>[,MT,Nehemiah,6,11,JBW>,W >MRH H >JC KMWNJ JBRX W MJ KMWNJ >CR JBW> >L H HJKL W XJ L> >BW>,>CR JBW> >L H HJKL,,>L H HJKL,>L H HJKL/,0,prep,,,det,subs,,,qal,impf,>L,,,,,,,,,,
386182,BW>[,MT,Nehemiah,6,11,>BW>,W >MRH H >JC KMWNJ JBRX W MJ KMWNJ >CR JBW> >L H HJKL W XJ L> >BW>,L> >BW>,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
386273,NPL[,MT,Nehemiah,6,16,JPLW,W JHJ K >CR CM<W KL >WJBJNW W JR>W KL H GWJM >CR SBJBTJNW W JPLW M>D B <JNJHM W JD<W KJ M >T >LHJNW N<FTH H ML>KH H Z>T,W JPLW M>D B <JNJHM,,B <JNJHM,B <JN/,0,prep,,,det,subs,,,qal,wayq,B,,,,,,,,,,
386298,HLK[,MT,Nehemiah,6,17,HWLKWT,GM B JMJM H HM MRBJM XRJ JHWDH >GRTJHM HWLKWT <L VWBJH W >CR L VWBJH B>WT >LJHM,HWLKWT <L VWBJH,,<L VWBJH,<L VWBJH/,0,prep,pers,anim,det,nmpr,,,qal,ptca,<L,,,,,,,,,,
386305,BW>[,MT,Nehemiah,6,17,B>WT,GM B JMJM H HM MRBJM XRJ JHWDH >GRTJHM HWLKWT <L VWBJH W >CR L VWBJH B>WT >LJHM,W B>WT >LJHM,,>LJHM,>L,0,prep,,,det,,,,qal,ptca,>LJHM,,,,,,,,,,
386339,JY>[,MT,Nehemiah,6,19,MWYJ>JM,GM VWBTJW HJW >MRJM L PNJ W DBRJ HJW MWYJ>JM LW >GRWT CLX VWBJH L JR>NJ,W DBRJ HJW MWYJ>JM LW,,LW,L,0,prep,,,det,,,,hif,ptca,LW,,,,,,,,,,
386467,<LH[,MT,Nehemiah,7,5,<WLJM,W JTN >LHJ >L LBJ W >QBYH >T H XRJM W >T H SGNJM W >T H <M L HTJXF W >MY> SPR H JXF H <WLJM B R>CWNH W >MY> KTWB BW,H <WLJM B R>CWNH,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
386480,<LH[,MT,Nehemiah,7,6,<LJM,>LH BNJ H MDJNH H <LJM M CBJ H GWLH >CR HGLH NBWKDNYR MLK BBL W JCWBW L JRWCLM W L JHWDH >JC L <JRW,H <LJM M CBJ H GWLH,,M CBJ H GWLH,MN CBJ/ H GWLH/,0,prep,,,det,subs subs,,,qal,ptca,M,,,,,,,,,,
386486,GLH[,MT,Nehemiah,7,6,HGLH,>LH BNJ H MDJNH H <LJM M CBJ H GWLH >CR HGLH NBWKDNYR MLK BBL W JCWBW L JRWCLM W L JHWDH >JC L <JRW,>CR HGLH NBWKDNYR MLK BBL,NBWKDNYR MLK BBL,no complement,no complement,,,,,,,,,hif,perf,,,,,,,,,,,
386491,CWB[,MT,Nehemiah,7,6,JCWBW,>LH BNJ H MDJNH H <LJM M CBJ H GWLH >CR HGLH NBWKDNYR MLK BBL W JCWBW L JRWCLM W L JHWDH >JC L <JRW,W JCWBW L JRWCLM W L JHWDH,,L JRWCLM W L JHWDH,L JRWCLM/ W L JHWDH/,0,prep + prep,"topo pers,gens,topo",inanim,det,nmpr nmpr,,,qal,wayq,L,L,,,,,,,,,
386501,BW>[,MT,Nehemiah,7,7,B>JM,H B>JM <M ZRBBL JCW< NXMJH <ZRJH R<MJH NXMNJ MRDKJ BLCN MSPRT BGWJ NXWM B<NH MSPR >NCJ <M JFR>L,H B>JM <M ZRBBL JCW< NXMJH <ZRJH R<MJH NXMNJ MRDKJ BLCN MSPRT BGWJ NXWM B<NH,,<M ZRBBL JCW< NXMJH <ZRJH R<MJH NXMNJ MRDKJ BLCN MSPRT BGWJ NXWM B<NH,<M ZRBBL/ JCW</ NXMJH/ <ZRJH/ R<MJH/ NXMNJ/ MRDKJ/ BLCN/ MSPRT/ BGWJ/ NXWM=/ B<NH/,0,prep,pers pers pers pers pers pers pers pers pers pers pers pers,anim anim anim anim anim anim anim anim anim anim anim anim,det,nmpr nmpr nmpr nmpr nmpr nmpr nmpr nmpr nmpr nmpr nmpr nmpr,,,qal,ptca,<M,,,,,,,,,,
386921,<LH[,MT,Nehemiah,7,61,<WLJM,W >LH H <WLJM M TL_MLX TL_XRC> KRWB >DWN W >MR W L> JKLW L HGJD BJT >BWTM W ZR<M >M M JFR>L HM,H <WLJM M TL_MLX TL_XRC> KRWB >DWN W >MR,,M TL_MLX TL_XRC> KRWB >DWN W >MR,MN TL_MLX/ TL_XRC>/ KRWB=/ >DWN=/ W >MR===/,0,prep,topo topo topo topo pers,inanim inanim inanim inanim anim,det,nmpr nmpr nmpr nmpr nmpr,,,qal,ptca,M,,,,,,,,,,
387186,BW>[,MT,Nehemiah,8,1,HBJ>,W J>SPW KL H <M K >JC >XD >L H RXWB >CR L PNJ C<R H MJM W J>MRW L <ZR> H SPR L HBJ> >T SPR TWRT MCH >CR YWH JHWH >T JFR>L,L HBJ> >T SPR TWRT MCH,,no complement,no complement,,,,,,,,,hif,infc,,,,,,,,,,,
387197,BW>[,MT,Nehemiah,8,2,JBJ>,W JBJ> <ZR> H KHN >T H TWRH L PNJ H QHL M >JC W <D >CH W KL MBJN L CM< B JWM >XD L XDC H CBJ<J,W JBJ> <ZR> H KHN >T H TWRH L PNJ H QHL M >JC W <D >CH W KL B JWM >XD L XDC H CBJ<J,<ZR> H KHN,L PNJ H QHL M >JC W <D >CH W KL,L PNH/ H QHL/ MN >JC/ W <D >CH/ W KL/,0,prep + prep + prep,,,det,subs subs subs subs subs,,,hif,wayq,L,M,<D,,,,,,,,
387457,HLK[,MT,Nehemiah,8,10,LKW,W J>MR LHM LKW >KLW MCMNJM W CTW MMTQJM W CLXW MNWT L >JN NKWN LW KJ QDWC H JWM L >DNJNW W >L T<YBW KJ XDWT JHWH HJ> M<ZKM,LKW,,no complement,no complement,,,,,,,,,qal,impv,,,,,,,,,,,
387503,HLK[,MT,Nehemiah,8,12,JLKW,W JLKW KL H <M L >KL W L CTWT W L CLX MNWT W L <FWT FMXH GDWLH KJ HBJNW B DBRJM >CR HWDJ<W LHM,W JLKW KL H <M,KL H <M,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
387590,<BR[,MT,Nehemiah,8,15,J<BJRW,W >CR JCMJ<W W J<BJRW QWL B KL <RJHM W B JRWCLM L >MR Y>W H HR W HBJ>W <LJ ZJT W <LJ <Y CMN W <LJ HDS W <LJ TMRJM W <LJ <Y <BT L <FT SKT K KTWB,W J<BJRW QWL B KL <RJHM W B JRWCLM,,B KL <RJHM W B JRWCLM,B KL/ <JR/ W B JRWCLM/,0,prep + prep,topo,inanim,det,subs subs nmpr,,,hif,impf,B,B,,,,,,,,,
387600,JY>[,MT,Nehemiah,8,15,Y>W,W >CR JCMJ<W W J<BJRW QWL B KL <RJHM W B JRWCLM L >MR Y>W H HR W HBJ>W <LJ ZJT W <LJ <Y CMN W <LJ HDS W <LJ TMRJM W <LJ <Y <BT L <FT SKT K KTWB,Y>W H HR,,H HR,H HR/,0,vc,,,det,subs,,,qal,impv,,,,,,,,,,,
387604,BW>[,MT,Nehemiah,8,15,HBJ>W,W >CR JCMJ<W W J<BJRW QWL B KL <RJHM W B JRWCLM L >MR Y>W H HR W HBJ>W <LJ ZJT W <LJ <Y CMN W <LJ HDS W <LJ TMRJM W <LJ <Y <BT L <FT SKT K KTWB,W HBJ>W <LJ ZJT W <LJ <Y CMN W <LJ HDS W <LJ TMRJM W <LJ <Y <BT,,no complement,no complement,,,,,,,,,hif,impv,,,,,,,,,,,
387628,JY>[,MT,Nehemiah,8,16,JY>W,W JY>W H <M W JBJ>W W J<FW LHM SKWT >JC <L GGW W B XYRTJHM W B XYRWT BJT H >LHJM W B RXWB C<R H MJM W B RXWB C<R >PRJM,W JY>W H <M,H <M,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
387632,BW>[,MT,Nehemiah,8,16,JBJ>W,W JY>W H <M W JBJ>W W J<FW LHM SKWT >JC <L GGW W B XYRTJHM W B XYRWT BJT H >LHJM W B RXWB C<R H MJM W B RXWB C<R >PRJM,W JBJ>W,,no complement,no complement,,,,,,,,,hif,wayq,,,,,,,,,,,
387666,CWB[,MT,Nehemiah,8,17,CBJM,W J<FW KL H QHL H CBJM MN H CBJ SKWT W JCBW B SKWT KJ L> <FW M JMJ JCW< BN NWN KN BNJ JFR>L <D H JWM H HW> W THJ FMXH GDWLH M>D,H CBJM MN H CBJ,,MN H CBJ,MN H CBJ/,0,prep,,,det,subs,,,qal,ptca,MN,,,,,,,,,,
387900,JY>[,MT,Nehemiah,9,7,HWY>TW,>TH HW> JHWH H >LHJM >CR BXRT B >BRM W HWY>TW M >WR KFDJM W FMT CMW >BRHM,W HWY>TW M >WR KFDJM,,M >WR KFDJM,MN >WR===/ KFDJM/,0,prep,topo topo,inanim inanim,det,nmpr nmpr,,,hif,perf,M,,,,,,,,,,
388001,<BR[,MT,Nehemiah,9,11,J<BRW,W H JM BQ<T L PNJHM W J<BRW B TWK H JM B JBCH W >T RDPJHM HCLKT B MYWLT KMW >BN B MJM <ZJM,W J<BRW B TWK H JM B JBCH,,B TWK H JM B JBCH,B TWK/ H JM/ B H JBCH/,0,prep + prep,,,det,subs subs subs,,,qal,wayq,B,B,,,,,,,,,
388038,HLK[,MT,Nehemiah,9,12,JLKW,W B <MWD <NN HNXJTM JWMM W B <MWD >C LJLH L H>JR LHM >T H DRK >CR JLKW BH,>CR JLKW BH,,BH,B,0,prep,,,det,,,,qal,impf,BH,,,,,,,,,,
388044,JRD[,MT,Nehemiah,9,13,JRDT,W <L HR SJNJ JRDT W DBR <MHM M CMJM W TTN LHM MCPVJM JCRJM W TWRWT >MT XQJM W MYWT VWBJM,W <L HR SJNJ JRDT,,<L HR SJNJ,<L HR/ SJNJ=/,0,prep,topo,inanim,det,subs nmpr,,,qal,perf,<L,,,,,,,,,,
388092,JY>[,MT,Nehemiah,9,15,HWY>T,W LXM M CMJM NTTH LHM L R<BM W MJM M SL< HWY>T LHM L YM>M W T>MR LHM L BW> L RCT >T H >RY >CR NF>T >T JDK L TT LHM,W MJM M SL< HWY>T LHM L YM>M,,M SL<,MN SL</,0,prep,,,det,subs,,,hif,perf,M,,,,,,,,,,
388092,JY>[,MT,Nehemiah,9,15,HWY>T,W LXM M CMJM NTTH LHM L R<BM W MJM M SL< HWY>T LHM L YM>M W T>MR LHM L BW> L RCT >T H >RY >CR NF>T >T JDK L TT LHM,W MJM M SL< HWY>T LHM L YM>M,,LHM,L,0,prep,,,det,,,,hif,perf,LHM,,,,,,,,,,
388100,BW>[,MT,Nehemiah,9,15,BW>,W LXM M CMJM NTTH LHM L R<BM W MJM M SL< HWY>T LHM L YM>M W T>MR LHM L BW> L RCT >T H >RY >CR NF>T >T JDK L TT LHM,L BW>,,no complement,no complement,,,,,,,,,qal,infc,,,,,,,,,,,
388146,CWB[,MT,Nehemiah,9,17,CWB,W JM>NW L CM< W L> ZKRW NPL>TJK >CR <FJT <MHM W JQCW >T <RPM W JTNW R>C L CWB L <BDTM B MRJM W >TH >LWH SLJXWT XNWN W RXWM >RK >PJM W RB WXSD W L> <ZBTM,L CWB L <BDTM B MRJM,,L <BDTM,L <BDT/,0,prep,,,det,subs,,,qal,infc,L,,,,,,,,,,
388177,<LH[,MT,Nehemiah,9,18,H<LK,>P KJ <FW LHM <GL MSKH W J>MRW ZH >LHJK >CR H<LK M MYRJM W J<FW N>YWT GDLWT,>CR H<LK M MYRJM,,M MYRJM,MN MYRJM/,0,prep,topo,inanim,det,nmpr,,,hif,perf,M,,,,,,,,,,
388200,SWR[,MT,Nehemiah,9,19,SR,W >TH B RXMJK H RBJM L> <ZBTM B MDBR >T <MWD H <NN L> SR M <LJHM B JWMM L HNXTM B H DRK W >T <MWD H >C B LJLH L H>JR LHM W >T H DRK >CR JLKW BH,>T <MWD H <NN L> SR M <LJHM B JWMM,>T <MWD H <NN,M <LJHM,MN <L,0,prep + prep,,,det,,,,qal,perf,M,<LJHM,,,,,,,,,
388225,HLK[,MT,Nehemiah,9,19,JLKW,W >TH B RXMJK H RBJM L> <ZBTM B MDBR >T <MWD H <NN L> SR M <LJHM B JWMM L HNXTM B H DRK W >T <MWD H >C B LJLH L H>JR LHM W >T H DRK >CR JLKW BH,>CR JLKW BH,,BH,B,0,prep,,,det,,,,qal,impf,BH,,,,,,,,,,
388297,BW>[,MT,Nehemiah,9,23,TBJ>M,W BNJHM HRBJT K KKBJ H CMJM W TBJ>M >L H >RY >CR >MRT L >BTJHM L BW> L RCT,W TBJ>M >L H >RY,,>L H >RY,>L H >RY/,0,prep,,,det,subs,,,hif,wayq,>L,,,,,,,,,,
388306,BW>[,MT,Nehemiah,9,23,BW>,W BNJHM HRBJT K KKBJ H CMJM W TBJ>M >L H >RY >CR >MRT L >BTJHM L BW> L RCT,L BW>,,no complement,no complement,,,,,,,,,qal,infc,,,,,,,,,,,
388310,BW>[,MT,Nehemiah,9,24,JB>W,W JB>W H BNJM W JJRCW >T H >RY W TKN< L PNJHM >T JCBJ H >RY H KN<NJM W TTNM B JDM W >T MLKJHM W >T <MMJ H >RY L <FWT BHM K RYWNM,W JB>W H BNJM,H BNJM,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
388399,CWB[,MT,Nehemiah,9,26,HCJBM,W JMRW W JMRDW BK W JCLKW >T TWRTK >XRJ GWM W >T NBJ>JK HRGW >CR H<JDW BM L HCJBM >LJK W J<FW N>YWT GDWLT,L HCJBM >LJK,,>LJK,>L,0,prep,,,det,,,,hif,infc,>LJK,,,,,,,,,,
388439,NWX[,MT,Nehemiah,9,28,NWX,W K NWX LHM JCWBW L <FWT R< L PNJK W T<ZBM B JD >JBJHM W JRDW BHM W JCWBW W JZ<QWK W >TH M CMJM TCM< W TYJLM K RXMJK RBWT <TJM,K NWX LHM,,no complement,no complement,,,,,,,,,qal,infa,,,,,,,,,,,
388441,CWB[,MT,Nehemiah,9,28,JCWBW,W K NWX LHM JCWBW L <FWT R< L PNJK W T<ZBM B JD >JBJHM W JRDW BHM W JCWBW W JZ<QWK W >TH M CMJM TCM< W TYJLM K RXMJK RBWT <TJM,W JCWBW,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
388456,CWB[,MT,Nehemiah,9,28,JCWBW,W K NWX LHM JCWBW L <FWT R< L PNJK W T<ZBM B JD >JBJHM W JRDW BHM W JCWBW W JZ<QWK W >TH M CMJM TCM< W TYJLM K RXMJK RBWT <TJM,W JCWBW,,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
388474,CWB[,MT,Nehemiah,9,29,HCJBM,W T<D BHM L HCJBM >L TWRTK W HMH HZJDW W L> CM<W L MYWTJK W B MCPVJK XV>W BM >CR J<FH >DM W XJH BHM W JTNW KTP SWRRT W <RPM HQCW W L> CM<W,L HCJBM >L TWRTK,,>L TWRTK,>L TWRH/,0,prep,,,det,subs,,,hif,infc,>L,,,,,,,,,,
388606,BW>[,MT,Nehemiah,9,33,B>,W >TH YDJQ <L KL H B> <LJNW KJ >MT <FJT W >NXNW HRC<NW,H B> <LJNW,,<LJNW,<L,0,prep,,,det,,,,qal,ptca,<LJNW,,,,,,,,,,
388663,CWB[,MT,Nehemiah,9,35,CBW,W HM B MLKWTM W B VWBK H RB >CR NTT LHM W B >RY H RXBH W H CMNH >CR NTT L PNJHM L> <BDWK W L> CBW M M<LLJHM H R<JM,W L> CBW M M<LLJHM H R<JM,,M M<LLJHM H R<JM,MN M<LL/ H R</,0,prep,,,det,subs,,,qal,perf,M,,,,,,,,,,
