verb_id,book,chapter,verse_num,clause,cl_type,prec_cl,pr_cl_type,next_cl,n_cl_type
225520,Isaiah,39,6,הִנֵּה֮ יָמִ֣ים בָּאִים֒ ,Ptcp,,,וְנִשָּׂ֣א׀ כָּל־בָּבֶ֑ל ,WQtX
225546,Isaiah,39,7,אֲשֶׁ֨ר יֵצְא֧וּ מִמְּךָ֛ ,xYq0,וּמִבָּנֶ֜יךָ יִקָּ֑חוּ ,WxY0,אֲשֶׁ֥ר תֹּולִ֖יד ,xYq0
225550,Isaiah,39,7,וּמִבָּנֶ֜יךָ יִקָּ֑חוּ ,WxY0,,,אֲשֶׁ֨ר יֵצְא֧וּ מִמְּךָ֛ ,xYq0
225596,Isaiah,40,2,כִּ֤י לָקְחָה֙ מִיַּ֣ד יְהוָ֔ה כִּפְלַ֖יִם בְּכָל־חַטֹּאתֶֽיהָ׃ ס ,xQt0,כִּ֥י נִרְצָ֖ה עֲוֹנָ֑הּ ,xQtX,,
225640,Isaiah,40,5,וְנִגְלָ֖ה כְּבֹ֣וד יְהוָ֑ה ,WQtX,,,וְרָא֤וּ כָל־בָּשָׂר֙ יַחְדָּ֔ו ,WQtX
225696,Isaiah,40,9,עַ֣ל הַר־גָּבֹ֤הַ עֲלִי־לָךְ֙ ,xIm0,,,מְבַשֶּׂ֣רֶת צִיֹּ֔ון ,Voct
225721,Isaiah,40,10,הִנֵּ֨ה אֲדֹנָ֤י יְהוִה֙ בְּחָזָ֣ק יָבֹ֔וא ,XYqt,,,וּזְרֹעֹ֖ו מֹ֣שְׁלָה לֹ֑ו ,Ptcp
225739,Isaiah,40,11,בִּזְרֹעֹו֙ יְקַבֵּ֣ץ טְלָאִ֔ים ,xYq0,כְּרֹעֶה֙ עֶדְרֹ֣ו יִרְעֶ֔ה ,xYq0,וּבְחֵיקֹ֖ו יִשָּׂ֑א ,WxY0
225975,Isaiah,40,26,הַמֹּוצִ֥יא בְמִסְפָּ֖ר צְבָאָ֑ם ,Ptcp,מִי־בָרָ֣א אֵ֔לֶּה ,XQtl,לְכֻלָּם֙ בְּשֵׁ֣ם יִקְרָ֔א ,xYq0
226007,Isaiah,40,27,וּמֵאֱלֹהַ֖י מִשְׁפָּטִ֥י יַעֲבֹֽור׃ ,WXYq,נִסְתְּרָ֤ה דַרְכִּי֙ מֵֽיְהוָ֔ה ,ZQtX,,
226055,Isaiah,40,31,יַעֲל֥וּ אֵ֖בֶר כַּנְּשָׁרִ֑ים ,ZYq0,וְקֹויֵ֤ יְהוָה֙ יַחֲלִ֣יפוּ כֹ֔חַ ,WXYq,יָר֨וּצוּ֙ ,ZYq0
226064,Isaiah,40,31,יֵלְכ֖וּ ,ZYq0,וְלֹ֣א יִיגָ֔עוּ ,WxY0,וְלֹ֥א יִיעָֽפוּ׃ פ ,WxY0
226075,Isaiah,41,1,יִגְּשׁוּ֙ ,ZYq0,וּלְאֻמִּ֖ים יַחֲלִ֣יפוּ כֹ֑חַ ,WXYq,אָ֣ז יְדַבֵּ֔רוּ ,xYq0
226082,Isaiah,41,1,יַחְדָּ֖ו לַמִּשְׁפָּ֥ט נִקְרָֽבָה׃ ,xYq0,אָ֣ז יְדַבֵּ֔רוּ ,xYq0,,
226108,Isaiah,41,3,יַעֲבֹ֣ור שָׁלֹ֑ום אֹ֥רַח ,ZYq0,יִרְדְּפֵ֖ם ,ZYq0,בְּרַגְלָ֖יו לֹ֥א יָבֹֽוא׃ ,xYq0
226114,Isaiah,41,3,בְּרַגְלָ֖יו לֹ֥א יָבֹֽוא׃ ,xYq0,יַעֲבֹ֣ור שָׁלֹ֑ום אֹ֥רַח ,ZYq0,,
226140,Isaiah,41,5,קָרְב֖וּ ,ZQt0,קְצֹ֥ות הָאָ֖רֶץ יֶחֱרָ֑דוּ ,XYqt,וַיֶּאֱתָיֽוּן׃ ,Way0
226391,Isaiah,41,21,קָרְב֥וּ רִֽיבְכֶ֖ם ,ZIm0,,,יֹאמַ֣ר יְהוָ֑ה ,ZYqX
226395,Isaiah,41,21,הַגִּ֨ישׁוּ֙ עֲצֻמֹ֣ותֵיכֶ֔ם ,ZIm0,יֹאמַ֣ר יְהוָ֑ה ,ZYqX,יֹאמַ֖ר מֶ֥לֶךְ יַעֲקֹֽב׃ ,ZYqX
226400,Isaiah,41,22,יַגִּ֨ישׁוּ֙ ,ZYq0,,,וְיַגִּ֣ידוּ לָ֔נוּ ,WYq0
226420,Isaiah,41,22,אֹ֥ו הַבָּאֹ֖ות הַשְׁמִיעֻֽנוּ׃ ,xIm0,וְנֵדְעָ֣ה אַחֲרִיתָ֔ן ,WYq0,,
226464,Isaiah,41,25,וְיָבֹ֤א סְגָנִים֙ כְּמֹו־חֹ֔מֶר ,WYq0,מִמִּזְרַח־שֶׁ֖מֶשׁ יִקְרָ֣א בִשְׁמִ֑י ,xYq0,וּכְמֹ֥ו יֹוצֵ֖ר ,NmCl
226520,Isaiah,41,28,וְיָשִׁ֥יבוּ דָבָֽר׃ ,WYq0,וְאֶשְׁאָלֵ֖ם ,WYq0,,
226545,Isaiah,42,1,מִשְׁפָּ֖ט לַגֹּויִ֥ם יֹוצִֽיא׃ ,xYq0,נָתַ֤תִּי רוּחִי֙ עָלָ֔יו ,ZQt0,,
226569,Isaiah,42,3,לֶאֱמֶ֖ת יֹוצִ֥יא מִשְׁפָּֽט׃ ,xYq0,לֹ֣א יְכַבֶּ֑נָּה ,xYq0,,
226612,Isaiah,42,5,לַהֹלְכִ֥ים בָּֽהּ׃ ,Ptcp,וְר֖וּחַ ,Ellp,,
226638,Isaiah,42,7,לְהֹוצִ֤יא מִמַּסְגֵּר֙ אַסִּ֔יר ,InfC,לִפְקֹ֖חַ עֵינַ֣יִם עִוְרֹ֑ות ,InfC,מִבֵּ֥ית כֶּ֖לֶא יֹ֥שְׁבֵי חֹֽשֶׁךְ׃ ,Ellp
226665,Isaiah,42,9,הִנֵּה־בָ֑אוּ ,xQt0,הָרִֽאשֹׁנֹ֖ות ,CPen,וַֽחֲדָשֹׁות֙ אֲנִ֣י מַגִּ֔יד ,Ptcp
226685,Isaiah,42,10,יֹורְדֵ֤י הַיָּם֙ וּמְלֹאֹ֔ו ,Voct,תְּהִלָּתֹ֖ו מִקְצֵ֣ה הָאָ֑רֶץ ,Ellp,אִיִּ֖ים וְיֹשְׁבֵיהֶֽם׃ ,Voct
226721,Isaiah,42,13,יְהוָה֙ כַּגִּבֹּ֣ור יֵצֵ֔א ,XYqt,,,כְּאִ֥ישׁ מִלְחָמֹ֖ות יָעִ֣יר קִנְאָ֑ה ,xYq0
226764,Isaiah,42,16,וְהֹולַכְתִּ֣י עִוְרִ֗ים בְּדֶ֨רֶךְ֙ ,WQt0,,,לֹ֣א יָדָ֔עוּ ,xQt0
226826,Isaiah,42,19,אֶשְׁלָ֑ח ,ZYq0,וְחֵרֵ֖שׁ כְּמַלְאָכִ֣י ,AjCl,מִ֤י עִוֵּר֙ כִּמְשֻׁלָּ֔ם ,AjCl
226880,Isaiah,42,22,הָשַֽׁב׃ ,ZIm0,וְאֵין־אֹמֵ֥ר ,Ptcp,,
226910,Isaiah,42,24,בִדְרָכָיו֙ הָלֹ֔וךְ ,InfA,וְלֹֽא־אָב֤וּ ,WxQ0,וְלֹ֥א שָׁמְע֖וּ בְּתֹורָתֹֽו׃ ,WxQ0
226959,Isaiah,43,2,כִּֽי־תַעֲבֹ֤ר בַּמַּ֨יִם֙ ,xYq0,,,אִתְּךָ־אָ֔נִי ,NmCl
226972,Isaiah,43,2,כִּֽי־תֵלֵ֤ךְ בְּמֹו־אֵשׁ֙ ,xYq0,לֹ֣א יִשְׁטְפ֑וּךָ ,xYq0,לֹ֣א תִכָּוֶ֔ה ,xYq0
227020,Isaiah,43,5,מִמִּזְרָח֙ אָבִ֣יא זַרְעֶ֔ךָ ,xYq0,כִּ֣י אִתְּךָ־אָ֑נִי ,NmCl,וּמִֽמַּעֲרָ֖ב אֲקַבְּצֶֽךָּ׃ ,WxY0
227025,Isaiah,43,5,וּמִֽמַּעֲרָ֖ב אֲקַבְּצֶֽךָּ׃ ,WxY0,מִמִּזְרָח֙ אָבִ֣יא זַרְעֶ֔ךָ ,xYq0,,
227036,Isaiah,43,6,הָבִ֤יאִי בָנַי֙ מֵרָחֹ֔וק ,ZIm0,אַל־תִּכְלָ֑אִי ,xYq0,וּבְנֹותַ֖י מִקְצֵ֥ה הָאָֽרֶץ׃ ,Ellp
227058,Isaiah,43,8,הֹוצִ֥יא עַם־עִוֵּ֖ר ,InfC,,,וְעֵינַ֣יִם יֵ֑שׁ ,NmCl
227072,Isaiah,43,9,כָּֽל־הַגֹּויִ֞ם נִקְבְּצ֣וּ יַחְדָּ֗ו ,XQtl,,,וְיֵאָֽסְפוּ֙ לְאֻמִּ֔ים ,WYqX
227075,Isaiah,43,9,וְיֵאָֽסְפוּ֙ לְאֻמִּ֔ים ,WYqX,כָּֽל־הַגֹּויִ֞ם נִקְבְּצ֣וּ יַחְדָּ֗ו ,XQtl,מִ֤י בָהֶם֙ יַגִּ֣יד זֹ֔את ,XYqt
227159,Isaiah,43,13,וּמִ֥י יְשִׁיבֶֽנָּה׃ ס ,WXYq,אֶפְעַ֖ל ,ZYq0,,
227167,Isaiah,43,14,לְמַעַנְכֶ֞ם שִׁלַּ֣חְתִּי בָבֶ֗לָה ,xQt0,כֹּֽה־אָמַ֧ר יְהוָ֛ה גֹּאַלְכֶ֖ם קְדֹ֣ושׁ יִשְׂרָאֵ֑ל ,xQtX,וְהֹורַדְתִּ֤י בָֽרִיחִים֙ כֻּלָּ֔ם ,WQt0
227170,Isaiah,43,14,וְהֹורַדְתִּ֤י בָֽרִיחִים֙ כֻּלָּ֔ם ,WQt0,לְמַעַנְכֶ֞ם שִׁלַּ֣חְתִּי בָבֶ֗לָה ,xQt0,וְכַשְׂדִּ֖ים בָּאֳנִיֹּ֥ות רִנָּתָֽם׃ ,Ellp
227199,Isaiah,43,17,הַמֹּוצִ֥יא רֶֽכֶב־וָס֖וּס חַ֣יִל וְעִזּ֑וּז ,Ptcp,,,יַחְדָּ֤ו יִשְׁכְּבוּ֙ ,xYq0
227276,Isaiah,43,23,לֹֽא־הֵבֵ֤יאתָ לִּי֙ שֵׂ֣ה עֹלֹתֶ֔יךָ ,xQt0,,,וּזְבָחֶ֖יךָ לֹ֣א כִבַּדְתָּ֑נִי ,WxQ0
227462,Isaiah,44,7,וַאֲשֶׁ֥ר תָּבֹ֖אנָה ,WxY0,וְאֹתִיֹּ֛ות יַגִּ֥ידוּ לָֽמֹו׃ ,WxY0,,
227526,Isaiah,44,11,יִֽתְקַבְּצ֤וּ כֻלָּם֙ ,ZYqX,הֵ֖מָּה מֵֽאָדָ֑ם ,NmCl,יַֽעֲמֹ֔דוּ ,ZYq0
227593,Isaiah,44,14,וַיִּקַּ֤ח תִּרְזָה֙ וְאַלֹּ֔ון ,Way0,לִכְרָת־לֹ֣ו אֲרָזִ֔ים ,InfC,וַיְאַמֶּץ־לֹ֖ו בַּעֲצֵי־יָ֑עַר ,Way0
227615,Isaiah,44,15,וַיִּקַּ֤ח מֵהֶם֙ ,Way0,לְבָעֵ֔ר ,InfC,וַיָּ֔חָם ,Way0
227689,Isaiah,44,19,וְלֹא־יָשִׁ֣יב אֶל־לִבֹּ֗ו ,WxY0,,,וְלֹ֨א דַ֥עַת ,NmCl
227766,Isaiah,44,22,שׁוּבָ֥ה אֵלַ֖י ,ZIm0,וְכֶעָנָ֖ן חַטֹּאותֶ֑יךָ ,Ellp,כִּ֥י גְאַלְתִּֽיךָ׃ ,xQt0
227821,Isaiah,44,25,מֵשִׁ֧יב חֲכָמִ֛ים אָחֹ֖ור ,Ptcp,וְקֹסְמִ֖ים יְהֹולֵ֑ל ,WxY0,וְדַעְתָּ֥ם יְשַׂכֵּֽל׃ ,WxY0
227906,Isaiah,45,2,אֲנִי֙ לְפָנֶ֣יךָ אֵלֵ֔ךְ ,XYqt,,,וַהֲדוּרִ֖ים אֲיַשֵּׁ֑ר ,WxY0
228090,Isaiah,45,13,וְגָלוּתִ֣י יְשַׁלֵּ֔חַ ,WxY0,הֽוּא־יִבְנֶ֤ה עִירִי֙ ,XYqt,לֹ֤א בִמְחִיר֙ ,Ellp
228114,Isaiah,45,14,יְגִ֨יעַ מִצְרַ֥יִם וּֽסְחַר־כּוּשׁ֮ וּסְבָאִים֮ אַנְשֵׁ֣י מִדָּה֒ עָלַ֤יִךְ יַעֲבֹ֨רוּ֙ ,XYqt,כֹּ֣ה׀ אָמַ֣ר יְהוָ֗ה ,xQtX,וְלָ֣ךְ יִֽהְי֔וּ ,WxY0
228119,Isaiah,45,14,אַחֲרַ֣יִךְ יֵלֵ֔כוּ ,xYq0,וְלָ֣ךְ יִֽהְי֔וּ ,WxY0,בַּזִּקִּ֖ים יַעֲבֹ֑רוּ ,xYq0
228123,Isaiah,45,14,בַּזִּקִּ֖ים יַעֲבֹ֑רוּ ,xYq0,אַחֲרַ֣יִךְ יֵלֵ֔כוּ ,xYq0,וְאֵלַ֤יִךְ יִֽשְׁתַּחֲוּוּ֙ ,WxY0
228150,Isaiah,45,16,יַחְדָּו֙ הָלְכ֣וּ בַכְּלִמָּ֔ה חָרָשֵׁ֖י צִירִֽים׃ ,xQtX,וְגַֽם־נִכְלְמ֖וּ כֻּלָּ֑ם ,WxQX,,
228220,Isaiah,45,20,הִקָּבְצ֥וּ ,ZIm0,,,וָבֹ֛אוּ ,WIm0
228222,Isaiah,45,20,וָבֹ֛אוּ ,WIm0,הִקָּבְצ֥וּ ,ZIm0,הִֽתְנַגְּשׁ֥וּ יַחְדָּ֖ו ,ZIm0
228223,Isaiah,45,20,הִֽתְנַגְּשׁ֥וּ יַחְדָּ֖ו ,ZIm0,וָבֹ֛אוּ ,WIm0,פְּלִיטֵ֣י הַגֹּויִ֑ם ,Voct
228243,Isaiah,45,21,וְהַגִּ֔ישׁוּ ,WIm0,הַגִּ֣ידוּ ,ZIm0,אַ֥ף יִֽוָּעֲצ֖וּ יַחְדָּ֑ו ,xYq0
228286,Isaiah,45,23,יָצָ֨א מִפִּ֧י צְדָקָ֛ה דָּבָ֖ר ,ZQtX,בִּ֣י נִשְׁבַּ֔עְתִּי ,xQt0,וְלֹ֣א יָשׁ֑וּב ,WxY0
228293,Isaiah,45,23,וְלֹ֣א יָשׁ֑וּב ,WxY0,יָצָ֨א מִפִּ֧י צְדָקָ֛ה דָּבָ֖ר ,ZQtX,כִּי־לִי֙ תִּכְרַ֣ע כָּל־בֶּ֔רֶךְ ,xYqX
228311,Isaiah,45,24,עָדָיו֙ יָבֹ֣וא ,xYq0,לִ֥י אָמַ֖ר ,xQt0,וְיֵבֹ֔שׁוּ כֹּ֖ל ,WYqX
228356,Isaiah,46,2,וְנַפְשָׁ֖ם בַּשְּׁבִ֥י הָלָֽכָה׃ ס ,WXQt,מַלֵּ֣ט מַשָּׂ֑א ,InfC,,
228449,Isaiah,46,8,הָשִׁ֥יבוּ עַל־לֵֽב׃ ,ZIm0,וְהִתְאֹשָׁ֑שׁוּ ,WIm0,פֹושְׁעִ֖ים ,Voct
228496,Isaiah,46,11,אַף־אֲבִיאֶ֔נָּה ,xYq0,אַף־דִּבַּ֨רְתִּי֙ ,xQt0,יָצַ֖רְתִּי ,ZQt0
228508,Isaiah,46,13,קֵרַ֤בְתִּי צִדְקָתִי֙ ,ZQt0,,,לֹ֣א תִרְחָ֔ק ,xYq0
228524,Isaiah,47,1,רְדִ֣י׀ ,ZIm0,,,וּשְׁבִ֣י עַל־עָפָ֗ר ,WIm0
228548,Isaiah,47,2,קְחִ֥י רֵחַ֖יִם ,ZIm0,,,וְטַ֣חֲנִי קָ֑מַח ,WIm0
228553,Isaiah,47,2,גַּלִּ֨י צַמָּתֵ֧ךְ ,ZIm0,וְטַ֣חֲנִי קָ֑מַח ,WIm0,חֶשְׂפִּי־שֹׁ֛בֶל ,ZIm0
228557,Isaiah,47,2,גַּלִּי־שֹׁ֖וק ,ZIm0,חֶשְׂפִּי־שֹׁ֛בֶל ,ZIm0,עִבְרִ֥י נְהָרֹֽות׃ ,ZIm0
228559,Isaiah,47,2,עִבְרִ֥י נְהָרֹֽות׃ ,ZIm0,גַּלִּי־שֹׁ֖וק ,ZIm0,,
228561,Isaiah,47,3,תִּגָּל֙ עֶרְוָתֵ֔ךְ ,ZYqX,,,גַּ֥ם תֵּרָאֶ֖ה חֶרְפָּתֵ֑ךְ ,xYqX
228567,Isaiah,47,3,נָקָ֣ם אֶקָּ֔ח ,xYq0,גַּ֥ם תֵּרָאֶ֖ה חֶרְפָּתֵ֑ךְ ,xYqX,וְלֹ֥א אֶפְגַּ֖ע אָדָֽם׃ ס ,WxY0
228581,Isaiah,47,5,וּבֹ֥אִי בַחֹ֖שֶׁךְ ,WIm0,שְׁבִ֥י דוּמָ֛ם ,ZIm0,בַּת־כַּשְׂדִּ֑ים ,Voct
228652,Isaiah,47,9,וְתָבֹאנָה֩ לָּ֨ךְ שְׁתֵּי־אֵ֥לֶּה רֶ֛גַע בְּיֹ֥ום אֶחָ֖ד שְׁכֹ֣ול וְאַלְמֹ֑ן ,WYqX,,,כְּתֻמָּם֙ בָּ֣אוּ עָלַ֔יִךְ בְּרֹ֣ב כְּשָׁפַ֔יִךְ בְּעָצְמַ֥ת חֲבָרַ֖יִךְ מְאֹֽד׃ ,xQt0
228665,Isaiah,47,9,כְּתֻמָּם֙ בָּ֣אוּ עָלַ֔יִךְ בְּרֹ֣ב כְּשָׁפַ֔יִךְ בְּעָצְמַ֥ת חֲבָרַ֖יִךְ מְאֹֽד׃ ,xQt0,וְתָבֹאנָה֩ לָּ֨ךְ שְׁתֵּי־אֵ֥לֶּה רֶ֛גַע בְּיֹ֥ום אֶחָ֖ד שְׁכֹ֣ול וְאַלְמֹ֑ן ,WYqX,,
228685,Isaiah,47,10,הִ֣יא שֹׁובְבָ֑תֶךְ ,XQtl,חָכְמָתֵ֥ךְ וְדַעְתֵּ֖ךְ ,CPen,וַתֹּאמְרִ֣י בְלִבֵּ֔ךְ ,Way0
228695,Isaiah,47,11,וּבָ֧א עָלַ֣יִךְ רָעָ֗ה ,WQtX,,,לֹ֤א תֵדְעִי֙ ,xYq0
228702,Isaiah,47,11,וְתִפֹּ֤ל עָלַ֨יִךְ֙ הֹוָ֔ה ,WYqX,שַׁחְרָ֔הּ ,InfC,לֹ֥א תוּכְלִ֖י ,xYq0
228709,Isaiah,47,11,וְתָבֹ֨א עָלַ֧יִךְ פִּתְאֹ֛ם שֹׁואָ֖ה ,WYqX,כַּפְּרָ֑הּ ,InfC,לֹ֥א תֵדָֽעִי׃ ,xYq0
228754,Isaiah,47,13,מֵאֲשֶׁ֥ר יָבֹ֖אוּ עָלָֽיִךְ׃ ,xYq0,מֹֽודִיעִם֙ לֶחֳדָשִׁ֔ים ,Ptcp,,
228804,Isaiah,48,1,וּמִמֵּ֥י יְהוּדָ֖ה יָצָ֑אוּ ,WxQ0,הַנִּקְרָאִים֙ בְּשֵׁ֣ם יִשְׂרָאֵ֔ל ,Ptcp,הַֽנִּשְׁבָּעִ֣ים׀ בְּשֵׁ֣ם יְהוָ֗ה ,Ptcp
228844,Isaiah,48,3,וּמִפִּ֥י יָצְא֖וּ ,WxQ0,הָרִֽאשֹׁנֹות֙ מֵאָ֣ז הִגַּ֔דְתִּי ,xQt0,וְאַשְׁמִיעֵ֑ם ,WYq0
228850,Isaiah,48,3,וַתָּבֹֽאנָה׃ ,Way0,פִּתְאֹ֥ם עָשִׂ֖יתִי ,xQt0,,
228870,Isaiah,48,5,בְּטֶ֥רֶם תָּבֹ֖וא ,xYq0,וָאַגִּ֤יד לְךָ֙ מֵאָ֔ז ,Way0,הִשְׁמַעְתִּ֑יךָ ,xQt0
228996,Isaiah,48,14,הִקָּבְצ֤וּ ,ZIm0,,,כֻלְּכֶם֙ ,Voct
229019,Isaiah,48,15,הֲבִיאֹתִ֖יו ,ZQt0,אַף־קְרָאתִ֑יו ,xQt0,וְהִצְלִ֥יחַ דַּרְכֹּֽו׃ ,WQt0
229023,Isaiah,48,16,קִרְב֧וּ אֵלַ֣י ,ZIm0,,,שִׁמְעוּ־זֹ֗את ,ZIm0
229043,Isaiah,48,16,וְעַתָּ֗ה אֲדֹנָ֧י יְהוִ֛ה שְׁלָחַ֖נִי וְרוּחֹֽו׃ פ ,WXQt,הֱיֹותָ֖הּ ,InfC,,
229061,Isaiah,48,17,תֵּלֵֽךְ׃ ,ZYq0,מַדְרִֽיכֲךָ֖ בְּדֶ֥רֶךְ ,Ptcp,,
229098,Isaiah,48,20,צְא֣וּ מִבָּבֶל֮ ,ZIm0,,,בִּרְח֣וּ מִכַּשְׂדִּים֒ ,ZIm0
229110,Isaiah,48,20,הֹוצִיא֖וּהָ עַד־קְצֵ֣ה הָאָ֑רֶץ ,ZIm0,הַשְׁמִ֨יעוּ֙ זֹ֔את ,ZIm0,אִמְר֕וּ ,ZIm0
229125,Isaiah,48,21,הֹֽולִיכָ֔ם ,ZQt0,וְלֹ֣א צָמְא֗וּ בָּחֳרָבֹות֙ ,WxQ0,מַ֥יִם מִצּ֖וּר הִזִּ֣יל לָ֑מֹו ,xQt0
229219,Isaiah,49,5,לְשֹׁובֵ֤ב יַֽעֲקֹב֙ אֵלָ֔יו ,InfC,יֹצְרִ֤י מִבֶּ֨טֶן֙ לְעֶ֣בֶד לֹ֔ו ,Ptcp,וְיִשְׂרָאֵ֖ל לֹ֣ו יֵאָסֵ֑ף ,WXYq
229225,Isaiah,49,5,וְיִשְׂרָאֵ֖ל לֹ֣ו יֵאָסֵ֑ף ,WXYq,לְשֹׁובֵ֤ב יַֽעֲקֹב֙ אֵלָ֔יו ,InfC,וְאֶכָּבֵד֙ בְּעֵינֵ֣י יְהוָ֔ה ,WYq0
229251,Isaiah,49,6,וּלְהָשִׁ֑יב ,InfC,לְהָקִים֙ אֶת־שִׁבְטֵ֣י יַעֲקֹ֔ב ,InfC,נְצוּרֵ֥י יִשְׂרָאֵ֖ל ,XPos
229324,Isaiah,49,9,צֵ֔אוּ ,ZIm0,לֵאמֹ֤ר לַֽאֲסוּרִים֙ ,InfC,לַאֲשֶׁ֥ר בַּחֹ֖שֶׁךְ ,NmCl
229330,Isaiah,49,9,הִגָּל֑וּ ,ZIm0,לַאֲשֶׁ֥ר בַּחֹ֖שֶׁךְ ,NmCl,עַל־דְּרָכִ֣ים יִרְע֔וּ ,xYq0
229372,Isaiah,49,12,הִנֵּה־אֵ֕לֶּה מֵרָחֹ֖וק יָבֹ֑אוּ ,XYqt,,,וְהִֽנֵּה־אֵ֨לֶּה֙ מִצָּפֹ֣ון וּמִיָּ֔ם ,Ellp
229438,Isaiah,49,17,מְהָֽרְסַ֥יִךְ וּמַחֲרִבַ֖יִךְ מִמֵּ֥ךְ יֵצֵֽאוּ׃ ,XYqt,מִֽהֲר֖וּ בָּנָ֑יִךְ ,ZQtX,,
229445,Isaiah,49,18,כֻּלָּ֖ם נִקְבְּצ֣וּ ,XQtl,וּרְאִ֔י ,WIm0,בָֽאוּ־לָ֑ךְ ,ZQt0
229446,Isaiah,49,18,בָֽאוּ־לָ֑ךְ ,ZQt0,כֻּלָּ֖ם נִקְבְּצ֣וּ ,XQtl,חַי־אָ֣נִי ,AjCl
229488,Isaiah,49,20,גְּשָׁה־לִּ֥י ,ZIm0,צַר־לִ֥י הַמָּקֹ֖ום ,AjCl,וְאֵשֵֽׁבָה׃ ,WYq0
229506,Isaiah,49,21,גֹּלָ֣ה׀ ,Ptcp,וַאֲנִ֥י שְׁכוּלָ֖ה וְגַלְמוּדָ֑ה ,AjCl,וְסוּרָ֗ה ,AjCl
229536,Isaiah,49,22,וְהֵבִ֤יאוּ בָנַ֨יִךְ֙ בְּחֹ֔צֶן ,WQt0,וְאֶל־עַמִּ֖ים אָרִ֣ים נִסִּ֑י ,WxY0,וּבְנֹתַ֖יִךְ עַל־כָּתֵ֥ף תִּנָּשֶֽׂאנָה׃ ,WXYq
229570,Isaiah,49,24,הֲיֻקַּ֥ח מִגִּבֹּ֖ור מַלְקֹ֑וחַ ,xYqX,,,וְאִם־שְׁבִ֥י צַדִּ֖יק יִמָּלֵֽט׃ ,WXYq
229586,Isaiah,49,25,גַּם־שְׁבִ֤י גִבֹּור֙ יֻקָּ֔ח ,XYqt,כִּי־כֹ֣ה׀ אָמַ֣ר יְהוָ֗ה ,xQtX,וּמַלְקֹ֥וחַ עָרִ֖יץ יִמָּלֵ֑ט ,WXYq
229634,Isaiah,50,1,אֲשֶׁ֣ר שִׁלַּחְתִּ֔יהָ ,xQt0,אֵ֣י זֶ֠ה סֵ֣פֶר כְּרִית֤וּת אִמְּכֶם֙ ,NmCl,אֹ֚ו מִ֣י מִנֹּושַׁ֔י ,NmCl
229650,Isaiah,50,1,וּבְפִשְׁעֵיכֶ֖ם שֻׁלְּחָ֥ה אִמְּכֶֽם׃ ,WxQX,הֵ֤ן בַּעֲוֹנֹֽתֵיכֶם֙ נִמְכַּרְתֶּ֔ם ,xQt0,,
229653,Isaiah,50,2,מַדּ֨וּעַ בָּ֜אתִי ,xQt0,,,וְאֵ֣ין אִ֗ישׁ ,NmCl
229785,Isaiah,50,8,יִגַּ֥שׁ אֵלָֽי׃ ,ZYq0,מִֽי־בַ֥עַל מִשְׁפָּטִ֖י ,NmCl,,
229812,Isaiah,50,10,אֲשֶׁ֣ר׀ הָלַ֣ךְ חֲשֵׁכִ֗ים ,xQt0,שֹׁמֵ֖עַ בְּקֹ֣ול עַבְדֹּ֑ו ,Ptcp,וְאֵ֥ין נֹ֨גַהּ֙ לֹ֔ו ,NmCl
229832,Isaiah,50,11,לְכ֣וּ׀ בְּא֣וּר אֶשְׁכֶ֗ם ,ZIm0,מְאַזְּרֵ֣י זִיקֹ֑ות ,Ptcp,וּבְזִיקֹות֙ ,Ellp
229915,Isaiah,51,4,כִּ֤י תֹורָה֙ מֵאִתִּ֣י תֵצֵ֔א ,XYqt,לְאוּמִּ֖י ,Voct,וּמִשְׁפָּטִ֔י לְאֹ֥ור עַמִּ֖ים אַרְגִּֽיעַ׃ ,WxY0
229924,Isaiah,51,5,יָצָ֣א יִשְׁעִ֔י ,ZQtX,קָרֹ֤וב צִדְקִי֙ ,AjCl,וּזְרֹעַ֖י עַמִּ֣ים יִשְׁפֹּ֑טוּ ,WXYq
230052,Isaiah,51,10,לַעֲבֹ֥ר גְּאוּלִֽים׃ ,InfC,הַשָּׂ֨מָה֙ מַֽעֲמַקֵּי־יָ֔ם דֶּ֖רֶךְ ,xQt0,,
230057,Isaiah,51,11,וּפְדוּיֵ֨י יְהוָ֜ה יְשׁוּב֗וּן ,WXYq,,,וּבָ֤אוּ צִיֹּון֙ בְּרִנָּ֔ה ,WQt0
230059,Isaiah,51,11,וּבָ֤אוּ צִיֹּון֙ בְּרִנָּ֔ה ,WQt0,וּפְדוּיֵ֨י יְהוָ֜ה יְשׁוּב֗וּן ,WXYq,וְשִׂמְחַ֥ת עֹולָ֖ם עַל־רֹאשָׁ֑ם ,NmCl
230072,Isaiah,51,11,נָ֖סוּ יָגֹ֥ון וַאֲנָחָֽה׃ ס ,ZQtX,שָׂשֹׂ֤ון וְשִׂמְחָה֙ יַשִּׂיג֔וּן ,xYq0,,
230264,Isaiah,51,22,הִנֵּ֥ה לָקַ֛חְתִּי מִיָּדֵ֖ךְ אֶת־כֹּ֣וס הַתַּרְעֵלָ֑ה ,xQt0,יָרִ֣יב עַמֹּ֔ו ,ZYq0,אֶת־קֻבַּ֨עַת֙ כֹּ֣וס חֲמָתִ֔י ,CPen
