verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,g_cons_verse,stem,tense,subject,subj_heb,complement,cmpl_heb
1904229,BW>[,1Qisaa,Isaiah,28,15,JBW>NW,יבוא׳נו ,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,qal,impf,,,[],
221077,CVP[,MT,Isaiah,28,15,CWVP,שֹׁוטֵ֤ף ,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CJV CWVP KJ <BR L> JBW>NW KJ FMNW KZB MXSNW W B CQR NSTRNW,qal,ptca,,,[],
1904225,CVP[,1Qisaa,Isaiah,28,15,CWVP,שוטף ,KJ >MRTM KRTNW BRJT >T MWT W <M C>WL <FJNW XZH CWV CWVP KJ JBWR LW> JBW>NW KJ FMNW KZB MXSNJ W B CQR NSTRNW,qal,ptca,,,[],
221110,XWC[,MT,Isaiah,28,16,JXJC,יָחִֽישׁ׃ ,LKN KH >MR >DNJ JHWH HNNJ JSD B YJWN >BN >BN BXN PNT JQRT MWSD MWSD H M>MJN L> JXJC,hif,impf,,,[],
1904259,XWC[,1Qisaa,Isaiah,28,16,JXJC,יחיש ,L KN KH >MR >DWNJ JHWH HNNJ MJSD B YJWN >BN >BN BXN PNT JQRT MWSD MWSD H M>MJN LW> JXJC,hifil,impf,,,[],
221128,CVP[,MT,Isaiah,28,17,JCVPW,יִשְׁטֹֽפוּ׃ ,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD MXSH KZB W STR MJM JCVPW,qal,impf,MJM,מַ֖יִם ,[],
1904280,CVP[,1Qisaa,Isaiah,28,17,CVPW,שטפו ,W FMTJ MCPV L QW W YDQH L MCQLT W J<H BRD M MXSH KZB W STR MJM W CVPW,qal,perf,,,[],
221143,<BR[,MT,Isaiah,28,18,J<BR,יַֽעֲבֹ֔ר ,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,qal,impf,,,[],
1904297,<BR[,1Qisaa,Isaiah,28,18,J<BWR,יעבור ,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,qal,impf,,,[],
221141,CVP[,MT,Isaiah,28,18,CWVP,שֹׁוטֵף֙ ,W KPR BRJTKM >T MWT W XZWTKM >T C>WL L> TQWM CWV CWVP KJ J<BR W HJJTM LW L MRMS,qal,ptca,,,[],
1904295,CVP[,1Qisaa,Isaiah,28,18,CWVP,שוטף ,W KPR >T BRJTKMH >T MWT W XZWTKM >T C>WL LW> TQWM CWV CWVP KJ J<BWR W HJJTMH LW L MRMS,qal,ptca,,,[],
221151,<BR[,MT,Isaiah,28,19,<BRW,עָבְרֹו֙ ,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR B JWM W B LJLH W HJH RQ ZW<H HBJN CMW<H,qal,infc,,,[],
221161,<BR[,MT,Isaiah,28,19,J<BR,יַעֲבֹ֖ר ,M DJ <BRW JQX >TKM KJ B BQR B BQR J<BR B JWM W B LJLH W HJH RQ ZW<H HBJN CMW<H,qal,impf,,,[],
1904306,<BR[,1Qisaa,Isaiah,28,19,<BRW,עבר׳ו ,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,qal,infc,,,[],
1904314,<BR[,1Qisaa,Isaiah,28,19,J<BWR,יעבור ,M DJ <BRW JQX >TKMH KJ B BQR B BQR J<BWR B JWM W B LJLH RQ ZW<H HBJN CMW<H,qal,impf,,,[],
220840,CVP[,MT,Isaiah,28,2,CVPJM,שֹׁטְפִ֛ים ,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,qal,ptca,,,L >RY,לָאָ֖רֶץ 
1903980,CVP[,1Qisaa,Isaiah,28,2,CWVPJM,שוטפים ,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,qal,ptca,,,[],
220841,NWX[,MT,Isaiah,28,2,HNJX,הִנִּ֥יחַ ,HNH XZQ W >MY L >DNJ K ZRM BRD F<R QVB K ZRM MJM KBJRJM CVPJM HNJX L >RY B JD,hif,perf,,,L >RY,לָאָ֖רֶץ 
1903982,NWX[,1Qisaa,Isaiah,28,2,HNJX,הניח ,HNH B XZQ W >MY L JHWH K ZRM BRD F<R QVB K ZRM MJM KBRJM CWVPJM W HNJX L >RY B JD,hifil,perf,,,[],
221291,SBB[,MT,Isaiah,28,27,JWSB,יוּסָּ֑ב ,KJ L> B XRWY JWDC QYX W >WPN <GLH <L KMN JWSB KJ B MVH JXBV QYX W KMN B CBV,hof,impf,>WPN <GLH,אֹופַ֣ן עֲגָלָ֔ה ,<L KMN,עַל־כַּמֹּ֖ן 
1904447,SBB[,1Qisaa,Isaiah,28,27,JSWB,יסוב ,KJ LW> B XRWY JDC QYX W >PN <GLH <L KMN JSWB KJ B MVH JXBV QYX W KMN B CBV,qal,impf,,,[],
221325,JY>[,MT,Isaiah,28,29,JY>H,יָצָ֑אָה ,GM Z>T M <M JHWH YB>WT JY>H HPLJ> <YH HGDJL TWCJH,qal,perf,GM Z>T,גַּם־זֹ֕את ,M <M JHWH YB>WT,מֵעִ֛ם יְהוָ֥ה צְבָאֹ֖ות 
1904480,JY>[,1Qisaa,Isaiah,28,29,JY>H,יצאה ,GM ZW>T M <M JHWH YB>WT JY>H HPLH <YH W HGDJL TWCJH,qal,perf,,,[],
220911,CWB[,MT,Isaiah,28,6,MCJBJ,מְשִׁיבֵ֥י ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<RH,hif,ptca,,,[],
1904054,CWB[,1Qisaa,Isaiah,28,6,MCJBJ,משיבי ,W L RWX MCPV L JWCB <L H MCPV W L GBWRH MCJBJ MLXMH C<R,hifil,ptca,,,[],
220925,T<H[,MT,Isaiah,28,7,T<W,תָּע֑וּ ,W GM >LH B JJN CGW W B CKR T<W KHN W NBJ> CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,qal,perf,,,[],
220937,T<H[,MT,Isaiah,28,7,T<W,תָּעוּ֙ ,W GM >LH B JJN CGW W B CKR T<W KHN W NBJ> CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,qal,perf,,,[],
1904066,T<H[,1Qisaa,Isaiah,28,7,T<W,תעו ,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,qal,perf,,,[],
1904077,T<H[,1Qisaa,Isaiah,28,7,T<W,תעו ,GM >LH B JJN CGW W B CKR T<W KWHN W NBJ CGW B CKR NBL<W MN H JJN T<W MN H CKR CGW B R>H PQW PLJLJH,qal,perf,,,[],
221583,NGC[,MT,Isaiah,29,13,NGC,נִגַּשׁ֙ ,W J>MR >DNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXQ MMNJ W THJ JR>TM >TJ MYWT >NCJM MLMDH,nif,perf,H <M H ZH,הָעָ֣ם הַזֶּ֔ה ,[],
1904754,NGC[,1Qisaa,Isaiah,29,13,NGC,נגש ,W JW>MR >DWNJ J<N KJ NGC H <M H ZH B PJW W B FPTJW KBDWNJ W LBW RXWQ MMNJ W THJH JR>T >WTJ K MYWT >NCJM MLMDH,nifal,perf,,,[],
221673,CWB[,MT,Isaiah,29,17,CB,שָׁ֥ב ,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,qal,perf,LBNWN,לְבָנֹ֖ון ,L KRML,לַכַּרְמֶ֑ל 
1904852,CWB[,1Qisaa,Isaiah,29,17,CB,שב ,H LW> <WD M<V MZ<R W CB LBNWN L KRML W H KRML L J<R JXCB,qal,perf,,,[],
221789,T<H[,MT,Isaiah,29,24,T<J,תֹֽעֵי־,W JD<W T<J RWX BJNH W RWGNJM JLMDW LQX,qal,ptca,T<J RWX,תֹֽעֵי־ר֖וּחַ ,[],
1904970,T<H[,1Qisaa,Isaiah,29,24,TW<J,תועי ,W JD<W TW<J RWX BJNH W RWGNJM JLMDW LQX,qal,ptca,,,[],
221402,<BR[,MT,Isaiah,29,5,<BR,עֹבֵר֙ ,W HJH K >BQ DQ HMWN ZRJK W K MY <BR HMWN <RJYJM W HJH L PT< PT>M,qal,ptca,HMWN <RJYJM,הֲמֹ֣ון עָֽרִיצִ֔ים ,[],
1904562,<BR[,1Qisaa,Isaiah,29,5,<WBR,עובר ,W HJH K >BQ DQ HMWN ZDJK W K MWY <WBR HMWN <RJYJM W HJH L PT< PT>M,qal,ptca,,,[],
212924,SWR[,MT,Isaiah,3,1,MSJR,מֵסִ֤יר ,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,hif,ptca,H >DWN JHWH YB>WT,הָאָדֹ֜ון יְהוָ֣ה צְבָאֹ֗ות ,M JRWCLM W M JHWDH,מִירוּשָׁלִַ֨ם֙ וּמִ֣יהוּדָ֔ה 
1895743,SWR[,1Qisaa,Isaiah,3,1,MHSJR,מהסיר ,KJ> HNH H >DWN JHWH YB>WT MHSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KWL MC<N MJM,hifil,ptca,,,[],
1895915,CWB[,1Qisaa,Isaiah,3,11,JCWB,ישוב ,>WJ L RC< R< KJ> GMWL JDW JCWB LW>,qal,impf,,,[],
213097,T<H[,MT,Isaiah,3,12,MT<JM,מַתְעִ֔ים ,<MJ NGFJW M<WLL W NCJM MCLW BW <MJ M>CRJK MT<JM W DRK >RXTJK BL<W,hif,ptca,M>CRJK,מְאַשְּׁרֶ֣יךָ ,[],
1895927,T<H[,1Qisaa,Isaiah,3,12,MT<JM,מתעים ,<MJ NGFW M<WLL W NCJM MCLW BW <MJ MCRJK MT<JM W DRKJ >WRXWTJK BL<W,hifil,ptca,,,[],
213114,BW>[,MT,Isaiah,3,14,JBW>,יָבֹ֔וא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,JHWH,יְהוָה֙ ,B MCPV <M ZQNJ <MW W FRJW,בְּמִשְׁפָּ֣ט עִם־זִקְנֵ֥י עַמֹּ֖ו וְשָׂרָ֑יו 
1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,יבוא ,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,qal,impf,,,[],
213151,HLK[,MT,Isaiah,3,16,TLKNH,תֵּלַ֨כְנָה֙ ,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,qal,wayq,,,[],
213157,HLK[,MT,Isaiah,3,16,HLWK,הָלֹ֤וךְ ,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,qal,infa,,,[],
213160,HLK[,MT,Isaiah,3,16,TLKNH,תֵּלַ֔כְנָה ,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,qal,impf,,,[],
1895984,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,wayy,,,[],
1895990,HLK[,1Qisaa,Isaiah,3,16,HLWK,הלוך ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,infa,,,[],
1895993,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,qal,impf,,,[],
213180,SWR[,MT,Isaiah,3,18,JSJR,יָסִ֣יר ,B JWM H HW> JSJR >DNJ >T TP>RT H <KSJM W H CBJSJM W H FHRNJM,hif,impf,>DNJ,אֲדֹנָ֗י ,[],
1896015,SWR[,1Qisaa,Isaiah,3,18,JSJR,יסיר ,B JWM H HW> JSJR >DWNJ JHWH >T TP>RT H <KJSJM W H CBJCJM W H FHRNJM,hifil,impf,,,[],
213271,NPL[,MT,Isaiah,3,25,JPLW,יִפֹּ֑לוּ ,MTJK B XRB JPLW W GBWRTK B MLXMH,qal,impf,MTJK,מְתַ֖יִךְ ,[],
1896114,NPL[,1Qisaa,Isaiah,3,25,JPWLW,יפולו ,MTJK B XRB JPWLW W GBWRWTJK B MLXMH,qal,impf,,,[],
213042,NPL[,MT,Isaiah,3,8,NPL,נָפָ֑ל ,KJ KCLH JRWCLM W JHWDH NPL KJ LCWNM W M<LLJHM >L JHWH L MRWT <NJ KBWDW,qal,perf,JHWDH,יהוּדָ֖ה ,[],
1895866,NPL[,1Qisaa,Isaiah,3,8,NPLH,נפלה ,KJ KCLH JRWCLJM W JHWDH NPLH KJ LCWNM W M<LLJHM <L JHWH L MRWT <JNJ KBWDW,qal,perf,,,[],
221978,SWR[,MT,Isaiah,30,11,SWRW,ס֚וּרוּ ,SWRW MNJ DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,qal,impv,,,MNJ DRK,מִנֵּי־דֶ֔רֶךְ 
1905172,SWR[,1Qisaa,Isaiah,30,11,TSJRW,תסירו ,TSJRW MNW DRK HVW MNJ >RX HCBJTW M PNJNW >T QDWC JFR>L,hifil,impf,,,[],
222029,BW>[,MT,Isaiah,30,13,JBW>,יָבֹ֥וא ,LKN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,impf,CBRH,שִׁבְרָֽהּ׃ ,[],
1905226,BW>[,1Qisaa,Isaiah,30,13,JBW>,יבוא ,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,impf,,,[],
222020,NPL[,MT,Isaiah,30,13,NPL,נֹפֵ֔ל ,LKN JHJH LKM H <WN H ZH K PRY NPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,ptca,H <WN H ZH,הֶעָוֹ֣ן הַזֶּ֔ה ,[],
1905217,NPL[,1Qisaa,Isaiah,30,13,NWPL,נופל ,L KN JHJH LKM H <HWWN H ZH K PRY NWPL NB<H B XWMH NFGBH >CR PT>M L PT< JBW> CBRH,qal,ptca,,,[],
222085,NWS[,MT,Isaiah,30,16,NNWS,נָנ֖וּס ,W T>MRW L> KJ <L SWS NNWS <L KN TNWSWN W <L QL NRKB <L KN JQLW RDPJKM,qal,impf,,,[],
222088,NWS[,MT,Isaiah,30,16,TNWSWN,תְּנוּס֑וּן ,W T>MRW L> KJ <L SWS NNWS <L KN TNWSWN W <L QL NRKB <L KN JQLW RDPJKM,qal,impf,,,[],
1905285,NWS[,1Qisaa,Isaiah,30,16,NNWS,ננוס ,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,qal,impf,,,[],
1905288,NWS[,1Qisaa,Isaiah,30,16,TNWSWN,תנוסו׳ן ,W T>MRW LW> KJ >L SWS NNWS <L KN TNWSWN W >L QL NRKB <L KN JQLW RWDPJKM,qal,impf,,,[],
222107,NWS[,MT,Isaiah,30,17,TNSW,תָּנֻ֑סוּ ,>LP >XD M PNJ G<RT >XD M PNJ G<RT XMCH TNSW <D >M NWTRTM K TRN <L R>C H HR W K NS <L H GB<H,qal,impf,,,[],
1905308,NWS[,1Qisaa,Isaiah,30,17,TNWSW,תנוסו ,>LP >XD M PNJ G<RT >XD W M PNJ XMCH TNWSW <D >M NWTRTM K TRN <L R>WC HR W K NS <L H GB<H,qal,impf,,,[],
221829,<WZ[,MT,Isaiah,30,2,<WZ,עֹוז֙ ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,qal,infa,,,B M<WZ PR<H,בְּמָעֹ֣וז פַּרְעֹ֔ה 
1905012,<WZ[,1Qisaa,Isaiah,30,2,<WZ,עוז ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,qal,infc,,,[],
221820,HLK[,MT,Isaiah,30,2,HLKJM,הֹלְכִים֙ ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,qal,ptca,,,[],
1905003,HLK[,1Qisaa,Isaiah,30,2,HWLKJM,הולכים ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,qal,ptca,,,[],
221822,JRD[,MT,Isaiah,30,2,RDT,רֶ֣דֶת ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,qal,infc,,,MYRJM,מִצְרַ֔יִם 
1905005,JRD[,1Qisaa,Isaiah,30,2,RDT,רדת ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,qal,infc,,,[],
221835,XSH[,MT,Isaiah,30,2,XSWT,חְסֹ֖ות ,H HLKJM L RDT MYRJM W PJ L> C>LW L <WZ B M<WZ PR<H W L XSWT B YL MYRJM,qal,infc,,,B YL MYRJM,בְּצֵ֥ל מִצְרָֽיִם׃ 
1905018,XSH[,1Qisaa,Isaiah,30,2,XSWT,חסות ,H HWLKJM L RDT MYRJM W PJ LW> C>LW L <WZ B M<WZ PR<WH W L XSWT B YL MYRJM,qal,infc,,,[],
222193,HLK[,MT,Isaiah,30,21,LKW,לְכ֣וּ ,W >ZNJK TCM<NH DBR M >XRJK L >MR ZH H DRK LKW BW KJ T>MJNW W KJ TFM>JLW,qal,impv,,,BW,בֹ֔ו 
1905399,HLK[,1Qisaa,Isaiah,30,21,LKW,לכו ,W >WZNJK TCM<NH DBR M >XRJK L >MWR ZH H DRK LKW BW KJ TJ>MJNW W KJ TFM>JLW,qal,impv,,,[],
222285,NPL[,MT,Isaiah,30,25,NPL,נְפֹ֖ל ,W HJH <L KL HR GBH W <L KL GB<H NF>H PLGJM JBLJ MJM B JWM HRG RB B NPL MGDLJM,qal,infc,MGDLJM,מִגְדָּלִֽים׃ ,[],
1905491,NPL[,1Qisaa,Isaiah,30,25,NPL,נפל ,W HJH <L KWL HR GBH W <L KWL GB<H NF>H PLGJM JWBLJ MJM B JWM HRG RB B NPL MGDLJM,qal,infc,,,[],
222321,BW>[,MT,Isaiah,30,27,B>,בָּ֣א ,HNH CM JHWH B> M MRXQ B<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >KLT,qal,perf,CM JHWH,שֵׁם־יְהוָה֙ ,M MRXQ,מִמֶּרְחָ֔ק 
1905530,BW>[,1Qisaa,Isaiah,30,27,B>,בא ,HNH CM JHWH B> M MRXQ BW<R >PW W KBD MF>H FPTJW ML>W Z<M W LCWNW K >C >WKLT,qal,ptca,,,[],
222341,CVP[,MT,Isaiah,30,28,CWVP,שֹׁוטֵף֙ ,W RWXW K NXL CWVP <D YW>R JXYH L HNPH GWJM B NPT CW> W RSN MT<H <L LXJJ <MJM,qal,ptca,RWXW,רוּחֹ֞ו ,[],
1905551,CVP[,1Qisaa,Isaiah,30,28,CWVP,שוטפ ,W RWXW K NXL CWVP <D YW>R W XYH L NPH GW>JM B NPT CW> W RSN MT<H <L LWXJJ <MJM,qal,ptca,,,[],
222353,T<H[,MT,Isaiah,30,28,MT<H,מַתְעֶ֔ה ,W RWXW K NXL CWVP <D YW>R JXYH L HNPH GWJM B NPT CW> W RSN MT<H <L LXJJ <MJM,hif,ptca,RSN MT<H,רֶ֣סֶן מַתְעֶ֔ה ,[],
1905564,T<H[,1Qisaa,Isaiah,30,28,MT<H,מתעה ,W RWXW K NXL CWVP <D YW>R W XYH L NPH GW>JM B NPT CW> W RSN MT<H <L LWXJJ <MJM,hifil,ptca,,,[],
222375,BW>[,MT,Isaiah,30,29,BW>,בֹ֥וא ,H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,infc,,,>L YWR JFR>L,אֶל־צ֥וּר יִשְׂרָאֵֽל׃ 
1905586,BW>[,1Qisaa,Isaiah,30,29,BW>,בוא ,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,infc,,,[],
222370,HLK[,MT,Isaiah,30,29,HWLK,הֹולֵךְ֙ ,H CJR JHJH LKM K LJL HTQDC XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,ptca,,,[],
1905582,HLK[,1Qisaa,Isaiah,30,29,HWLK,הולך ,H CJR W HJH LKMH K LJL HTQDJCW XG W FMXT LBB K HWLK B XLJL L BW> B HR JHWH >L YWR JFR>L,qal,ptca,,,[],
222422,NWX[,MT,Isaiah,30,32,JNJX,יָנִ֤יחַ ,W HJH KL M<BR MVH MWSDH >CR JNJX JHWH <LJW B TPJM W B KNRWT W B MLXMWT TNWPH NLXM BH,hif,impf,JHWH,יְהוָה֙ ,<LJW,עָלָ֔יו 
1905635,NWX[,1Qisaa,Isaiah,30,32,JNJX,יניח ,W HJH KWL M<BR MVH MWSDW >CR JNJX JHWH <LJW B TPJM W B KNRWT W B MLXMWT TNWPH NLXM BH,hifil,impf,,,[],
221899,<WP[,MT,Isaiah,30,6,M<WPP,מְעֹופֵ֔ף ,MF> BHMWT NGB B >RY YRH W YWQH LBJ> W LJC MHM >P<H W FRP M<WPP JF>W <L KTP <JRJM XJLHM W <L DBCT GMLJM >WYRTM <L <M L> JW<JLW,piel,ptca,>P<H W FRP M<WPP,אֶפְעֶה֙ וְשָׂרָ֣ף מְעֹופֵ֔ף ,[],
1905088,<WP[,1Qisaa,Isaiah,30,6,M<WPP,מעופפ ,MF> BHMWT NGB B >RY YRH W YJH W YWQH LBJ> W LJC W >JN MJM >P<H W FRP M<WPP JF> <L KTP <JRJM XJLM W <L DBCT GMLJM >WYRWTM <L <M LW> JW<JLW,polel,ptca,,,[],
221928,BW>[,MT,Isaiah,30,8,BW>,בֹּ֣וא ,<TH BW> KTBH <L LWX >TM W <L SPR XQH W THJ L JWM >XRWN L <D <D <WLM,qal,impv,,,[],
1905120,BW>[,1Qisaa,Isaiah,30,8,BW>,בוא ,<TH BW> KWTBH> <L LWX >WTM W <L SPR XQH W THJ L JWM >XRWN L <D <D <WLM,qal,impv,,,[],
222463,JRD[,MT,Isaiah,31,1,JRDJM,יֹּרְדִ֤ים ,HWJ H JRDJM MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L RKB KJ RB W <L PRCJM KJ <YMW M>D W L> C<W <L QDWC JFR>L W >T JHWH L> DRCW,qal,ptca,,,MYRJM,מִצְרַ֨יִם֙ 
1905679,JRD[,1Qisaa,Isaiah,31,1,JWRDJM,יורדים ,HWJ H JWRDJM L MYRJM L <ZRH <L SWSJM JC<NW W JBVXW <L H RKB KJ RB W <L PRCJM KJ <YMW M>DH W LW> C<W >L QDWC JFR>L W >T JHWH LW> DRCW,qal,ptca,,,[],
222498,BW>[,MT,Isaiah,31,2,JB>,יָּ֣בֵא ,W GM HW> XKM W JB> R< W >T DBRJW L> HSJR W QM <L BJT MR<JM W <L <ZRT P<LJ >WN,hif,wayq,,,[],
1905717,BW>[,1Qisaa,Isaiah,31,2,JBJ>,יביא ,W GM HW> XKM W JBJ> R< W >T DBRJW LW> HSJR W QM <L BJT MR<JM W <L <ZRT PW<LJ >WN,hifil,wayy,,,[],
222504,SWR[,MT,Isaiah,31,2,HSJR,הֵסִ֑יר ,W GM HW> XKM W JB> R< W >T DBRJW L> HSJR W QM <L BJT MR<JM W <L <ZRT P<LJ >WN,hif,perf,,,[],
1905723,SWR[,1Qisaa,Isaiah,31,2,HSJR,הסיר ,W GM HW> XKM W JBJ> R< W >T DBRJW LW> HSJR W QM <L BJT MR<JM W <L <ZRT PW<LJ >WN,hifil,perf,,,[],
222535,NPL[,MT,Isaiah,31,3,NPL,נָפַ֣ל ,W MYRJM >DM W L> >L W SWSJHM BFR W L> RWX W JHWH JVH JDW W KCL <WZR W NPL <ZR W JXDW KLM JKLJWN,qal,perf,<ZR,עָזֻ֔ר ,[],
1905755,NPL[,1Qisaa,Isaiah,31,3,NPL,נפל ,W MYRJM >DM W LW> >L W SWSJHMH BFR W LW> >RJH W JHWH JVH JDW W KCL <WZR W NPL <ZR JXDW KWLM JKLJWN,qal,perf,,,[],
222571,JRD[,MT,Isaiah,31,4,JRD,יֵרֵד֙ ,KJ KH >MR JHWH >LJ K >CR JHGH H >RJH W H KPJR <L VRPW >CR JQR> <LJW ML> R<JM M QWLM L> JXT W M HMWNM L> J<NH KN JRD JHWH YB>WT L YB> <L HR YJWN W <L GB<TH,qal,impf,JHWH YB>WT,יְהוָ֣ה צְבָאֹ֔ות ,[],
1905792,JRD[,1Qisaa,Isaiah,31,4,JRD,ירד ,KJ KH >MR JHWH >LJ K >CR JHGH H >RJH W H KPJR <L VRPJW >CR JQR> >LJW ML>W RW<JM M QWLM LW> JXT W M HMWNM LW> JXT J<NH KN JRD JHWH YB>WT L YB> <L HR YJWN W <L GB<TH,qal,impf,,,[],
222584,<WP[,MT,Isaiah,31,5,<PWT,עָפֹ֔ות ,K YPRJM <PWT KN JGN JHWH YB>WT <L JRWCLM GNWN W HYJL PSX W HMLJV,qal,ptca,,,[],
1905806,<WP[,1Qisaa,Isaiah,31,5,<PWT,עפות ,K YPWRJM <PWT KN JGN JHWH YB>WT <L JRWCLM GNWN W HYJL W PSX W HPLJV,qal,ptca,,,[],
222597,CWB[,MT,Isaiah,31,6,CWBW,שׁ֗וּבוּ ,CWBW L >CR H<MJQW SRH BNJ JFR>L,qal,impv,,,[],
1905821,CWB[,1Qisaa,Isaiah,31,6,CWBJW,שוביו ,CWBJW L >CR L >CR H<MJQW SRH BNJ JFR>L,qal,impv,,,[],
222623,NPL[,MT,Isaiah,31,8,NPL,נָפַ֤ל ,W NPL >CWR B XRB L> >JC W XRB L> >DM T>KLNW W NS LW M PNJ XRB W BXWRJW L MS JHJW,qal,perf,>CWR,אַשּׁוּר֙ ,[],
1905850,NPL[,1Qisaa,Isaiah,31,8,NPL,נפל ,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,[],
222635,NWS[,MT,Isaiah,31,8,NS,נָ֥ס ,W NPL >CWR B XRB L> >JC W XRB L> >DM T>KLNW W NS LW M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,M PNJ XRB,מִפְּנֵי־חֶ֔רֶב 
1905862,NWS[,1Qisaa,Isaiah,31,8,NS,נס ,W NPL >CWR B XRB LW> >JC W XRB LW> >DM T>KWLNW W NS W LW> M PNJ XRB W BXWRJW L MS JHJW,qal,perf,,,[],
