book_nr,book_name,chapter_nr,chapter_genre,verse_nr,verse_genre,verse_language
3,Leviticus,14,instruction,41,instruction,Hebrew
3,Leviticus,14,instruction,42,instruction,Hebrew
3,Leviticus,14,instruction,43,instruction,Hebrew
3,Leviticus,14,instruction,44,instruction,Hebrew
3,Leviticus,14,instruction,45,instruction,Hebrew
3,Leviticus,14,instruction,46,instruction,Hebrew
3,Leviticus,14,instruction,47,instruction,Hebrew
3,Leviticus,14,instruction,48,instruction,Hebrew
3,Leviticus,14,instruction,49,instruction,Hebrew
3,Leviticus,14,instruction,50,instruction,Hebrew
3,Leviticus,14,instruction,51,instruction,Hebrew
3,Leviticus,14,instruction,52,instruction,Hebrew
3,Leviticus,14,instruction,53,instruction,Hebrew
3,Leviticus,14,instruction,54,instruction,Hebrew
3,Leviticus,14,instruction,55,instruction,Hebrew
3,Leviticus,14,instruction,56,instruction,Hebrew
3,Leviticus,14,instruction,57,instruction,Hebrew
3,Leviticus,15,instruction,1,instruction,Hebrew
3,Leviticus,15,instruction,2,instruction,Hebrew
3,Leviticus,15,instruction,3,instruction,Hebrew
3,Leviticus,15,instruction,4,instruction,Hebrew
3,Leviticus,15,instruction,5,instruction,Hebrew
3,Leviticus,15,instruction,6,instruction,Hebrew
3,Leviticus,15,instruction,7,instruction,Hebrew
3,Leviticus,15,instruction,8,instruction,Hebrew
3,Leviticus,15,instruction,9,instruction,Hebrew
3,Leviticus,15,instruction,10,instruction,Hebrew
3,Leviticus,15,instruction,11,instruction,Hebrew
3,Leviticus,15,instruction,12,instruction,Hebrew
3,Leviticus,15,instruction,13,instruction,Hebrew
3,Leviticus,15,instruction,14,instruction,Hebrew
3,Leviticus,15,instruction,15,instruction,Hebrew
3,Leviticus,15,instruction,16,instruction,Hebrew
3,Leviticus,15,instruction,17,instruction,Hebrew
3,Leviticus,15,instruction,18,instruction,Hebrew
3,Leviticus,15,instruction,19,instruction,Hebrew
3,Leviticus,15,instruction,20,instruction,Hebrew
3,Leviticus,15,instruction,21,instruction,Hebrew
3,Leviticus,15,instruction,22,instruction,Hebrew
3,Leviticus,15,instruction,23,instruction,Hebrew
3,Leviticus,15,instruction,24,instruction,Hebrew
3,Leviticus,15,instruction,25,instruction,Hebrew
3,Leviticus,15,instruction,26,instruction,Hebrew
3,Leviticus,15,instruction,27,instruction,Hebrew
3,Leviticus,15,instruction,28,instruction,Hebrew
3,Leviticus,15,instruction,29,instruction,Hebrew
3,Leviticus,15,instruction,30,instruction,Hebrew
3,Leviticus,15,instruction,31,instruction,Hebrew
3,Leviticus,15,instruction,32,instruction,Hebrew
3,Leviticus,15,instruction,33,instruction,Hebrew
3,Leviticus,16,instruction,1,instruction,Hebrew
3,Leviticus,16,instruction,2,instruction,Hebrew
3,Leviticus,16,instruction,3,instruction,Hebrew
3,Leviticus,16,instruction,4,instruction,Hebrew
3,Leviticus,16,instruction,5,instruction,Hebrew
3,Leviticus,16,instruction,6,instruction,Hebrew
3,Leviticus,16,instruction,7,instruction,Hebrew
3,Leviticus,16,instruction,8,instruction,Hebrew
3,Leviticus,16,instruction,9,instruction,Hebrew
3,Leviticus,16,instruction,10,instruction,Hebrew
3,Leviticus,16,instruction,11,instruction,Hebrew
3,Leviticus,16,instruction,12,instruction,Hebrew
3,Leviticus,16,instruction,13,instruction,Hebrew
3,Leviticus,16,instruction,14,instruction,Hebrew
3,Leviticus,16,instruction,15,instruction,Hebrew
3,Leviticus,16,instruction,16,instruction,Hebrew
3,Leviticus,16,instruction,17,instruction,Hebrew
3,Leviticus,16,instruction,18,instruction,Hebrew
3,Leviticus,16,instruction,19,instruction,Hebrew
3,Leviticus,16,instruction,20,instruction,Hebrew
3,Leviticus,16,instruction,21,instruction,Hebrew
3,Leviticus,16,instruction,22,instruction,Hebrew
3,Leviticus,16,instruction,23,instruction,Hebrew
3,Leviticus,16,instruction,24,instruction,Hebrew
3,Leviticus,16,instruction,25,instruction,Hebrew
3,Leviticus,16,instruction,26,instruction,Hebrew
3,Leviticus,16,instruction,27,instruction,Hebrew
3,Leviticus,16,instruction,28,instruction,Hebrew
3,Leviticus,16,instruction,29,instruction,Hebrew
3,Leviticus,16,instruction,30,instruction,Hebrew
3,Leviticus,16,instruction,31,instruction,Hebrew
3,Leviticus,16,instruction,32,instruction,Hebrew
3,Leviticus,16,instruction,33,instruction,Hebrew
3,Leviticus,16,instruction,34,instruction,Hebrew
3,Leviticus,17,instruction,1,instruction,Hebrew
3,Leviticus,17,instruction,2,instruction,Hebrew
3,Leviticus,17,instruction,3,instruction,Hebrew
3,Leviticus,17,instruction,4,instruction,Hebrew
3,Leviticus,17,instruction,5,instruction,Hebrew
3,Leviticus,17,instruction,6,instruction,Hebrew
3,Leviticus,17,instruction,7,instruction,Hebrew
3,Leviticus,17,instruction,8,instruction,Hebrew
3,Leviticus,17,instruction,9,instruction,Hebrew
3,Leviticus,17,instruction,10,instruction,Hebrew
3,Leviticus,17,instruction,11,instruction,Hebrew
3,Leviticus,17,instruction,12,instruction,Hebrew
3,Leviticus,17,instruction,13,instruction,Hebrew
3,Leviticus,17,instruction,14,instruction,Hebrew
3,Leviticus,17,instruction,15,instruction,Hebrew
3,Leviticus,17,instruction,16,instruction,Hebrew
3,Leviticus,18,instruction,1,instruction,Hebrew
3,Leviticus,18,instruction,2,instruction,Hebrew
3,Leviticus,18,instruction,3,instruction,Hebrew
3,Leviticus,18,instruction,4,instruction,Hebrew
3,Leviticus,18,instruction,5,instruction,Hebrew
3,Leviticus,18,instruction,6,instruction,Hebrew
3,Leviticus,18,instruction,7,instruction,Hebrew
3,Leviticus,18,instruction,8,instruction,Hebrew
3,Leviticus,18,instruction,9,instruction,Hebrew
3,Leviticus,18,instruction,10,instruction,Hebrew
3,Leviticus,18,instruction,11,instruction,Hebrew
3,Leviticus,18,instruction,12,instruction,Hebrew
3,Leviticus,18,instruction,13,instruction,Hebrew
3,Leviticus,18,instruction,14,instruction,Hebrew
3,Leviticus,18,instruction,15,instruction,Hebrew
3,Leviticus,18,instruction,16,instruction,Hebrew
3,Leviticus,18,instruction,17,instruction,Hebrew
3,Leviticus,18,instruction,18,instruction,Hebrew
3,Leviticus,18,instruction,19,instruction,Hebrew
3,Leviticus,18,instruction,20,instruction,Hebrew
3,Leviticus,18,instruction,21,instruction,Hebrew
3,Leviticus,18,instruction,22,instruction,Hebrew
3,Leviticus,18,instruction,23,instruction,Hebrew
3,Leviticus,18,instruction,24,instruction,Hebrew
3,Leviticus,18,instruction,25,instruction,Hebrew
3,Leviticus,18,instruction,26,instruction,Hebrew
3,Leviticus,18,instruction,27,instruction,Hebrew
3,Leviticus,18,instruction,28,instruction,Hebrew
3,Leviticus,18,instruction,29,instruction,Hebrew
3,Leviticus,18,instruction,30,instruction,Hebrew
3,Leviticus,19,instruction,1,instruction,Hebrew
3,Leviticus,19,instruction,2,instruction,Hebrew
3,Leviticus,19,instruction,3,instruction,Hebrew
3,Leviticus,19,instruction,4,instruction,Hebrew
3,Leviticus,19,instruction,5,instruction,Hebrew
3,Leviticus,19,instruction,6,instruction,Hebrew
3,Leviticus,19,instruction,7,instruction,Hebrew
3,Leviticus,19,instruction,8,instruction,Hebrew
3,Leviticus,19,instruction,9,instruction,Hebrew
3,Leviticus,19,instruction,10,instruction,Hebrew
3,Leviticus,19,instruction,11,instruction,Hebrew
3,Leviticus,19,instruction,12,instruction,Hebrew
3,Leviticus,19,instruction,13,instruction,Hebrew
3,Leviticus,19,instruction,14,instruction,Hebrew
3,Leviticus,19,instruction,15,instruction,Hebrew
3,Leviticus,19,instruction,16,instruction,Hebrew
3,Leviticus,19,instruction,17,instruction,Hebrew
3,Leviticus,19,instruction,18,instruction,Hebrew
3,Leviticus,19,instruction,19,instruction,Hebrew
3,Leviticus,19,instruction,20,instruction,Hebrew
3,Leviticus,19,instruction,21,instruction,Hebrew
3,Leviticus,19,instruction,22,instruction,Hebrew
3,Leviticus,19,instruction,23,instruction,Hebrew
3,Leviticus,19,instruction,24,instruction,Hebrew
3,Leviticus,19,instruction,25,instruction,Hebrew
3,Leviticus,19,instruction,26,instruction,Hebrew
3,Leviticus,19,instruction,27,instruction,Hebrew
3,Leviticus,19,instruction,28,instruction,Hebrew
3,Leviticus,19,instruction,29,instruction,Hebrew
3,Leviticus,19,instruction,30,instruction,Hebrew
3,Leviticus,19,instruction,31,instruction,Hebrew
3,Leviticus,19,instruction,32,instruction,Hebrew
3,Leviticus,19,instruction,33,instruction,Hebrew
3,Leviticus,19,instruction,34,instruction,Hebrew
3,Leviticus,19,instruction,35,instruction,Hebrew
3,Leviticus,19,instruction,36,instruction,Hebrew
3,Leviticus,19,instruction,37,instruction,Hebrew
3,Leviticus,20,instruction,1,instruction,Hebrew
3,Leviticus,20,instruction,2,instruction,Hebrew
3,Leviticus,20,instruction,3,instruction,Hebrew
3,Leviticus,20,instruction,4,instruction,Hebrew
3,Leviticus,20,instruction,5,instruction,Hebrew
3,Leviticus,20,instruction,6,instruction,Hebrew
3,Leviticus,20,instruction,7,instruction,Hebrew
3,Leviticus,20,instruction,8,instruction,Hebrew
3,Leviticus,20,instruction,9,instruction,Hebrew
3,Leviticus,20,instruction,10,instruction,Hebrew
3,Leviticus,20,instruction,11,instruction,Hebrew
3,Leviticus,20,instruction,12,instruction,Hebrew
3,Leviticus,20,instruction,13,instruction,Hebrew
3,Leviticus,20,instruction,14,instruction,Hebrew
3,Leviticus,20,instruction,15,instruction,Hebrew
3,Leviticus,20,instruction,16,instruction,Hebrew
3,Leviticus,20,instruction,17,instruction,Hebrew
3,Leviticus,20,instruction,18,instruction,Hebrew
3,Leviticus,20,instruction,19,instruction,Hebrew
3,Leviticus,20,instruction,20,instruction,Hebrew
3,Leviticus,20,instruction,21,instruction,Hebrew
3,Leviticus,20,instruction,22,instruction,Hebrew
3,Leviticus,20,instruction,23,instruction,Hebrew
3,Leviticus,20,instruction,24,instruction,Hebrew
3,Leviticus,20,instruction,25,instruction,Hebrew
3,Leviticus,20,instruction,26,instruction,Hebrew
3,Leviticus,20,instruction,27,instruction,Hebrew
3,Leviticus,21,instruction,1,instruction,Hebrew
3,Leviticus,21,instruction,2,instruction,Hebrew
3,Leviticus,21,instruction,3,instruction,Hebrew
3,Leviticus,21,instruction,4,instruction,Hebrew
3,Leviticus,21,instruction,5,instruction,Hebrew
3,Leviticus,21,instruction,6,instruction,Hebrew
3,Leviticus,21,instruction,7,instruction,Hebrew
3,Leviticus,21,instruction,8,instruction,Hebrew
3,Leviticus,21,instruction,9,instruction,Hebrew
3,Leviticus,21,instruction,10,instruction,Hebrew
3,Leviticus,21,instruction,11,instruction,Hebrew
3,Leviticus,21,instruction,12,instruction,Hebrew
3,Leviticus,21,instruction,13,instruction,Hebrew
3,Leviticus,21,instruction,14,instruction,Hebrew
3,Leviticus,21,instruction,15,instruction,Hebrew
3,Leviticus,21,instruction,16,instruction,Hebrew
3,Leviticus,21,instruction,17,instruction,Hebrew
3,Leviticus,21,instruction,18,instruction,Hebrew
3,Leviticus,21,instruction,19,instruction,Hebrew
3,Leviticus,21,instruction,20,instruction,Hebrew
3,Leviticus,21,instruction,21,instruction,Hebrew
3,Leviticus,21,instruction,22,instruction,Hebrew
3,Leviticus,21,instruction,23,instruction,Hebrew
3,Leviticus,21,instruction,24,instruction,Hebrew
3,Leviticus,22,instruction,1,instruction,Hebrew
3,Leviticus,22,instruction,2,instruction,Hebrew
3,Leviticus,22,instruction,3,instruction,Hebrew
3,Leviticus,22,instruction,4,instruction,Hebrew
3,Leviticus,22,instruction,5,instruction,Hebrew
3,Leviticus,22,instruction,6,instruction,Hebrew
3,Leviticus,22,instruction,7,instruction,Hebrew
3,Leviticus,22,instruction,8,instruction,Hebrew
3,Leviticus,22,instruction,9,instruction,Hebrew
3,Leviticus,22,instruction,10,instruction,Hebrew
3,Leviticus,22,instruction,11,instruction,Hebrew
3,Leviticus,22,instruction,12,instruction,Hebrew
3,Leviticus,22,instruction,13,instruction,Hebrew
3,Leviticus,22,instruction,14,instruction,Hebrew
3,Leviticus,22,instruction,15,instruction,Hebrew
3,Leviticus,22,instruction,16,instruction,Hebrew
3,Leviticus,22,instruction,17,instruction,Hebrew
3,Leviticus,22,instruction,18,instruction,Hebrew
3,Leviticus,22,instruction,19,instruction,Hebrew
3,Leviticus,22,instruction,20,instruction,Hebrew
3,Leviticus,22,instruction,21,instruction,Hebrew
3,Leviticus,22,instruction,22,instruction,Hebrew
3,Leviticus,22,instruction,23,instruction,Hebrew
3,Leviticus,22,instruction,24,instruction,Hebrew
3,Leviticus,22,instruction,25,instruction,Hebrew
3,Leviticus,22,instruction,26,instruction,Hebrew
3,Leviticus,22,instruction,27,instruction,Hebrew
3,Leviticus,22,instruction,28,instruction,Hebrew
3,Leviticus,22,instruction,29,instruction,Hebrew
3,Leviticus,22,instruction,30,instruction,Hebrew
3,Leviticus,22,instruction,31,instruction,Hebrew
3,Leviticus,22,instruction,32,instruction,Hebrew
3,Leviticus,22,instruction,33,instruction,Hebrew
3,Leviticus,23,instruction,1,instruction,Hebrew
3,Leviticus,23,instruction,2,instruction,Hebrew
3,Leviticus,23,instruction,3,instruction,Hebrew
3,Leviticus,23,instruction,4,instruction,Hebrew
3,Leviticus,23,instruction,5,instruction,Hebrew
3,Leviticus,23,instruction,6,instruction,Hebrew
3,Leviticus,23,instruction,7,instruction,Hebrew
3,Leviticus,23,instruction,8,instruction,Hebrew
3,Leviticus,23,instruction,9,instruction,Hebrew
3,Leviticus,23,instruction,10,instruction,Hebrew
3,Leviticus,23,instruction,11,instruction,Hebrew
3,Leviticus,23,instruction,12,instruction,Hebrew
3,Leviticus,23,instruction,13,instruction,Hebrew
3,Leviticus,23,instruction,14,instruction,Hebrew
3,Leviticus,23,instruction,15,instruction,Hebrew
3,Leviticus,23,instruction,16,instruction,Hebrew
3,Leviticus,23,instruction,17,instruction,Hebrew
3,Leviticus,23,instruction,18,instruction,Hebrew
3,Leviticus,23,instruction,19,instruction,Hebrew
3,Leviticus,23,instruction,20,instruction,Hebrew
3,Leviticus,23,instruction,21,instruction,Hebrew
3,Leviticus,23,instruction,22,instruction,Hebrew
3,Leviticus,23,instruction,23,instruction,Hebrew
3,Leviticus,23,instruction,24,instruction,Hebrew
3,Leviticus,23,instruction,25,instruction,Hebrew
3,Leviticus,23,instruction,26,instruction,Hebrew
3,Leviticus,23,instruction,27,instruction,Hebrew
3,Leviticus,23,instruction,28,instruction,Hebrew
3,Leviticus,23,instruction,29,instruction,Hebrew
3,Leviticus,23,instruction,30,instruction,Hebrew
3,Leviticus,23,instruction,31,instruction,Hebrew
3,Leviticus,23,instruction,32,instruction,Hebrew
3,Leviticus,23,instruction,33,instruction,Hebrew
3,Leviticus,23,instruction,34,instruction,Hebrew
3,Leviticus,23,instruction,35,instruction,Hebrew
3,Leviticus,23,instruction,36,instruction,Hebrew
3,Leviticus,23,instruction,37,instruction,Hebrew
3,Leviticus,23,instruction,38,instruction,Hebrew
3,Leviticus,23,instruction,39,instruction,Hebrew
3,Leviticus,23,instruction,40,instruction,Hebrew
3,Leviticus,23,instruction,41,instruction,Hebrew
3,Leviticus,23,instruction,42,instruction,Hebrew
3,Leviticus,23,instruction,43,instruction,Hebrew
3,Leviticus,23,instruction,44,instruction,Hebrew
3,Leviticus,24,instruction,1,instruction,Hebrew
3,Leviticus,24,instruction,2,instruction,Hebrew
3,Leviticus,24,instruction,3,instruction,Hebrew
3,Leviticus,24,instruction,4,instruction,Hebrew
3,Leviticus,24,instruction,5,instruction,Hebrew
3,Leviticus,24,instruction,6,instruction,Hebrew
3,Leviticus,24,instruction,7,instruction,Hebrew
3,Leviticus,24,instruction,8,instruction,Hebrew
3,Leviticus,24,instruction,9,instruction,Hebrew
3,Leviticus,24,instruction,10,instruction,Hebrew
3,Leviticus,24,instruction,11,instruction,Hebrew
3,Leviticus,24,instruction,12,instruction,Hebrew
3,Leviticus,24,instruction,13,instruction,Hebrew
3,Leviticus,24,instruction,14,instruction,Hebrew
3,Leviticus,24,instruction,15,instruction,Hebrew
3,Leviticus,24,instruction,16,instruction,Hebrew
3,Leviticus,24,instruction,17,instruction,Hebrew
3,Leviticus,24,instruction,18,instruction,Hebrew
3,Leviticus,24,instruction,19,instruction,Hebrew
3,Leviticus,24,instruction,20,instruction,Hebrew
3,Leviticus,24,instruction,21,instruction,Hebrew
3,Leviticus,24,instruction,22,instruction,Hebrew
3,Leviticus,24,instruction,23,instruction,Hebrew
3,Leviticus,25,instruction,1,instruction,Hebrew
3,Leviticus,25,instruction,2,instruction,Hebrew
3,Leviticus,25,instruction,3,instruction,Hebrew
3,Leviticus,25,instruction,4,instruction,Hebrew
3,Leviticus,25,instruction,5,instruction,Hebrew
3,Leviticus,25,instruction,6,instruction,Hebrew
3,Leviticus,25,instruction,7,instruction,Hebrew
3,Leviticus,25,instruction,8,instruction,Hebrew
3,Leviticus,25,instruction,9,instruction,Hebrew
3,Leviticus,25,instruction,10,instruction,Hebrew
3,Leviticus,25,instruction,11,instruction,Hebrew
3,Leviticus,25,instruction,12,instruction,Hebrew
3,Leviticus,25,instruction,13,instruction,Hebrew
3,Leviticus,25,instruction,14,instruction,Hebrew
3,Leviticus,25,instruction,15,instruction,Hebrew
3,Leviticus,25,instruction,16,instruction,Hebrew
3,Leviticus,25,instruction,17,instruction,Hebrew
3,Leviticus,25,instruction,18,instruction,Hebrew
3,Leviticus,25,instruction,19,instruction,Hebrew
3,Leviticus,25,instruction,20,instruction,Hebrew
3,Leviticus,25,instruction,21,instruction,Hebrew
3,Leviticus,25,instruction,22,instruction,Hebrew
3,Leviticus,25,instruction,23,instruction,Hebrew
3,Leviticus,25,instruction,24,instruction,Hebrew
3,Leviticus,25,instruction,25,instruction,Hebrew
3,Leviticus,25,instruction,26,instruction,Hebrew
3,Leviticus,25,instruction,27,instruction,Hebrew
3,Leviticus,25,instruction,28,instruction,Hebrew
3,Leviticus,25,instruction,29,instruction,Hebrew
3,Leviticus,25,instruction,30,instruction,Hebrew
3,Leviticus,25,instruction,31,instruction,Hebrew
3,Leviticus,25,instruction,32,instruction,Hebrew
3,Leviticus,25,instruction,33,instruction,Hebrew
3,Leviticus,25,instruction,34,instruction,Hebrew
3,Leviticus,25,instruction,35,instruction,Hebrew
3,Leviticus,25,instruction,36,instruction,Hebrew
3,Leviticus,25,instruction,37,instruction,Hebrew
3,Leviticus,25,instruction,38,instruction,Hebrew
3,Leviticus,25,instruction,39,instruction,Hebrew
3,Leviticus,25,instruction,40,instruction,Hebrew
3,Leviticus,25,instruction,41,instruction,Hebrew
3,Leviticus,25,instruction,42,instruction,Hebrew
3,Leviticus,25,instruction,43,instruction,Hebrew
3,Leviticus,25,instruction,44,instruction,Hebrew
3,Leviticus,25,instruction,45,instruction,Hebrew
3,Leviticus,25,instruction,46,instruction,Hebrew
3,Leviticus,25,instruction,47,instruction,Hebrew
3,Leviticus,25,instruction,48,instruction,Hebrew
3,Leviticus,25,instruction,49,instruction,Hebrew
3,Leviticus,25,instruction,50,instruction,Hebrew
3,Leviticus,25,instruction,51,instruction,Hebrew
3,Leviticus,25,instruction,52,instruction,Hebrew
3,Leviticus,25,instruction,53,instruction,Hebrew
3,Leviticus,25,instruction,54,instruction,Hebrew
3,Leviticus,25,instruction,55,instruction,Hebrew
3,Leviticus,26,instruction,1,instruction,Hebrew
3,Leviticus,26,instruction,2,instruction,Hebrew
3,Leviticus,26,instruction,3,instruction,Hebrew
3,Leviticus,26,instruction,4,instruction,Hebrew
3,Leviticus,26,instruction,5,instruction,Hebrew
3,Leviticus,26,instruction,6,instruction,Hebrew
3,Leviticus,26,instruction,7,instruction,Hebrew
3,Leviticus,26,instruction,8,instruction,Hebrew
3,Leviticus,26,instruction,9,instruction,Hebrew
3,Leviticus,26,instruction,10,instruction,Hebrew
3,Leviticus,26,instruction,11,instruction,Hebrew
3,Leviticus,26,instruction,12,instruction,Hebrew
3,Leviticus,26,instruction,13,instruction,Hebrew
3,Leviticus,26,instruction,14,instruction,Hebrew
3,Leviticus,26,instruction,15,instruction,Hebrew
3,Leviticus,26,instruction,16,instruction,Hebrew
3,Leviticus,26,instruction,17,instruction,Hebrew
3,Leviticus,26,instruction,18,instruction,Hebrew
3,Leviticus,26,instruction,19,instruction,Hebrew
3,Leviticus,26,instruction,20,instruction,Hebrew
3,Leviticus,26,instruction,21,instruction,Hebrew
3,Leviticus,26,instruction,22,instruction,Hebrew
3,Leviticus,26,instruction,23,instruction,Hebrew
3,Leviticus,26,instruction,24,instruction,Hebrew
3,Leviticus,26,instruction,25,instruction,Hebrew
3,Leviticus,26,instruction,26,instruction,Hebrew
3,Leviticus,26,instruction,27,instruction,Hebrew
3,Leviticus,26,instruction,28,instruction,Hebrew
3,Leviticus,26,instruction,29,instruction,Hebrew
3,Leviticus,26,instruction,30,instruction,Hebrew
3,Leviticus,26,instruction,31,instruction,Hebrew
3,Leviticus,26,instruction,32,instruction,Hebrew
3,Leviticus,26,instruction,33,instruction,Hebrew
3,Leviticus,26,instruction,34,instruction,Hebrew
3,Leviticus,26,instruction,35,instruction,Hebrew
3,Leviticus,26,instruction,36,instruction,Hebrew
3,Leviticus,26,instruction,37,instruction,Hebrew
3,Leviticus,26,instruction,38,instruction,Hebrew
3,Leviticus,26,instruction,39,instruction,Hebrew
3,Leviticus,26,instruction,40,instruction,Hebrew
3,Leviticus,26,instruction,41,instruction,Hebrew
3,Leviticus,26,instruction,42,instruction,Hebrew
3,Leviticus,26,instruction,43,instruction,Hebrew
3,Leviticus,26,instruction,44,instruction,Hebrew
3,Leviticus,26,instruction,45,instruction,Hebrew
3,Leviticus,26,instruction,46,instruction,Hebrew
3,Leviticus,27,instruction,1,instruction,Hebrew
3,Leviticus,27,instruction,2,instruction,Hebrew
3,Leviticus,27,instruction,3,instruction,Hebrew
3,Leviticus,27,instruction,4,instruction,Hebrew
3,Leviticus,27,instruction,5,instruction,Hebrew
3,Leviticus,27,instruction,6,instruction,Hebrew
3,Leviticus,27,instruction,7,instruction,Hebrew
3,Leviticus,27,instruction,8,instruction,Hebrew
3,Leviticus,27,instruction,9,instruction,Hebrew
3,Leviticus,27,instruction,10,instruction,Hebrew
3,Leviticus,27,instruction,11,instruction,Hebrew
3,Leviticus,27,instruction,12,instruction,Hebrew
3,Leviticus,27,instruction,13,instruction,Hebrew
3,Leviticus,27,instruction,14,instruction,Hebrew
3,Leviticus,27,instruction,15,instruction,Hebrew
3,Leviticus,27,instruction,16,instruction,Hebrew
3,Leviticus,27,instruction,17,instruction,Hebrew
3,Leviticus,27,instruction,18,instruction,Hebrew
3,Leviticus,27,instruction,19,instruction,Hebrew
3,Leviticus,27,instruction,20,instruction,Hebrew
3,Leviticus,27,instruction,21,instruction,Hebrew
3,Leviticus,27,instruction,22,instruction,Hebrew
3,Leviticus,27,instruction,23,instruction,Hebrew
3,Leviticus,27,instruction,24,instruction,Hebrew
3,Leviticus,27,instruction,25,instruction,Hebrew
3,Leviticus,27,instruction,26,instruction,Hebrew
3,Leviticus,27,instruction,27,instruction,Hebrew
3,Leviticus,27,instruction,28,instruction,Hebrew
3,Leviticus,27,instruction,29,instruction,Hebrew
3,Leviticus,27,instruction,30,instruction,Hebrew
3,Leviticus,27,instruction,31,instruction,Hebrew
3,Leviticus,27,instruction,32,instruction,Hebrew
3,Leviticus,27,instruction,33,instruction,Hebrew
3,Leviticus,27,instruction,34,instruction,Hebrew
4,Numeri,1,mixed,1,list,Hebrew
4,Numeri,1,mixed,2,list,Hebrew
4,Numeri,1,mixed,3,list,Hebrew
4,Numeri,1,mixed,4,list,Hebrew
4,Numeri,1,mixed,5,list,Hebrew
4,Numeri,1,mixed,6,list,Hebrew
4,Numeri,1,mixed,7,list,Hebrew
4,Numeri,1,mixed,8,list,Hebrew
4,Numeri,1,mixed,9,list,Hebrew
4,Numeri,1,mixed,10,list,Hebrew
4,Numeri,1,mixed,11,list,Hebrew
4,Numeri,1,mixed,12,list,Hebrew
4,Numeri,1,mixed,13,list,Hebrew
4,Numeri,1,mixed,14,list,Hebrew
4,Numeri,1,mixed,15,list,Hebrew
4,Numeri,1,mixed,16,list,Hebrew
4,Numeri,1,mixed,17,list,Hebrew
4,Numeri,1,mixed,18,list,Hebrew
4,Numeri,1,mixed,19,list,Hebrew
4,Numeri,1,mixed,20,list,Hebrew
4,Numeri,1,mixed,21,list,Hebrew
4,Numeri,1,mixed,22,list,Hebrew
4,Numeri,1,mixed,23,list,Hebrew
4,Numeri,1,mixed,24,list,Hebrew
4,Numeri,1,mixed,25,list,Hebrew
4,Numeri,1,mixed,26,list,Hebrew
4,Numeri,1,mixed,27,list,Hebrew
4,Numeri,1,mixed,28,list,Hebrew
4,Numeri,1,mixed,29,list,Hebrew
4,Numeri,1,mixed,30,list,Hebrew
4,Numeri,1,mixed,31,list,Hebrew
4,Numeri,1,mixed,32,list,Hebrew
4,Numeri,1,mixed,33,list,Hebrew
4,Numeri,1,mixed,34,list,Hebrew
4,Numeri,1,mixed,35,list,Hebrew
4,Numeri,1,mixed,36,list,Hebrew
4,Numeri,1,mixed,37,list,Hebrew
4,Numeri,1,mixed,38,list,Hebrew
4,Numeri,1,mixed,39,list,Hebrew
4,Numeri,1,mixed,40,list,Hebrew
4,Numeri,1,mixed,41,list,Hebrew
4,Numeri,1,mixed,42,list,Hebrew
4,Numeri,1,mixed,43,list,Hebrew
4,Numeri,1,mixed,44,list,Hebrew
4,Numeri,1,mixed,45,list,Hebrew
4,Numeri,1,mixed,46,list,Hebrew
4,Numeri,1,mixed,47,prose,Hebrew
4,Numeri,1,mixed,48,prose,Hebrew
4,Numeri,1,mixed,49,prose,Hebrew
4,Numeri,1,mixed,50,prose,Hebrew
4,Numeri,1,mixed,51,prose,Hebrew
4,Numeri,1,mixed,52,prose,Hebrew
4,Numeri,1,mixed,53,prose,Hebrew
4,Numeri,1,mixed,54,prose,Hebrew
4,Numeri,2,mixed,1,prose,Hebrew
4,Numeri,2,mixed,2,prose,Hebrew
4,Numeri,2,mixed,3,list,Hebrew
4,Numeri,2,mixed,4,list,Hebrew
4,Numeri,2,mixed,5,list,Hebrew
4,Numeri,2,mixed,6,list,Hebrew
4,Numeri,2,mixed,7,list,Hebrew
4,Numeri,2,mixed,8,list,Hebrew
4,Numeri,2,mixed,9,list,Hebrew
4,Numeri,2,mixed,10,list,Hebrew
4,Numeri,2,mixed,11,list,Hebrew
4,Numeri,2,mixed,12,list,Hebrew
4,Numeri,2,mixed,13,list,Hebrew
4,Numeri,2,mixed,14,list,Hebrew
4,Numeri,2,mixed,15,list,Hebrew
4,Numeri,2,mixed,16,list,Hebrew
4,Numeri,2,mixed,17,list,Hebrew
4,Numeri,2,mixed,18,list,Hebrew
4,Numeri,2,mixed,19,list,Hebrew
4,Numeri,2,mixed,20,list,Hebrew
4,Numeri,2,mixed,21,list,Hebrew
4,Numeri,2,mixed,22,list,Hebrew
4,Numeri,2,mixed,23,list,Hebrew
4,Numeri,2,mixed,24,list,Hebrew
4,Numeri,2,mixed,25,list,Hebrew
4,Numeri,2,mixed,26,list,Hebrew
4,Numeri,2,mixed,27,list,Hebrew
4,Numeri,2,mixed,28,list,Hebrew
4,Numeri,2,mixed,29,list,Hebrew
4,Numeri,2,mixed,30,list,Hebrew
4,Numeri,2,mixed,31,list,Hebrew
4,Numeri,2,mixed,32,list,Hebrew
4,Numeri,2,mixed,33,prose,Hebrew
4,Numeri,2,mixed,34,prose,Hebrew
4,Numeri,3,mixed,1,list,Hebrew
4,Numeri,3,mixed,2,list,Hebrew
4,Numeri,3,mixed,3,list,Hebrew
4,Numeri,3,mixed,4,list,Hebrew
4,Numeri,3,mixed,5,list,Hebrew
4,Numeri,3,mixed,6,list,Hebrew
