dpar,level,mean,median,lo_95,lo_80,lo_50,hi_50,hi_80,hi_95
vc,Deuteronomy_4Q31,-0.528839139799095,-0.5507216965714485,-2.3044096366067377,-1.6685578616138557,-1.1332529130317996,0.06298768896487111,0.6412447304914138,1.3409386091342739
vc,Deuteronomy_4Q35,-1.3673037599778064,-1.3327583520957655,-3.2764140949263454,-2.571240132264336,-1.9682444772976941,-0.7350022900656037,-0.21178535313243213,0.39223210639975203
vc,Deuteronomy_4Q36,-1.2227319586697307,-1.1974395235817477,-3.196144809105656,-2.4666461820067145,-1.8476431047162465,-0.5756344617379232,-0.025304288478453733,0.6295701455512174
vc,Deuteronomy_4Q37,-1.4743301115735916,-1.4350994016394956,-3.407071446243773,-2.6286884925890375,-2.0416648782406535,-0.8524198123057221,-0.35605552492987813,0.17431269549150324
vc,Deuteronomy_4Q38a,-1.3612207742653082,-1.330667544686595,-3.319154978463208,-2.551482923944705,-1.9586721155327322,-0.7368563942244541,-0.19250672655191056,0.38605169233877873
vc,Deuteronomy_4Q41,-1.5606096536003131,-1.5265027118027408,-3.3818728547016024,-2.686136995522111,-2.1115081486437575,-0.9672155826623166,-0.48841446117733367,0.08152833577711655
vc,Deuteronomy_8Q3,-0.6220547166383279,-0.6383064164655231,-2.3837050443714496,-1.7624506463769836,-1.2190859518975787,-0.03092052266703421,0.5226581794319725,1.2309019000043662
vc,Deuteronomy_MT,-1.7091562380741498,-1.6929508264013582,-2.555638648613863,-2.239941154195412,-1.9770508579442785,-1.4299896717111444,-1.194309692558735,-0.9473020261287114
vc,Deuteronomy_Xq2,-1.2914454956546637,-1.2594184279524194,-3.23703098185953,-2.515194442190645,-1.8855625208797635,-0.6613213035788146,-0.12982016315390998,0.504254597440816
vc,Deuteronomy_Xq3,-1.3964336071773122,-1.3597808314151252,-3.331153934859654,-2.5993632585718878,-1.9929733116237895,-0.7671175447922525,-0.23863765435146803,0.35448188770764316
