verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
1928977,<BR[,1Q13,Deuteronomy,11,8,<WBRJM,LM<N TXZQW W B>TM W JRCTM >T H >RY >CR >TM <WBRJM CMH L RCTH,None,None,,,,1,1111 11111 1 1111 1 11111 11 1 111 111 000 000011 111 1 1111,qal,ptca,,,,,,,
1929010,BW>[,1Q13,Deuteronomy,11,10,B>,KJ H >RY >CR >TH B> CMH L RCTH L> K >RY MYRJM HJ> >CR JY>TM M CM >CR TZR< >T ZR<K W HCQJT B RGLK,None,None,,,,1,00 0 111 111 111 11 111 1 1111 11 1 000 00001 100 000 01111 1 11 111 1111 11 1111 1 11111 1 1111,qal,ptca,,,,,,,
1929020,JY>[,1Q13,Deuteronomy,11,10,JY>TM,KJ H >RY >CR >TH B> CMH L RCTH L> K >RY MYRJM HJ> >CR JY>TM M CM >CR TZR< >T ZR<K W HCQJT B RGLK,None,None,,,,1,00 0 111 111 111 11 111 1 1111 11 1 000 00001 100 000 01111 1 11 111 1111 11 1111 1 11111 1 1111,qal,perf,,,,,,,
1931842,BW>[,2Q11,Deuteronomy,17,14,TBW>,KJ TBW> >L H >RY >CR JHWH >LWHJKH NWTN LKH W JRCTH W JCBTH BH W >MRTH >FJMH <LJ MLK K KWL H GWJM >CR SBJBWTJ,KJ TBW> >L H >RY,,>L H >RY,,0,0,11 1111 11 1 111 111 1111 1111111 0000 000 0 00001 1 11111 11 1 11111 11111 111 111 1 111 1 1111 111 1111001,qal,impf,>L,,,,,,
1931979,HLK[,2Q12,Deuteronomy,10,11,LK,W JW>MR JHWH >LJ QWM LK L MS< L PNJ H <M W JBW>W W JRCW >T H >RY >CR NCB<TJ L >BWTJHMH L TT LHMH,LK L MS< L PNJ H <M,,L PNJ H <M,,0,0,0 00000 0111 111 111 11 1 111 1 111 1 11 1 11111 1 1111 11 1 111 111 111111 0 00000001 1 11 1111,qal,impv,L,,,,,,
1932018,HLK[,2Q12,Deuteronomy,10,12,LKT,W <TH JFR>L MH JHWH >LWHJKH CW>L M <MKH KJ >M L JR>H >T JHWH >LWHJKH L LKT B KWL DRKJW W L >HBH >WTW W L <BD >T JHWH >LHJK B KL LBBK W B KL NPCK,L LKT B KWL DRKJW,,B KWL DRKJW,,0,0,1 100 01111 11 1111 1111111 1111 1 1111 11 11 1 1111 11 1111 1111111 1 111 1 110 11111 1 1 1111 1111 1 1 111 11 1111 11111 1 11 1111 1 1 11 1111,qal,infc,B,,,,,,
1978369,HLK[,4Q28,Deuteronomy,24,2,HLKH,W HLKH W HJTH L >JC >XR,None,None,,,,0,0 0000 0 0000 0 000 111,qal,perf,,,,,,,
1978452,JY>[,4Q28,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,None,None,,,,0,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 01 111 000 0000 0 0000 000 000 0 000 00 0000 000 001,qal,impf,,,,,,,
1978457,<BR[,4Q28,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW KL DBR NQJ JHJH L BJTW CNH >XT W FMX >T >CTW >CR LQX,None,None,,,,0,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 01 111 000 0000 0 0000 000 000 0 000 00 0000 000 001,qal,impf,,,,,,,
1978553,JY>[,4Q29,Deuteronomy,29,24,HWYJ>W,W >MRW <L >CR <ZBW >T BRJT JHWH >LHJ >BWTM KRT <MM B HWYJ>W >TM M >RY MYRJM,None,None,,,,0,1 1111 11 111 1111 11 1111 1111 1111 00000 011 111 1 111111 111 1 111 11111,hif,infc,,,,,,,
