verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse,spatial_arg_type
35832_lxx,,LXX,Exodus,13,5,,"καὶ ἔσται ἡνίκα ἐὰν εἰσαγάγῃ σε Κύριος ὁ Θεός σου εἰς τὴν γῆν τῶν Χαναναίων καὶ Χετταίων καὶ Ἀμορραίων καὶ Εὐαίων καὶ Ἰεβουσαίων καὶ Γεργεσαίων καὶ Φερεζαίων, ἣν ὤμοσε τοῖς πατράσι σου δοῦναί σοι γῆν ρέουσαν γάλα καὶ μέλι, καὶ ποιήσεις τὴν λατρείαν ταύτην ἐν τῷ μηνὶ τούτῳ.",,,,,,,,,,,,,,,,,,,,,,,
35968_mt,BW>[,MT,Exodus,13,11,JB>K,W HJH KJ JB>K JHWH >L >RY H KN<NJ K >CR NCB< LK W L >BTJK W NTNH LK,,hif,impf,KJ JB>K JHWH >L >RY H KN<NJ,JHWH,>L >RY H KN<NJ,>L >RY/ H KN<NJ/,in the land of the Canaanites,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
35968_lxx,,LXX,Exodus,13,11,,"καὶ ἔσται ὡς ἂν εἰσαγάγῃ σε Κύριος ὁ Θεός σου εἰς τὴν γῆν τῶν Χαναναίων, ὃν τρόπον ὤμοσε τοῖς πατράσι σου, καὶ δώσει σοι αὐτήν,",,,,,,,,,,,,,,,,,,,,,,,
36545_mt,BW>[,MT,Exodus,14,16,JB>W,W >TH HRM >T MVK W NVH >T JDK <L H JM W BQ<HW W JB>W BNJ JFR>L B TWK H JM B JBCH,,qal,impf,W JB>W BNJ JFR>L B TWK H JM B JBCH,BNJ JFR>L,B TWK H JM,B TWK/ H JM/,in/through the midst of the sea,0.0,prep,topo,inanim,det,subs,complex,factive,B,,,,,,trajectory
36545_lxx,,LXX,Exodus,14,16,,"καὶ σὺ ἔπαρον τῇ ράβδῳ σου καὶ ἔκτεινον τὴν χεῖρά σου ἐπὶ τὴν θάλασσαν καὶ ρῆξον αὐτήν, καὶ εἰσελθάτωσαν οἱ υἱοὶ Ἰσραὴλ εἰς μέσον τῆς θαλάσσης κατὰ τὸ ξηρόν.",,,,,,,,,,,,,,,,,,,,,,,
36563_mt,BW>[,MT,Exodus,14,17,JB>W,W >NJ HNNJ MXZQ >T LB MYRJM W JB>W >XRJHM W >KBDH B PR<H W B KL XJLW B RKBW W B PRCJW,,qal,impf,W JB>W >XRJHM,,>XRJHM,>XR/,after/behind them,0.0,prep,prps,inanim,det,prsf,simple,factive,>XR/,,,,,,other
36563_lxx,,LXX,Exodus,14,17,,"καὶ ἰδοὺ ἐγὼ σκληρυνῶ τὴν καρδίαν Φαραὼ καὶ τῶν Αἰγυπτίων πάντων, καὶ εἰσελεύσονται ὀπίσω αὐτῶν · καὶ ἐνδοξασθήσομαι ἐν Φαραὼ καὶ ἐν πάσῃ τῇ στρατιᾷ αὐτοῦ καὶ ἐν τοῖς ἅρμασι καὶ ἐν τοῖς ἵπποις αὐτοῦ.",,,,,,,,,,,,,,,,,,,,,,,
36620_mt,BW>[,MT,Exodus,14,20,JB>,W JB> BJN MXNH MYRJM W BJN MXNH JFR>L W JHJ H <NN W H XCK W J>R >T H LJLH W L> QRB ZH >L ZH KL H LJLH,,qal,wayq,W JB> BJN MXNH MYRJM W BJN MXNH JFR>L,,BJN MXNH MYRJM W BJN MXNH JFR>L,BJN/ MXNH/ MYRJM/ W BJN/ MXNH/ JFR>L/,between the camp of Egypt and the camp of Israel,0.0,prep,topo,inanim,det,subs,complex,factive,BJN/,BJN/,,,,,location
36620_lxx,,LXX,Exodus,14,20,,"καὶ εἰσῆλθεν ἀνὰ μέσον τῆς παρεμβολῆς τῶν Αἰγυπτίων καὶ ἀνὰ μέσον τῆς παρεμβολῆς Ἰσραὴλ καὶ ἔστη · καὶ ἐγένετο σκότος καὶ γνόφος, καὶ διῆλθεν ἡ νύξ, καὶ οὐ συνέμιξαν ἀλλήλοις ὅλην τὴν νύκτα ·",,,,,,,,,,,,,,,,,,,,,,,
36683_mt,BW>[,MT,Exodus,14,22,JB>W,W JB>W BNJ JFR>L B TWK H JM B JBCH W H MJM LHM XMH M JMJNM W M FM>LM,,qal,wayq,W JB>W BNJ JFR>L B TWK H JM B JBCH,BNJ JFR>L,B TWK H JM,B TWK/ H JM/,in/through the midst of the sea,0.0,prep,topo,inanim,det,subs,complex,factive,B,,,,,,trajectory
36683_lxx,,LXX,Exodus,14,22,,"καὶ εἰσῆλθον οἱ υἱοὶ Ἰσραὴλ εἰς μέσον τῆς θαλάσσης κατὰ τὸ ξηρόν, καὶ τὸ ὕδωρ αὐτῆς τεῖχος ἐκ δεξιῶν καὶ τεῖχος ἐξ εὐωνύμων · E",,,,,,,,,,,,,,,,,,,,,,,
36707_mt,BW>[,MT,Exodus,14,23,JB>W,W JRDPW MYRJM W JB>W >XRJHM KL SWS PR<H RKBW W PRCJW >L TWK H JM,,qal,wayq,W JB>W >XRJHM KL SWS PR<H RKBW W PRCJW >L TWK H JM,KL SWS PR<H RKBW W PRCJW,>XRJHM,>XR/,after/behind them,0.0,prep,prps,anim,det,prsf,simple,factive,>XR/,,,,,,other
36707_mt,BW>[,MT,Exodus,14,23,JB>W,W JRDPW MYRJM W JB>W >XRJHM KL SWS PR<H RKBW W PRCJW >L TWK H JM,,qal,wayq,W JB>W >XRJHM KL SWS PR<H RKBW W PRCJW >L TWK H JM,KL SWS PR<H RKBW W PRCJW,>L TWK H JM,>L TWK/ H JM/,into the midst of the sea,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,trajectory
36707_lxx,,LXX,Exodus,14,23,,"καὶ κατεδίωξαν οἱ Αἰγύπτιοι καὶ εἰσῆλθον ὀπίσω αὐτῶν, πᾶς ἵππος Φαραὼ καὶ τὰ ἅρματα καὶ οἱ ἀναβάται, εἰς μέσον τῆς θαλάσσης.",,,,,,,,,,,,,,,,,,,,,,,
36707_lxx,,LXX,Exodus,14,23,,"καὶ κατεδίωξαν οἱ Αἰγύπτιοι καὶ εἰσῆλθον ὀπίσω αὐτῶν, πᾶς ἵππος Φαραὼ καὶ τὰ ἅρματα καὶ οἱ ἀναβάται, εἰς μέσον τῆς θαλάσσης.",,,,,,,,,,,,,,,,,,,,,,,
36834_mt,BW>[,MT,Exodus,14,28,B>JM,W JCBW H MJM W JKSW >T H RKB W >T H PRCJM L KL XJL PR<H H B>JM >XRJHM B JM L> NC>R BHM <D >XD,,qal,ptca,H B>JM >XRJHM B JM,,>XRJHM,>XR/,after/behind them,0.0,prep,prps,anim,det,prsf,simple,factive,>XR/,,,,,,other
36834_mt,BW>[,MT,Exodus,14,28,B>JM,W JCBW H MJM W JKSW >T H RKB W >T H PRCJM L KL XJL PR<H H B>JM >XRJHM B JM L> NC>R BHM <D >XD,,qal,ptca,H B>JM >XRJHM B JM,,B JM,B H JM/,in the sea,0.0,prep,topo,inanim,det,subs,simple,factive,B,,,,locative in the database,,goal
36834_lxx,,LXX,Exodus,14,28,,"καὶ ἐπαναστραφὲν τὸ ὕδωρ ἐκάλυψε τὰ ἅρματα καὶ τοὺς ἀναβάτας καὶ πᾶσαν τὴν δύναμιν Φαραώ, τοὺς εἰσπορευομένους ὀπίσω αὐτῶν, εἰς τὴν θάλασσαν, καὶ οὐ κατελήφθη ἐξ αὐτῶν οὐ -δὲ εἷς.",,,,,,,,,,,,,,,,,,,,,,,
36834_lxx,,LXX,Exodus,14,28,,"καὶ ἐπαναστραφὲν τὸ ὕδωρ ἐκάλυψε τὰ ἅρματα καὶ τοὺς ἀναβάτας καὶ πᾶσαν τὴν δύναμιν Φαραώ, τοὺς εἰσπορευομένους ὀπίσω αὐτῶν, εἰς τὴν θάλασσαν, καὶ οὐ κατελήφθη ἐξ αὐτῶν οὐ -δὲ εἷς.",,,,,,,,,,,,,,,,,,,,,,,
37122_mt,BW>[,MT,Exodus,15,17,TB>MW,TB>MW W TV<MW B HR NXLTK MKWN L CBTK P<LT JHWH MQDC >DNJ KWNNW JDJK,,hif,impf,TB>MW,,no complement,no complement,,,,,,,,,,,,,,,,
37122_lxx,,LXX,Exodus,15,17,,"εἰσαγαγὼν καταφύτευσον αὐτοὺς εἰς ὄρος κληρονομίας σου, εἰς ἕτοιμον κατοικητήριόν σου, ὃ κατηρτίσω, Κύριε, ἁγίασμα, Κύριε, ὃ ἡτοίμασαν αἱ χεῖρές σου.",,,,,,,,,,,,,,,,,,,,,,,
37144_mt,BW>[,MT,Exodus,15,19,B>,KJ B> SWS PR<H B RKBW W B PRCJW B JM W JCB JHWH <LHM >T MJ H JM W BNJ JFR>L HLKW B JBCH B TWK H JM,,qal,perf,KJ B> SWS PR<H B RKBW W B PRCJW B JM,SWS PR<H,B JM,B H JM/,in the water,0.0,prep,topo,inanim,det,subs,simple,factive fictive,B,,,,water not a destination here,,goal
37144_lxx,,LXX,Exodus,15,19,,"ὅτι εἰσῆλθεν ἵππος Φαραὼ σὺν ἅρμασι καὶ ἀναβάταις εἰς θάλασσαν, καὶ ἐπήγαγεν ἐπ’ αὐτοὺς Κύριος τὸ ὕδωρ τῆς θαλάσσης · οἱ δὲ υἱοὶ Ἰσραὴλ ἐπορεύθησαν διὰ ξηρᾶς ἐν μέσῳ τῆς θαλάσσης.",,,,,,,,,,,,,,,,,,,,,,,
37239_mt,BW>[,MT,Exodus,15,23,JB>W,W JB>W MRTH W L> JKLW L CTT MJM M MRH KJ MRJM HM <L KN QR> CMH MRH,,qal,wayq,W JB>W MRTH,,MRTH,MRH=/,to Marah,1.0,dir-he,topo,inanim,det,nmpr,simple,factive,,,,,,,goal
37239_lxx,,LXX,Exodus,15,23,,"ἦλθον δὲ εἰς Μερρᾶ καὶ οὐκ ἠδύναντο πιεῖν ἐκ Μερρᾶς, πικρὸν γὰρ ἦν · διὰ τοῦτο ἐπωνόμασε τὸ ὄνομα τοῦ τόπου ἐκείνου Πικρία.",,,,,,,,,,,,,,,,,,,,,,,
37331_mt,BW>[,MT,Exodus,15,27,JB>W,W JB>W >JLMH W CM CTJM <FRH <JNT MJM W CB<JM TMRJM W JXNW CM <L H MJM,,qal,wayq,W JB>W >JLMH,,>JLMH,>JLM=/,to Elim,1.0,dir-he,topo,inanim,det,nmpr,simple,factive,,,,,,,goal
37331_lxx,,LXX,Exodus,15,27,,"καὶ ἤλθοσαν εἰς Αἰλείμ, καὶ ἦσαν ἐκεῖ δώδεκα πηγαὶ ὑδάτων καὶ ἑβδομήκοντα στελέχη φοινίκων · παρενέβαλον δὲ ἐκεῖ παρὰ τὰ ὕδατα.",,,,,,,,,,,,,,,,,,,,,,,
37353_mt,BW>[,MT,Exodus,16,1,JB>W,W JS<W M >JLM W JB>W KL <DT BNJ JFR>L >L MDBR SJN >CR BJN >JLM W BJN SJNJ B XMCH <FR JWM L XDC H CNJ L Y>TM M >RY MYRJM,,qal,wayq,W JB>W KL <DT BNJ JFR>L >L MDBR SJN B XMCH <FR JWM L XDC H CNJ,KL <DT BNJ JFR>L,>L MDBR SJN,>L MDBR/ SJN/,into the wilderness of Sin,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
37353_lxx,,LXX,Exodus,16,1,,"ἀπῆραν δὲ ἐξ Αἰλεὶμ καὶ ἤλθοσαν πᾶσα συναγωγὴ υἱῶν Ἰσραὴλ εἰς τὴν ἔρημον Σίν, ὅ ἐστιν ἀνὰ μέσον Αἰλεὶμ καὶ ἀνὰ μέσον Σινά. τῇ δὲ πεντεκαιδεκάτῃ ἡμέρᾳ τῷ μηνὶ τῷ δευτέρῳ ἐξεληλυθότων αὐτῶν ἐκ γῆς Αἰγύπτου,",,,,,,,,,,,,,,,,,,,,,,,
37480_mt,BW>[,MT,Exodus,16,5,JBJ>W,W HJH B JWM H CCJ W HKJNW >T >CR JBJ>W W HJH MCNH <L >CR JLQVW JWM JWM,,hif,impf,>T >CR JBJ>W,,no complement,no complement,,,,,,,,,,,,,,,,
37480_lxx,,LXX,Exodus,16,5,,"καὶ ἔσται ἐν τῇ ἡμέρᾳ τῇ ἕκτῃ καὶ ἑτοιμάσουσιν ὃ ἂν εἰσενέγκωσι, καὶ ἔσται διπλοῦν ὃ ἐὰν συναγάγωσι τὸ καθ’ ἡμέραν εἰς ἡμέραν.",,,,,,,,,,,,,,,,,,,,,,,
37837_mt,BW>[,MT,Exodus,16,22,JB>W,W JHJ B JWM H CCJ LQVW LXM MCNH CNJ H <MR L >XD W JB>W KL NFJ>J H <DH W JGJDW L MCH,,qal,wayq,W JB>W KL NFJ>J H <DH,KL NFJ>J H <DH,no complement,no complement,,,,,,,,,,,,,,,,
37837_lxx,,LXX,Exodus,16,22,,"ἐγένετο δὲ τῇ ἡμέρᾳ τῇ ἕκτῃ, συνέλεξαν τὰ δέοντα διπλᾶ, δύο γομὸρ τῷ ἑνί · εἰσήλθοσαν δὲ πάντες οἱ ἄρχοντες τῆς συναγωγῆς καὶ ἀνήγγειλαν Μωυσῇ ·",,,,,,,,,,,,,,,,,,,,,,,
38103_mt,BW>[,MT,Exodus,16,35,B>M,W BNJ JFR>L >KLW >T H MN >RB<JM CNH <D B>M >L >RY NWCBT >T H MN >KLW <D B>M >L QYH >RY KN<N,,qal,infc,<D B>M >L >RY NWCBT,,>L >RY NWCBT,>L >RY/ JCB[,to an inhabited land,0.0,prep,topo,inanim,und,subs,complex,factive,>L,,,,,,goal
38112_mt,BW>[,MT,Exodus,16,35,B>M,W BNJ JFR>L >KLW >T H MN >RB<JM CNH <D B>M >L >RY NWCBT >T H MN >KLW <D B>M >L QYH >RY KN<N,,qal,infc,<D B>M >L QYH >RY KN<N,,>L QYH >RY KN<N,>L QYH=/ >RY/ KN<N/,to the border of the land of Canaan,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
38103_lxx,,LXX,Exodus,16,35,,"οἱ δὲ υἱοὶ Ἰσραὴλ ἔφαγον τὸ μὰν ἔτη τεσσαράκοντα, ἕως ἦλθον εἰς γῆν οἰκουμένην · ἐφάγοσαν τὸ μάν, ἕως παρεγένοντο εἰς μέρος τῆς Φοινίκης.",,,,,,,,,,,,,,,,,,,,,,,
38112_lxx,,LXX,Exodus,16,35,,"οἱ δὲ υἱοὶ Ἰσραὴλ ἔφαγον τὸ μὰν ἔτη τεσσαράκοντα, ἕως ἦλθον εἰς γῆν οἰκουμένην · ἐφάγοσαν τὸ μάν, ἕως παρεγένοντο εἰς μέρος τῆς Φοινίκης.",,,,,,,,,,,,,,,,,,,,,,,
38311_mt,BW>[,MT,Exodus,17,8,JB>,W JB> <MLQ W JLXM <M JFR>L B RPJDM,,qal,wayq,W JB> <MLQ,<MLQ,no complement,no complement,,,,,,,,,,,,,,,,
38311_lxx,,LXX,Exodus,17,8,,ἦλθε δὲ Ἀμαλὴκ καὶ ἐπολέμει Ἰσραὴλ ἐν Ραφιδείν.,,,,,,,,,,,,,,,,,,,,,,,
38416_mt,BW>[,MT,Exodus,17,12,B>,W JDJ MCH KBDJM W JQXW >BN W JFJMW TXTJW W JCB <LJH W >HRN W XWR TMKW B JDJW M ZH >XD W M ZH >XD W JHJ JDJW >MWNH <D B> H CMC,,qal,infc,<D B> H CMC,H CMC,no complement,no complement,,,,,,,,,,,,,,,,
38416_lxx,,LXX,Exodus,17,12,,"αἱ δὲ χεῖρες Μωυσῆ βαρεῖαι · E καὶ λαβόντες λίθον ὑπέθηκαν ὑπ’ αὐτόν, καὶ ἐκάθητο ἐπ’ αὐτοῦ, καὶ Ἀαρὼν καὶ Ὢρ ἐστήριζον τὰς χεῖρας αὐτοῦ, ἐντεῦθεν εἷς καὶ ἐντεῦθεν εἷς · E καὶ ἐγένοντο αἱ χεῖρες Μωυσῆ ἐστηριγμέναι ἕως δυσμῶν ἡλίου.",,,,,,,,,,,,,,,,,,,,,,,
38548_mt,BW>[,MT,Exodus,18,5,JB>,W JB> JTRW XTN MCH W BNJW W >CTW >L MCH >L H MDBR >CR HW> XNH CM HR H >LHJM,,qal,wayq,W JB> JTRW XTN MCH W BNJW W >CTW >L MCH >L H MDBR,JTRW XTN MCH W BNJW W >CTW,>L MCH >L H MDBR,>L MCH=/ >L H MDBR/,to Moses into the wilderness,0.0,prep + prep,pers,anim,det,nmpr,complex,factive,>L,>L,,,,,goal
38548_lxx,,LXX,Exodus,18,5,,"καὶ ἐξῆλθεν Ἰοθὸρ ὁ γαμβρὸς Μωυσῆ καὶ οἱ υἱοὶ καὶ ἡ γυνὴ πρὸς Μωυσῆν εἰς τὴν ἔρημον, οὗ παρενέβαλεν ἐπ’ ὄρους τοῦ Θεοῦ.",,,,,,,,,,,,,,,,,,,,,,,
38575_mt,BW>[,MT,Exodus,18,6,B>,W J>MR >L MCH >NJ XTNK JTRW B> >LJK W >CTK W CNJ BNJH <MH,,qal,ptca,>NJ XTNK JTRW B> >LJK,>NJ XTNK JTRW,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,>LJK,,,,,,goal
38575_lxx,,LXX,Exodus,18,6,,"ἀνηγγέλη δὲ Μωυσῇ λέγοντες · ἰδοὺ ὁ γαμβρός σου Ἰοθὸρ παραγίνεται πρὸς σέ, καὶ ἡ γυνὴ καὶ οἱ δύο υἱοί σου μετ’ αὐτοῦ.",,,,,,,,,,,,,,,,,,,,,,,
38602_mt,BW>[,MT,Exodus,18,7,JB>W,W JY> MCH L QR>T XTNW W JCTXW W JCQ LW W JC>LW >JC L R<HW L CLWM W JB>W H >HLH,,qal,wayq,W JB>W H >HLH,,H >HLH,H >HL/,to the tent,1.0,dir-he,topo,inanim,det,subs,simple,factive,,,,,,,goal
38602_lxx,,LXX,Exodus,18,7,,"ἐξῆλθε δὲ Μωυσῆς εἰς συνάντησιν τῷ γαμβρῷ καὶ προσεκύνησεν αὐτῷ καὶ ἐφίλησεν αὐτόν, καὶ ἠσπάσαντο ἀλλήλους · καὶ εἰσήγαγεν αὐτοὺς εἰς τὴν σκηνήν.",,,,,,,,,,,,,,,,,,,,,,,
38703_mt,BW>[,MT,Exodus,18,12,JB>,W JQX JTRW XTN MCH <LH W ZBXJM L >LHJM W JB> >HRN W KL ZQNJ JFR>L L >KL LXM <M XTN MCH L PNJ H >LHJM,,qal,wayq,W JB> >HRN W KL ZQNJ JFR>L,>HRN W KL ZQNJ JFR>L,no complement,no complement,,,,,,,,,,,,,,,,
38703_lxx,,LXX,Exodus,18,12,,καὶ ἔλαβεν Ἰοθὸρ ὁ γαμβρὸς Μωυσῆ ὁλοκαυτώματα καὶ θυσίας τῷ Θεῷ · παρεγένετο δὲ Ἀαρὼν καὶ πάντες οἱ πρεσβύτεροι Ἰσραὴλ συμφαγεῖν ἄρτον μετὰ τοῦ γαμβροῦ Μωυσῆ ἐναντίον τοῦ Θεοῦ.,,,,,,,,,,,,,,,,,,,,,,,
38789_mt,BW>[,MT,Exodus,18,15,JB>,W J>MR MCH L XTNW KJ JB> >LJ H <M L DRC >LHJM,,qal,impf,KJ JB> >LJ H <M,H <M,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,>LJ,,,,,,goal
38789_lxx,,LXX,Exodus,18,15,,"καὶ λέγει Μωυσῆς τῷ γαμβρῷ, ὅτι παραγίνεται πρός με ὁ λαὸς ἐκζητῆσαι κρίσιν παρὰ τοῦ Θεοῦ.",,,,,,,,,,,,,,,,,,,,,,,
38800_mt,BW>[,MT,Exodus,18,16,B>,KJ JHJH LHM DBR B> >LJ W CPVTJ BJN >JC W BJN R<HW W HWD<TJ >T XQJ H >LHJM W >T TWRTJW,,qal,perf,B> >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,>LJ,,,,,,goal
38800_lxx,,LXX,Exodus,18,16,,"ὅταν γὰρ γένηται αὐτοῖς ἀντιλογία καὶ ἔλθωσι πρός με, διακρίνω ἕκαστον καὶ συμβιβάζω αὐτοὺς τὰ προστάγματα τοῦ Θεοῦ καὶ τὸν νόμον αὐτοῦ.",,,,,,,,,,,,,,,,,,,,,,,
38869_mt,BW>[,MT,Exodus,18,19,HB>T,<TH CM< B QLJ >J<YK W JHJ >LHJM <MK HJH >TH L <M MWL H >LHJM W HB>T >TH >T H DBRJM >L H >LHJM,,hif,perf,W HB>T >TH >T H DBRJM >L H >LHJM,>TH,>L H >LHJM,>L H >LHJM/,to the God,0.0,prep,pers,anim,det,subs,simple,factive fictive,>L,,,,"bring the matters to God, actual motion?",,other
38869_lxx,,LXX,Exodus,18,19,,"νῦν οὖν ἄκουσόν μου καὶ συμβουλεύσω σοι, καὶ ἔσται ὁ Θεὸς μετὰ σοῦ. γίνου σὺ τῷ λαῷ τὰ πρὸς τὸν Θεὸν καὶ ἀνοίσεις τοὺς λόγους αὐτῶν πρὸς τὸν Θεόν,",,,,,,,,,,,,,,,,,,,,,,,
38943_mt,BW>[,MT,Exodus,18,22,JBJ>W,W CPVW >T H <M B KL <T W HJH KL H DBR H GDL JBJ>W >LJK W KL H DBR H QVN JCPVW HM W HQL M <LJK W NF>W >TK,,hif,impf,KL H DBR H GDL JBJ>W >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,>L,,,,bring the matters to you fictive motion,,other
38943_lxx,,LXX,Exodus,18,22,,"καὶ κρινοῦσι τὸν λαὸν πᾶσαν ὥραν · τὸ δὲ ρῆμα τὸ ὑπέρογκον ἀνοίσουσιν ἐπὶ σέ, τὰ δὲ βραχέα τῶν κριμάτων κρινοῦσιν αὐτοὶ καὶ κουφιοῦσιν ἀπὸ σοῦ καὶ συναντιλήψονταί σοι.",,,,,,,,,,,,,,,,,,,,,,,
38982_mt,BW>[,MT,Exodus,18,23,JB>,>M >T H DBR H ZH T<FH W YWK >LHJM W JKLT <MD W GM KL H <M H ZH <L MQMW JB> B CLWM,,qal,impf,W GM KL H <M H ZH <L MQMW JB> B CLWM,GM KL H <M H ZH,<L MQMW,<L MQWM/,to his/their place (of the people),0.0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,all the people will go to their place / place as actual place or describing a status?,,goal
38982_lxx,,LXX,Exodus,18,23,,"ἐὰν τὸ ρῆμα τοῦτο ποιήσῃς, κατισχύσει σε ὁ Θεός, καὶ δυνήσῃ παραστῆναι, καὶ πᾶς ὁ λαὸς οὗτος εἰς τὸν ἑαυτοῦ τόπον μετ’ εἰρήνης ἥξει.",,,,,,,,,,,,,,,,,,,,,,,
39033_mt,BW>[,MT,Exodus,18,26,JBJ>WN,W CPVW >T H <M B KL <T >T H DBR H QCH JBJ>WN >L MCH W KL H DBR H QVN JCPWVW HM,,hif,impf,>T H DBR H QCH JBJ>WN >L MCH,,>L MCH,>L MCH=/,to Moses,0.0,prep,pers,anim,det,nmpr,simple,fictive,>L,,,,,,other
39033_lxx,,LXX,Exodus,18,26,,"καὶ ἐκρίνοσαν τὸν λαὸν πᾶσαν ὥραν · πᾶν δὲ ρῆμα ὑπέρογκον ἀνεφέροσαν ἐπὶ Μωυσῆν, πᾶν δὲ ρῆμα ἐλαφρὸν ἐκρίνοσαν αὐτοί.",,,,,,,,,,,,,,,,,,,,,,,
39071_mt,BW>[,MT,Exodus,19,1,B>W,B XDC H CLJCJ L Y>T BNJ JFR>L M >RY MYRJM B JWM H ZH B>W MDBR SJNJ,,qal,perf,B XDC H CLJCJ B JWM H ZH B>W MDBR SJNJ,,MDBR SJNJ,MDBR/ SJNJ=/,to the wilderness of Sinai,0.0,vc,topo,inanim,det,subs,complex,factive,,,,,,,goal
39071_lxx,,LXX,Exodus,19,1,,τοῦ δὲ μηνὸς τοῦ τρίτου τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐκ γῆς Αἰγύπτου τῇ ἡμέρᾳ ταύτῃ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά.,,,,,,,,,,,,,,,,,,,,,,,
39079_mt,BW>[,MT,Exodus,19,2,JB>W,W JS<W M RPJDJM W JB>W MDBR SJNJ W JXNW B MDBR W JXN CM JFR>L NGD H HR,,qal,wayq,W JB>W MDBR SJNJ,,MDBR SJNJ,MDBR/ SJNJ=/,to the wilderness of Sinai,0.0,vc,topo,inanim,det,subs,complex,factive,,,,,,,goal
39079_lxx,,LXX,Exodus,19,2,,"καὶ ἀπῇραν ἐκ Ραφιδεὶν καὶ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά, καὶ παρενέβαλεν ἐκεῖ Ἰσραὴλ κατέναντι τοῦ ὄρους.",,,,,,,,,,,,,,,,,,,,,,,
39132_mt,BW>[,MT,Exodus,19,4,>B>,>TM R>JTM >CR <FJTJ L MYRJM W >F> >TKM <L KNPJ NCRJM W >B> >TKM >LJ,,hif,wayq,W >B> >TKM >LJ,,>LJ,>L,to me/to myself,0.0,prep,prps,anim,det,prsf,simple,factive fictive,>L,,,,,,goal
39132_lxx,,LXX,Exodus,19,4,,"αὐτοὶ ἑωράκατε ὅσα πεποίηκα τοῖς Αἰγυπτίοις, καὶ ἀνέλαβον ὑμᾶς ὡσεὶ ἐπὶ πτερύγων ἀετῶν καὶ προσηγαγόμην ὑμᾶς πρὸς ἐμαυτόν.",,,,,,,,,,,,,,,,,,,,,,,
39177_mt,BW>[,MT,Exodus,19,7,JB>,W JB> MCH W JQR> L ZQNJ H <M W JFM L PNJHM >T KL H DBRJM H >LH >CR YWHW JHWH,,qal,wayq,W JB> MCH,MCH,no complement,no complement,,,,,,,,,,,,,,,,
39177_lxx,,LXX,Exodus,19,7,,"ἦλθε δὲ Μωυσῆς καὶ ἐκάλεσε τοὺς πρεσβυτέρους τοῦ λαοῦ καὶ παρέθηκεν αὐτοῖς πάντας τοὺς λόγους τούτους, οὓς συνέταξεν αὐτῷ ὁ Θεός.",,,,,,,,,,,,,,,,,,,,,,,
39227_mt,BW>[,MT,Exodus,19,9,B>,W J>MR JHWH >L MCH HNH >NKJ B> >LJK B <B H <NN B <BWR JCM< H <M B DBRJ <MK W GM BK J>MJNW L <WLM W JGD MCH >T DBRJ H <M >L JHWH,,qal,ptca,HNH >NKJ B> >LJK B <B H <NN,>NKJ,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,>L,,,,,,goal
39227_lxx,,LXX,Exodus,19,9,,"εἶπε δὲ Κύριος πρὸς Μωυσῆν · ἰδοὺ ἐγὼ παραγίνομαι πρὸς σὲ ἐν στύλῳ νεφέλης, ἵνα ἀκούσῃ ὁ λαὸς λαλοῦντός μου πρὸς σὲ καὶ σοὶ πιστεύσωσιν εἰς τὸν αἰῶνα. ἀνήγγειλε δὲ Μωυσῆς τὰ ρήματα τοῦ λαοῦ πρὸς Κύριον.",,,,,,,,,,,,,,,,,,,,,,,
39901_mt,BW>[,MT,Exodus,20,20,B>,W J>MR MCH >L H <M >L TJR>W KJ L B <BWR NSWT >TKM B> H >LHJM W B <BWR THJH JR>TW <L PNJKM L BLTJ TXV>W,,qal,perf,KJ B> H >LHJM,H >LHJM,no complement,no complement,,,,,,,,,,,,,,,,
39901_lxx,,LXX,Exodus,20,20,,"καὶ λέγει αὐτοῖς Μωυσῆς · θαρσεῖτε, ἕνεκεν γὰρ τοῦ πειράσαι ὑμᾶς παρεγενήθη ὁ Θεὸς πρὸς ὑμᾶς, ὅπως ἂν γένηται ὁ φόβος αὐτοῦ ἐν ὑμῖν, ἵνα μὴ ἁμαρτάνητε.",,,,,,,,,,,,,,,,,,,,,,,
